lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
6,5,Central Mich.,Bowling Green,9.5,,14.48,,12.8,5.99,,,,9.1,9.4,11.3,,,9.27,10,16.20267,4.5,,12.67,13.24,11.37,15.13,17.78,12,,13.57,,,9.87,0,8.75,11.51,10.498494554,,12.6,15.8155,,,,,,9.9,,,,5,16.13,19.36,12.48,9.33,,,11.880919467,3.3452315154,11.51,0.6180080832,0.7671755438,6.5
10.5,10.5,North Carolina,California,10.5,,15.71,,5.98,8.76,,,,3.8,6.8,8.7,,,4.35,3.5,13.7255,8.8,,7.58,5.6,8.41,9.53,11.36,9,,6.5,,,5.99,0,10.87,13.09,13.207960899,,10.08,9.4566,,,,,,7,,,,10,8.64,9.83,7.94,28.86,,,9.4334503758,4.750827263,8.76,0.4816378147,0.7147248333,10.5
7.5,7,West Va.,Central Florida,6.5,,1.92,,7.63,3.65,,,,10.4,10,10.5,,,7.24,6.5,7.443537,6.9,,7.69,8.72,6.04,9.26,9.35,13,,9.51,,,8.12,0,10.3,13.25,2.644090783,,9.76,10.8846,,,,,,8.1,,,,7,4.66,9.254,6.67,-6.79,,,7.5553871649,3.8464682834,8.1,0.5096342938,0.6775416647,7
-10.5,-11,Temple,Charlotte,-9,,-17.35,,-13.24,-7.99,,,,-6.8,-7.1,-7.2,,,-5.71,6,-16.65604,-7.4,,-7.47,-8.77,-8.28,-7.57,-18.6,-19,,-12.72,,,-6.18,0,-19.58,-14.99,-15.58019462,,-14.57,-7.416,,,,,,-13.9,,,,-18,-10.37,-8.804,-7.97,-26.32,,,-11.05297361,6.1111983376,-8.804,0.4990999703,0.2586376658,-11
10.5,9,SMU,Clemson,4.5,,2.45,,10.53,10.75,,,,6.6,10.2,10.1,,,6.27,1,2.384197,8.5,,9.69,9.62,6.73,15.23,7.29,6,,5.01,,,8.51,0,1.76,7.45,0.683872619,,5.42,-2.8686,,,,,,9.2,,,,-2,4.99,6.643,5.29,2.51,,,6.291119642,3.8161460921,6.6,0.4531027294,0.6494693815,8.5
1,1.5,Hawaii,Colorado St.,-3.5,,4.49,,8.72,-3.57,,,,2.7,2.3,1.8,,,2.6,9.5,5.332981,2.2,,2.12,5.5,2.08,-2.32,7.65,1,,2.91,,,-2.54,0,-1.07,-1.92,-3.787568192,,3.05,3.3747,,,,,,3.1,,,,-6,-9.29,-3.801,4.46,4.06,,,1.6258314761,4.2094619124,2.3,0.5021769872,0.5392845193,1.5
2.5,3,Georgia Tech,Duke,-1,,3.97,,2.85,8.3,,,,-2.8,2.3,2.4,,,1.02,8,2.118156,0.7,,4.1,3.27,-0.31,9.15,-0.03,1,,1.33,,,3.61,0,-0.47,10.03,7.697577968,,0.56,1.3229,,,,,,-0.1,,,,-2,7.97,12.857,3.66,0.03,,,3.2253666886,3.8381779849,2.3,0.503909986,0.5779892922,3
15.5,16.5,Tulsa,East Carolina,15,,25.66,,21.94,18.17,,,,20.4,20.1,22.5,,,20.06,19,25.93667,22.5,,22.58,24.48,20.24,26.77,27.47,29,,27.76,,,18.76,0,28.96,18.05,21.569881252,,21.2,21.9237,,,,,,22.3,,,,10,21.15,27.749,19.92,23.28,,,22.566525905,3.5972613545,21.94,0.6042167557,0.9163917866,18
10,10,Mississippi St.,Florida,2,,7.79,,14.16,16.35,,,,11.9,12,12.5,,,7,11.5,5.3685,9.6,,12.98,13.94,12.84,13.85,10.35,6,,10.27,,,8.31,0,1.22,0.46,7.217171487,,5.33,9.6313,,,,,,10.3,,,,-6,9.25,10.681,9.29,11.81,,,9.4447576375,3.933925244,10.27,0.4903744075,0.7174721749,10
7,7,Mississippi,Georgia,2,,4.87,,6.59,5.36,,,,5.3,5.9,4.8,,,5.43,0.01,10.26353,4.8,,8.48,8.57,6.98,10.36,5.14,8,,4.13,,,6.05,0,7.39,6.47,9.253161526,,3.83,2.715,,,,,,7.8,,,,-7,6.41,6.813,9.12,-7.72,,,5.693265225,3.5072936327,6.05,0.4772885124,0.6364099545,7
6,7,Georgia St.,Georgia Southern,11.5,,4.81,,9.45,19.91,,,,7.1,8.3,6.7,,,7.75,10.5,3.10313,4,,14.57,13.89,14.53,17.4,10.99,9,,10.65,,,9.86,0,13,12.58,9.2440836417,,7.83,9.1123,,,,,,11.2,,,,6,13.34,10.334,4.52,5.3,,,10.016328057,3.9597558595,9.86,0.5521362882,0.7290479779,7.5
2.5,2.5,Arizona,Houston,6,,2.27,,4.62,1.15,,,,3.9,3.6,3.9,,,0.51,5,-0.6944046,1.5,,6.77,5.1,8.71,6.9,-0.93,3,,4.11,,,1.59,0,-0.16,-0.98,5.060143178,,1.19,0.2957,,,,,,1.3,,,,1,4.9,0.473,1.23,13.67,,,3.2408427096,3.2601792876,3,0.5129013248,0.5789558367,2.5
26.5,27,Michigan St.,Indiana,29.5,,38.86,,43.35,28.61,,,,24.3,24.4,28.2,,,25.83,25.5,39.10613,24.5,,26.47,23.33,28.6,32.43,43.47,38,,38.41,,,21.95,0,49.01,30.81,36.036088267,,26.27,27.1788,,,,,,31,,,,28,31.34,42.111,29.58,26.38,,,31.535586837,7.1646540005,29.5,0.5756422024,0.9644422859,27
3,3.5,Penn St.,Iowa,8.5,,18.29,,8.93,-0.91,,,,2.8,2.2,2.3,,,-3.41,-3,12.54151,-1.3,,3.48,0.1,3.07,7.25,6.5,10,,1.86,,,0.12,0,13.17,11.14,16.450314615,,1.6,-1.0101,,,,,,3.8,,,,4,10.36,12.573,7.15,10.57,,,5.6939560212,5.9130078612,3.8,0.5373019804,0.6311722373,3.5
-1.5,-3,Delaware,Jacksonville St.,12,,-2.68,,-2.58,-3.75,,,,-0.5,1.2,1.1,,,9.2,11.5,-3.490204,-1.4,,1.87,2.57,1.56,0.83,-4.14,-5,,4.39,,,4.42,0,0.98,1.54,-3.529319334,,-3.2,5.9138,,,,,,1.8,,,,-4,-0.44,15.504,-0.27,-11.44,,,1.1709750574,5.6568421605,0.98,0.5708353405,0.5276011948,-2.5
2,1.5,Old Dominion,James Madison,8,,-4.31,,-8.66,10.64,,,,3.5,5.5,4.8,,,4.75,5.5,-1.940731,3,,4.26,2.38,6.98,3.13,-9.61,-12,,-2.66,,,4.74,0,8.03,8.47,1.040700194,,-7.4,2.788,,,,,,0.3,,,,2,8.62,4.752,3.33,4.68,,,2.158964455,5.8087284805,3.5,0.5112312196,0.5506387736,1.5
-12,-12,Texas,Kentucky,-11,,-10.35,,-12.54,-18.78,,,,-13.3,-14.8,-15.3,,,-13.54,-18,-12.40129,-21.5,,-11.52,-10.55,-11.66,-15.64,-13.64,-16,,-14.53,,,-15.82,0,-16.26,-9.54,-13.07515926,,-6.79,-13.8107,,,,,,-15.3,,,,-12,-18.62,-15.294,-10.89,-6.48,,,-13.68728101,3.4071918302,-13.64,0.4706658037,0.2004994467,-12
10.5,11,New Mexico St.,Liberty,6.5,,3.55,,11.99,18.3,,,,12.9,13.1,13.6,,,11.71,13,3.368013,10.7,,13.72,14.8,10.93,17.58,5.83,7,,8.17,,,10.45,0,6.49,6.03,4.09929406,,3.93,9.0722,,,,,,11.3,,,,-6,7.99,6.762,8.18,1.89,,,9.4117761055,4.2890642746,9.0722,0.4725614261,0.7157485407,11
-3.5,-4,Southern Miss.,Louisiana-Lafayette,1,,-7.31,,-3.54,16.87,,,,7.2,5.2,7.2,,,9.14,19.5,-6.566002,-2.6,,2.44,3.3,1.69,1.87,-7.96,-8,,3.2,,,1.15,0,-10.96,-6.96,-5.408239708,,-8.12,5.4761,,,,,,-0.2,,,,-11,-1.12,-0.536,6.29,6.85,,,1.0033054583,7.3452556913,1.15,0.583143826,0.5227963138,-3.5
-5.5,-6,Troy St.,Louisiana-Monroe,-7,,-9.88,,-12.99,-6.63,,,,-2.5,-5.3,-5.5,,,-10.47,1.5,-15.93521,-4.8,,-7.32,-8.36,-4.53,-11.89,-16.28,-14,,-12.91,,,-9.11,0,-1.9,-16.05,-3.874634556,,-9.11,-10.2075,,,,,,-10,,,,-10,-11.29,-13.739,-13.29,1.89,,,-8.671598088,4.9567266678,-9.11,0.4541750447,0.3016864213,-6
-3.5,-2.5,Texas St.,Marshall,7,,3.08,,12.31,1.05,,,,5.9,3.1,5,,,4.67,2.5,6.695599,-3.3,,3.76,3.18,3.08,5.03,7.94,5,,6.82,,,2.41,0,1.9,8.79,5.853538989,,3.11,-3.648,,,,,,0.7,,,,-1,9.02,5.473,8.05,-0.28,,,4.2825564824,3.5186289281,4.67,0.6162423483,0.6034906343,-1
-17,-17,Buffalo,Massachusetts,-18,,-10.92,,-15.05,-27.5,,,,-18.9,-18.6,-18.7,,,-15.4,-14,,-25,,-12.46,-12.98,-14.37,-13.1,-13.33,-22,,-16.34,,,-14.16,0,-21.32,-22.31,-16.54923681,,-7.59,-10.4094,,,,,,-17.4,,,,-19,-12.91,-20.881,-12.4,-8.96,,,-16.1264156,4.7839909154,-15.225,0.515037332,0.1662374574,-17
13,13,Louisville,Miami (Fla.),11,,22.04,,19.29,10.21,,,,14.2,11.3,11,,,5.09,8.5,18.9533,23,,14.15,11.62,14.94,18.52,19.82,20,,12.46,,,8.86,0,18.53,9.89,17.200941666,,15.13,14.6771,,,,,,14.6,,,,6,17.94,14.189,12.47,19.25,,,14.787253161,4.4336434357,14.6,0.5308341424,0.8143096226,13
11.5,13,Eastern Mich.,Miami (Ohio),15,,8.44,,18.87,15.26,,,,13.5,13,15.3,,,16.21,20,10.67801,10.5,,15.03,14.91,15.99,16.27,16.82,11,,17.17,,,12.16,0,8.77,14.17,12.74794117,,13.69,14.4949,,,,,,13.2,,,,10,18.27,15.899,11.99,7.78,,,14.038615558,3.0482521468,14.4949,0.5181068839,0.8065295125,13
6.5,5.5,Washington,Michigan,3,,-1.36,,-1.53,3.66,,,,7.9,8.1,8.1,,,6.18,6,-3.7064,3.5,,2.26,3.06,2.26,1,-3.92,-1,,2.17,,,2.82,0,-3.41,-11.56,0.613972038,,0.29,8.2011,,,,,,4.6,,,,-7,-1.54,-0.644,3.31,0.96,,,1.7005059323,4.3709566928,2.26,0.4346459032,0.5409786189,4.5
-5,-7.5,Nebraska,Minnesota,-1.5,,-9.41,,-13.35,0.11,,,,-3,-4.2,-3.4,,,-2.98,5,-16.05714,-4,,-2.73,-2.35,-1.98,-5.39,-15,-14,,-6.67,,,-4.56,0,-9.84,0.43,-9.170336528,,-10.22,-9.2594,,,,,,-9.5,,,,-11,-7.02,-6.44,-4.86,-0.9,,,-5.939547466,5.0029662854,-4.86,0.5267933743,0.3610803712,-7.5
10.5,10.5,Nevada,New Mexico,17,,23.54,,18.95,12.14,,,,10.6,11.3,12.1,,,10.1,12.5,22.89018,14,,14.57,14.55,16.42,14.39,20.7,19,,22.09,,,9.14,0,14.81,8.42,20.234640851,,15.78,11.6508,,,,,,15.9,,,,11,14.95,18.097,15.29,10.26,,,15.219745547,4.1648057743,14.81,0.5811174019,0.8222424544,11.5
5.5,4.5,Texas-San Antonio,North Texas,13,,11.75,,6.68,2.7,,,,0.01,-0.8,-1.5,,,1.37,3,9.003151,4.5,,4.62,2.92,9.21,0.91,11.69,13,,3.25,,,-0.47,0,11.12,4.87,14.697395205,,13.33,14.4045,,,,,,4.2,,,,11,4.1,3.638,2.18,24.52,,,6.6170015933,6.0900549068,4.5,0.5359279257,0.6509314295,4.5
3.5,3,Purdue,Northwestern,11,,1.15,,5.04,25.78,,,,14.7,13.7,14.9,,,6.29,6,3.796415,3.5,,10.4,9.27,10.9,12.37,1.27,3,,7.69,,,8.65,0,11.34,5.72,4.050677711,,-1.32,4.9573,,,,,,7.6,,,,7,12.74,15.329,7.47,4.99,,,8.3545997487,5.5627779199,7.6,0.5907122515,0.6896759298,4
8.5,8,USC,Notre Dame,9,,12.13,,17.06,13.59,,,,10.8,11,11.6,,,9.75,12.5,14.01904,8.6,,12.14,12.76,12.64,12.32,9.93,10,,13.39,,,7.62,0,5.53,9.04,7.987101364,,8.71,12.6354,,,,,,8.9,,,,-4,7.83,13.802,13.33,4.68,,,10.803225564,2.7595516762,11,0.5488431522,0.7479064777,8.5
12,12,Northern Ill.,Ohio,14,,15.17,,10.92,17.88,,,,14.1,13.8,15.8,,,14,11.5,13.8626,14.5,,15.92,14.52,17.87,17.55,17.29,14,,18.76,,,12.4,0,17.62,17.38,14.310274063,,14.27,12.2993,,,,,,14.9,,,,8,20.34,15.162,12.31,18.94,,,15.219799106,2.3706010944,14.52,0.5561634543,0.8275640573,13
-20.5,-22,Cincinnati,Oklahoma St.,-20,,-28.39,,-28.67,-17.9,,,,-15.5,-16.4,-17.3,,,-11.78,-6.5,-29.14549,-24,,-17.59,-16.86,-17.79,-22.63,-33.83,-29,,-23.31,,,-14.96,0,-27.85,-23.5,-26.49470908,,-22.26,-18.2873,,,,,,-24.3,,,,-29,-23.3,-28.355,-16.12,-29.11,,,-21.76318962,6.2882986793,-22.63,0.5040153915,0.1019989939,-22
-14.5,-17,Oregon,Rutgers,-14,,-11.49,,-23.94,-12.71,,,,-13.3,-15.7,-14.7,,,-17.68,-17,-16.4434,-23,,-14.79,-13.48,-15.67,-18.98,-22.62,-26,,-16.57,,,-14.42,0,-18.53,-5.84,-15.02560951,,-16,-22.209,,,,,,-16,,,,-15,-20.55,-16.294,-14.98,-16.09,,,-16.69006929,4.1442804137,-16,0.5053646667,0.1554053981,-17
-2.5,-3,UTEP,Sam Houston St.,4.5,,-4.74,,-5.51,4.07,,,,2.8,1.4,2.1,,,4.39,11.5,-0.9295712,-2.7,,-0.22,-1.41,1.8,-2.02,-7.9,-13,,-0.38,,,0.01,0,-14.56,-2.26,-0.689626196,,-7.01,0.5779,,,,,,-3,,,,-8,5.32,-1.101,0.14,2.2,,,-0.918355083,5.3130810628,-0.38,0.5356161748,0.478202647,-2.5
8,7,Arkansas St.,South Alabama,5,,5.61,,9.84,4.31,,,,10.6,10.2,11.2,,,8.7,10.5,3.989683,4.9,,7.1,7.83,5.2,9.05,5.55,8,,8.07,,,6.13,0,8.75,0.36,1.998085286,,6.44,11.7235,,,,,,6.8,,,,-1,4.47,3.423,7.72,-6.79,,,6.437043734,3.7765983727,6.8,0.4902295103,0.6528448602,7
-4,-4,Oklahoma,South Carolina,-5.5,,-8.46,,-0.37,0.54,,,,2.3,1.2,1.5,,,-1.65,8,-8.455621,-9.4,,3.13,2.36,0.15,7.18,-7.51,-10,,-1.74,,,0.62,0,-13.43,-2.51,-4.385469691,,-6.15,-1.9093,,,,,,-5.5,,,,-11,2.51,1.887,-4.37,-5.24,,,-2.248392782,5.1823582379,-1.74,0.5300189281,0.4466372175,-4
21,22,Florida Atlantic,South Florida,23,,36.11,,34.17,31.79,,,,25.7,24.2,26.7,,,16.6,10.5,28.74639,17.5,,23.97,24.3,26.6,24.38,37.39,36,,28.38,,,16.55,0,25.43,23.76,30.985569619,,25.69,19.8463,,,,,,26.7,,,,15,22.2,25.748,19.77,28.86,,,25.571595159,6.2198650641,25.69,0.5603760535,0.9325046454,22.5
-17.5,-17.5,Florida St.,Stanford,-9,,-24.89,,-28.29,-6.33,,,,-13,-14.2,-13.5,,,-12.96,-2.5,-26.13442,-23,,-12.36,-14.06,-10.16,-16.69,-35.19,-33,,-16.03,,,-12.24,0,-27.27,-23.35,-15.46943012,,-23.15,-15.2224,,,,,,-23.2,,,,-21,-7.24,-11.851,-16.81,-4.93,,,-16.9664569,8.3070804709,-15.2224,0.5088146917,0.1725777136,-17.5
-10.5,-11,Pittsburgh,Syracuse,2,,-8.37,,-12.28,-0.35,,,,-5.6,-2.7,-2.9,,,-2.49,2.5,-9.219698,-7.1,,-1.14,-1.78,2.24,-6.3,-11.77,-10,,-2.13,,,-3.13,0,-9.66,-13.36,-3.578237609,,-4.37,-3.0413,,,,,,-6.1,,,,-10,-6.14,-7.51,-4.18,8.4,,,-4.484801228,4.8951532215,-4.18,0.6106064296,0.3939653668,-10
3.5,3,Baylor,TCU,9,,7.63,,9.41,6.98,,,,3.1,4.2,4.5,,,4.8,5,6.386848,3.2,,6.81,6.51,7.16,7.18,10.76,7,,10.75,,,2.47,0,8.64,1.61,6.883829334,,11.67,5.5992,,,,,,4.6,,,,1,3.95,3.355,8.28,0.96,,,6.1515474943,2.7602739167,6.51,0.5548757761,0.6481462115,3.5
24,25,Kent,Toledo,20.5,,14.05,,30.66,34.04,,,,28.7,28.3,31.3,,,28.53,21,22.1648,24.5,,27.57,30.06,26.43,31.03,26.86,29,,29.05,,,24.27,0,33.82,16.62,21.576631309,,22.34,32.9249,,,,,,28.3,,,,18,20.64,20.546,19.25,17.7,,,25.576976942,5.4049917368,26.86,0.5098750366,0.9357217782,25
10.5,10,Army,Tulane,16.5,,11.96,,13.56,7.59,,,,12.7,12.8,12.6,,,8.6,2.5,9.714817,7.6,,13.09,11.55,16.19,13.55,11.13,5,,8.76,,,10.58,0,9.39,17.55,10.942625754,,8.9,7.3744,,,,,,11.8,,,,8,12.96,9.625,9.86,13.36,,,10.956442854,3.2994824701,11.13,0.516649846,0.7495877453,10
-21,-21,Memphis,UAB,-26,,-28.96,,-27.29,-20.29,,,,-21.4,-22.4,-24,,,-21.53,-11.5,-37.09731,-17.5,,-21.32,-19.9,-20.44,-29.44,-29.5,-34,,-23.76,,,-23.45,0,-27.82,-30.45,-27.22493478,,-19.89,-19.6502,,,,,,-23.8,,,,-27,-31.93,-28.498,-19.73,-22.29,,,-24.51932568,5.4590047558,-23.76,0.440020403,0.0727702866,-21
2.5,3,Maryland,UCLA,-2.5,,-7.01,,2.07,4.06,,,,1.9,1.3,2.3,,,0.89,5.5,-8.686557,2.1,,3.4,3.92,2,4.46,-7.25,-13,,1.67,,,-1.14,0,-14.57,-5.03,-3.629863443,,-10.76,-11.717,,,,,,-0.7,,,,-13,2.79,3.422,-0.28,-10.51,,,-1.896600705,5.9885614816,0.89,0.4172952417,0.4556501471,3
3.5,4,San Jose St.,Utah St.,11,,9.13,,8.94,-4.04,,,,0.4,0.01,0.8,,,3.07,2,9.187298,3.3,,6.11,5.16,4.59,9.43,9.9,13,,11.21,,,2.91,0,4.57,9.83,4.382010617,,10.63,3.2399,,,,,,5.9,,,,10,5.76,4.069,3.85,2.2,,,5.5354554696,4.0577796717,4.59,0.5265764571,0.6317858785,4
1.5,2.5,LSU,Vanderbilt,-4.5,,4.37,,1.55,-3.35,,,,0.01,-1.6,-0.8,,,-3.22,0.01,10.00254,-3.6,,-0.54,-0.72,-1.44,-0.32,2.09,3,,2.65,,,-3.27,0,3.79,1.26,6.206423448,,0.35,0.5029,,,,,,-0.5,,,,3,-3.46,3.159,-3.79,-6.79,,,0.0355470154,3.5410845986,-0.32,0.4572357421,0.5008686249,2
17.5,17.5,Washington St.,Virginia,12,,17.52,,16.76,17.88,,,,13.6,16.9,16.7,,,9.38,1,19.42056,15.5,,17.9,17.07,15.84,24.31,21.76,28,,18.76,,,15.73,0,26.81,16.98,15.918303067,,17.81,13.5331,,,,,,19.8,,,,16,22.04,17.477,8.71,-2.76,,,16.287895278,6.4140688075,16.98,0.4794856713,0.8284588258,17.5
7.5,8,Florida Intl.,Western Kentucky,23.5,,19.14,,20.48,14.45,,,,13,12.9,13.4,,,16.55,9.5,21.94196,5.1,,15.91,15.7,15.61,18.77,16.54,18,,13.02,,,12.01,0,17.56,17.47,16.010637613,,11.04,17.0267,,,,,,13.8,,,,15,18.27,23.33,18.4,11.19,,,15.848941297,4.0963553987,16.010637613,0.6333298528,0.8322627239,9.5
-27,-27.5,Ohio St.,Wisconsin,-26.5,,-28.67,,-32.97,-23.2,,,,-25.1,-26.5,-26.6,,,-26.69,-15.5,-33.61766,-25.5,,-22.68,-18.73,-24.79,-31.78,-31.45,-31,,-32.15,,,-25.84,0,-38.97,-41.67,-29.44817075,,-20.12,-24.5663,,,,,,-28,,,,-27,-33.96,-36.974,-24.37,-18.26,,,-27.77952175,6.1130222972,-26.6,0.4952510869,0.0518226061,-27.5
