lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
23.5,25.5,Boston College,Louisville,28,24.97,36.57,25.5,33.32,18.94,23.311,21.81,32.527,13.7,22.6,23.3,28.3,18.89,21.15,12.5,37.82591,24,23.5,25.66,22.33,29.24,29.26,33.23,40,20.6282,29.12,,,21.2,0,33.34,27.92,32.776843584,,27.16,29.1034,15.428138324,,,,34.65,22.4,39.924404452,20.64899172,42.35,22,31.28,33.564,29.08,35.43,,,27.871518951,7.0181616796,28.15,0.5397980723,0.9452566633,25.5
-3.5,-5.5,South Florida,Memphis,4.5,2.13,-6.37,-5,-7.73,-7.69,-3.997,0.63,-15.541,-2.6,-1.9,-2.4,0.3,-4.17,4.62,8.5,-7.823059,-3.2,-0.8,0.59,0.34,-0.89,1.95,-10.12,-10,-0.0337,-1.55,,,3.16,0,0.51,-4.97,-9.767887034,,-3.45,4.7635,-5.846934955,,,,-5.575,-3.6,-6.924786749,-5.759532809,-4.095,-2,-2.15,-8.959,1.4,-1.25,,,-2.60407332,4.9151336564,-2.275,0.5496724648,0.43796235,-5
30,30,Stanford,Miami (Fla.),19.5,34.28,31,30,32.12,27.27,18.968,22.75,28.253,31.2,28.5,29.3,26.5,17.61,24.89,24.5,38.25581,30,27.6,26.47,24.76,27.86,30.89,34.32,36,26.9703,27.97,,,20.9,0,36.38,27.86,26.437137751,,31.07,27.5029,59.475110163,,,,28.85,29.4,37.399727114,6.00807263,31.15,19,23.68,23.249,25.39,21.15,,,27.953896872,4.9507089664,27.86,0.4648699748,0.9530357315,30
1,2,Western Mich.,Miami (Ohio),3,2.68,-6.45,1.5,-5.49,8.81,7.644,2.06,-10.396,6.2,5.2,6.4,2.9,-2.65,4.6,11.5,-6.170386,3.3,2,2.28,1.25,3.27,1.87,-8.67,-7,0.4799,-0.15,,,4.62,0,-6.17,-0.69,0.876692637,,-5.61,6.9449,18.60159343,,,,-3.225,0.8,-7.20542572,0.407223576,-1.05,-2,3.82,5.465,1.19,0.71,,,0.7235920229,5.163404856,1.56,0.4781113447,0.5172257437,2
-13,-14,Michigan,Michigan St.,-13,-15.05,-14.83,-14.5,-18.27,-8.92,-7.959,-14.1,-15.727,-14,-15,-16.5,-18.9,-8.72,-18.91,-9.5,-16.40716,-16.5,-14,-9.14,-9.08,-10.49,-9.92,-17.03,-23,-14.6151,-18.93,,,-14.75,0,-20.86,-16.34,-17.18308404,,-10.34,-17.6431,-31.68714848,,,,-27.125,-15.4,-17.07316623,-8.103883958,-18.55,-12,-14.31,-17.917,-15.42,-13.85,,,-15.13149026,4.0951864662,-15.225,0.4804145791,0.1789008621,-14
-7,-7.5,Texas,Mississippi St.,-6.5,-8.49,-3.57,-7,-4.71,-16.53,-5.992,-7.48,-3.303,-11.1,-12.3,-11.8,-8.1,-2.89,-13.29,-16.5,-7.757524,-9.2,-10.4,-8.46,-8.31,-10.78,-7.99,-6.45,-6,-9.2174,-7.83,,,-11.63,0,-1.21,1.76,-2.988884578,,-3.09,-15.3286,-0.568452594,,,,-10.85,-9.5,-4.914460309,-1.675852547,-4.9,-1,-11.71,-6.641,-8.11,1.55,,,-7.812821722,4.2864201009,-8.045,0.4945913922,0.317964958,-7.5
14,14,Florida Atlantic,Navy,19,17.41,14.15,14.5,14.02,25.74,20.882,14.14,17.38,23.6,20.1,22.3,16.7,15.6,17.12,19,17.61932,18.5,12.9,15.39,15.09,19.2,13.69,14.46,8,10.9827,17.27,,,12.34,0,19.93,14.32,8.997472164,,11.58,12.8958,19.595151028,,,,14.625,17.1,14.55218857,13.142779078,25.9,17,13.49,13.683,13.42,23.11,,,16.404687018,4.1490838745,15.495,0.5415476206,0.8404038103,14
8.5,7.5,Northwestern,Nebraska,5.5,10.45,4.44,7.5,1.35,7.82,3.893,10.58,5.491,10.9,11.3,10.7,9.1,3.4,9.63,11,1.587803,8.7,7.7,9.17,9.76,11.02,7.03,8.27,7,7.1997,7.71,,,5.72,0,10.31,5.49,4.881410195,,8.77,9.1766,20.379512301,,,,12.025,12.6,9.445712056,0.0086502536,8.4,5,2.19,3.051,2.91,4.07,,,7.4935306313,3.1013968353,8.045,0.4998872116,0.6777902173,7.5
-21.5,-21.5,Boise St.,Nevada,-21.5,-17.54,-24.4,-21.5,-26.58,-31.61,-25.217,-18.68,-23.468,-28.8,-27.8,-30,-25.7,-12.17,-22.09,-15.5,-25.97651,-25.5,-21.7,-19.92,-20.58,-22.31,-20.75,-24.29,-26,-22.1954,-22.04,,,-21.87,0,-18.1,-13.47,-20.90217289,,-17.43,-22.9143,-40.30879052,,,,-24.85,-24.3,-24.84222087,-30.62796257,-29.75,-23,-26.07,-23.218,-22.05,-24.49,,,-22.91434009,4.2363776434,-23.06615,0.4755511938,0.0823370989,-21.5
2.5,3,Utah St.,New Mexico,2.5,2.99,2.85,3.5,2.12,0.83,4.716,2.22,9.217,2.2,2.2,1.4,3.9,2.24,0.08,7.5,3.825298,2.7,1.3,1.44,1.26,4.07,-1.93,2.32,1,1.7203,2.09,,,-0.14,0,3.29,1.7,5.073465601,,1.86,2.8385,-1.071360884,,,,16.175,1.2,6.6424160725,1.1157712684,1.4,-4,-0.95,1.841,2.11,1.83,,,2.7907244918,2.9988274933,2.16,0.496349314,0.5683149404,3
-1.5,-1,Missouri St.,New Mexico St.,5,0.76,0.43,-1,-0.38,1.63,4.755,-1.85,-2.917,-4.7,-3.1,-5.5,0.6,1.29,-2.47,4.5,3.79734,0.1,0.2,0.34,-0.71,-0.05,1.31,-0.05,-1,-0.5484,0.91,,,0.87,0,9.14,7.12,2.047733948,,2.13,0.5916,8.670990883,,,,1,1,4.587122493,-16.70276634,-1.4,5,1.03,19.095,2.73,-1.53,,,1.268959911,4.0903441647,0.68,0.5392281681,0.5307368031,-1
-9,-10.5,Virginia,North Carolina,-14.5,-11.2,-28.65,-10.5,-19.68,,-10.257,-10.71,-25.883,0.9,-7.5,-8.8,-15.6,-11.91,-3.83,6,-30.09637,-9.3,-9.1,-8.67,-7.9,-10.15,-10.07,-27.88,-35,-11.7401,-19.08,,,-8.43,0,-18.21,-16.68,-22.08121071,,-20.83,-12.3607,-26.87456172,,,,-27.275,-13.7,-31.26325422,-20.04991365,-26.25,-23,-16.6,-15.655,-12.23,-25.89,,,-15.59132397,9.0880699893,-13.7,0.4174407299,0.1977106813,-10.5
5.5,6,Ball St.,Northern Ill.,-2,9.52,2.3,6,1.32,9.95,3.443,5.27,-5.808,9.2,8.9,9.4,7.9,-6.51,6.63,13,3.650265,4.7,5.6,3.99,6.68,2.03,3.02,1.8,2,4.446,4.71,,,2.1,0,4.36,-3.48,-1.835755652,,2.21,8.9644,-1.742771419,,,,7.425,6,6.82873334,-12.55878753,1.7675,-2,-9.26,4.594,4.12,0.43,,,3.7341285672,4.7095797073,4.24,0.4610239957,0.5888916492,6
4,5,Mississippi,Oklahoma,2.5,6.63,4.39,5.5,6.89,2.07,-1.137,-0.33,3.928,3.9,3.5,3.2,3.4,3.7,-1.28,-7.5,6.438368,3,2.9,3.24,3.83,2.83,2.73,2.93,5,1.1951,4.06,,,2.35,0,16.15,4.84,6.070385864,,2.74,2.4164,16.042442302,,,,-3.355,4.1,7.483885121,-0.730720107,3.15,-1,1.31,1.225,4.14,0.15,,,3.1196284746,3.4897369188,3.175,0.4673336129,0.5758204967,5
13,13.5,Appalachian St.,Old Dominion,12,14.07,15.09,14,17.02,14.91,6.634,13.48,20.731,9.7,9.1,10,12.8,11.39,8.42,10.5,13.96318,11.1,9,14.65,15.28,13.58,16.94,20.93,22,11.279,18.86,,,8.65,0,7.52,13.54,11.578314856,,22.5,14.1188,14.368153175,,,,19.25,15.8,18.493418253,12.30216421,16.45,6,10.25,7.942,8,4.07,,,13.289742828,4.4824227871,13.51,0.4963704999,0.788933961,13.5
34.5,31.5,Wisconsin,Oregon,23.5,31.48,26.58,31.5,42.07,33.6,18.105,29.3,30.707,29.2,31.3,31.5,34,18.07,27.35,25,33.00955,24.5,28.9,29.77,27.39,29.7,37.46,36.55,31,29.3309,35.05,,,25.24,0,40.9,25.75,24.942399652,,27.04,29.5657,2.177613928,,,,38.875,30.5,34.666201018,17.425153258,31.85,27,32.83,37.417,25.94,27.03,,,30.174218767,5.3362549447,29.735,0.4773035808,0.963699847,31.5
9.5,6.5,NC St.,Pittsburgh,7.5,4.23,4.62,6.5,9.09,12.18,8.721,10.57,7.22,13.4,11.5,11.9,6.6,5.56,6.41,7,8.82469,4.9,11.7,10.89,9.69,7.05,18.2,9.65,8,4.4277,9.35,,,11.34,0,7.4,19.84,8.853170741,,7.81,9.0646,40.556387898,,,,20.175,10.1,8.09427252,-2.306482545,6.65,8,17.44,14.914,5.2,-1.81,,,9.3563608315,4.3947955101,8.8389303705,0.5492181575,0.7142851305,6.5
-1.5,-1,Rutgers,Purdue,-1,0.72,3.47,-2.5,12.05,-24.69,-8.044,-3.17,4.347,-10.7,-9.5,-11.5,-1,1.15,-2.95,-1,2.959621,-3,-1.5,-1.35,-1.51,-2.97,-0.26,2.15,1,-1.0244,-0.45,,,-5.7,0,3.52,-3.41,1.187579354,,4.87,-6.5332,-4.565249508,,,,10.1,-4.1,5.339952513,1.121735932,-1.75,-5,-2.89,-4.209,2.77,-3.77,,,-1.558661178,6.152738875,-1.1872,0.4905135294,0.4636524498,-1
-10.5,-10,Connecticut,Rice,-6,-10.64,-12.35,-10.5,-21.24,-17.42,-7.294,-11.08,-6.312,-11.9,-12.2,-12.3,-9.3,-6.7,-5.63,-4.5,-14.79747,-10.4,-14.1,-13.48,-15.25,-11.29,-17.15,-18.19,-16,-9.0077,-12.83,,,-9.53,0,-10.41,-17.58,-10.61203876,,-10.29,-11.9067,-24.44085994,,,,-9.175,-15.2,-15.40292331,-1.893943034,-14.35,-13,-13.01,-12.713,-8.01,-1.81,,,-11.6840208,4.1018819505,-11.90335,0.4708663371,0.2388575184,-10
-13,-11.5,Alabama,South Carolina,-16,-12.02,-13.37,-11.5,-11.53,-9.01,-7.436,-14.47,-15.981,-6.1,-7.6,-7.7,-14.7,-8.92,-14.76,1,-14.62526,-13.2,-14.3,-8.67,-7.06,-9.69,-11.55,-17.65,-20,-10.4827,-11.67,,,-12.15,0,-25.32,-16.78,-13.14033942,,-11.37,-13.032,-7.123819688,,,,-20.43,-15.2,-16.05352539,-5.496236526,-14,-17,-15.78,-15.905,-14.19,-10.49,,,-12.78339562,4.5452572902,-13.17016971,0.4778685897,0.2202510456,-11.5
11.5,13.5,Louisiana-Monroe,Southern Miss.,13,13.06,15.03,12,20.76,3.67,8.962,11.35,14.568,6.8,10,8.2,13.3,14.5,8.04,0.5,21.26473,8,16.4,15.7,16.1,12.98,20.5,24.17,22,12.7865,16.88,,,13.39,0,17.4,19.82,12.416244066,,19.82,10.6096,32.862315299,,,,26.35,14.8,22.16500345,4.1540128308,19.25,16,20.55,15.208,14.54,14.43,,,14.731751938,5.5351646413,14.554,0.5210463957,0.8087197819,13.5
38.5,36.5,Oklahoma St.,Texas Tech,34,40.59,43.29,-57,48.89,37.35,24.662,33.28,33.11,30.9,33.2,33.2,36.6,19.19,23.94,22.5,50.13274,30.5,38.5,35.1,32.9,35.35,42.8,45.24,52,34.369,41.69,,,31.98,0,51.68,36.93,49.616737063,,34.34,36.1236,52.990852833,,,,62,41,54.735909882,44.824033832,44.1,37,39.3,41.202,30.34,36.55,,,38.079549674,9.0278262134,36.575,0.5258046929,0.9811891218,36.5
9.5,9.5,Louisiana-Lafayette,Troy St.,16,10.21,13.35,9.5,9.63,5.63,14.047,7.42,16.963,6.1,7.5,8.1,7.1,11.79,6.16,-8,13.5638,6.8,12.5,12.42,9.58,12.56,17.16,9.29,12,7.1865,11.49,,,10.03,0,13.74,15.35,15.045156752,,9.38,4.397,3.8876634992,,,,20.35,9.4,14.552532009,3.604245856,17.5,9,18.46,16.956,9.35,16.95,,,11.200274719,5.1052701628,11.64,0.5291621349,0.7483378004,9.5
-5.5,-5,Temple,Tulsa,-4.5,-4.08,-10.56,-5,-10.06,-4.34,-7.008,-7.21,-4.126,-8.8,-7.4,-8.5,-8.7,-5.66,-3.34,0.01,-13.2835,-3.6,-6.7,-5.61,-7.16,-4.25,-7.22,-10.32,-11,-6.2154,-7.72,,,-6.22,0,-12.15,-4.77,-5.121107911,,-6.64,-10.4542,-40.59961033,,,,-7.25,-8.6,-11.9281212,-28.0757961,-9.8,-11,-8.99,-13.453,-4.16,-7.69,,,-7.364733228,2.974453697,-7.215,0.4588157501,0.3248205872,-5
15,14,Colorado,Utah,14,14.48,17.03,13.5,21.19,8.68,11.738,11.39,18.317,9.9,11.5,10.6,15,12.29,12.92,-4.5,15.71185,15.5,17.3,14.43,13.41,13.77,18.42,19.43,21,11.2946,16.67,,,14.69,0,27.67,14.22,15.981947453,,14.67,13.8815,24.674189164,,,,24.225,18.7,22.681979214,1.9771251816,15.75,13,10.48,15.637,14.92,10.23,,,14.880221917,5.1317599388,14.68,0.5151031289,0.8129264134,14
2.5,3,Missouri,Vanderbilt,4,2.06,5.64,2.5,4.81,2.44,5.062,1.8,3.649,5.2,4.3,4.8,1.9,2.46,-2.42,-3.5,1.748833,-7.3,0.9,3.71,3.02,3.71,4.48,3.35,2,1.2965,3.08,,,-0.53,0,1.27,2.18,3.7911798,,4.58,2.7404,-8.638034085,,,,4.75,2.3,7.007381262,1.3244089264,4.55,1,3.55,5.907,-1.44,3.79,,,2.6660573516,2.7113691292,3.215,0.4941655335,0.5654940806,3
5,6,California,Virginia Tech,-3,1.74,4.81,5,15.15,2.09,-1.983,1.52,11.953,7.7,3.2,2.8,2.1,-2.69,3.23,3.5,6.166941,2,1.1,4.62,7.46,1.42,5.22,8.09,10,6.917,6.69,,,3.51,0,-7.5,-5.33,3.994170525,,6.29,7.2496,1.899518276,,,,-1.05,3.8,7.9834303572,-3.422807638,-5.6,-7,2.28,2.485,6.05,-14.13,,,3.0459035471,5.3819355854,3.365,0.4495586591,0.5718441926,6
-3.5,-3,SMU,Wake Forest,-4.5,-5.71,-0.38,-3,6.93,-17.86,-8.875,-5.06,2.721,-15.6,-12.9,-14.1,-5,-1.15,-6.99,-12,-3.043449,-4.9,-11.1,-5.42,-5.27,-6.34,-6.15,1.76,-1,-4.9516,-4.95,,,-8.58,0,-5.55,-7.67,-1.957351215,,1.79,-10.46,-12.3457055,,,,-0.1,-7.6,-0.293064478,2.2386769408,-2.8,-1,-10.08,-8.455,-2.91,3.23,,,-5.331861617,5.3218037083,-5.165,0.4601196341,0.3754978032,-3.5
5.5,3.5,Illinois,Washington,2,5.02,-1.23,4,3.32,-2.57,-0.607,5.46,9.611,0.6,1.5,1.8,2.8,-2.39,4.52,-2,-0.2614098,4.2,4.1,4.64,5.89,3.87,4.13,4.18,-1,2.8395,3.59,,,2.66,0,16.35,-0.15,-2.528446211,,2.48,2.0812,12.242953395,,,,10,1.8,0.222351535,-11.22442209,0.7,2,1.37,0.977,4.02,0.71,,,2.6176048881,3.6424074675,2.2806,0.4846732197,0.5636046552,3.5
2,-1.5,Toledo,Washington St.,3,1.77,4.81,1.5,-4.03,-10.75,2.7,1.3,14.92,1.4,0.2,3,2,4.75,5.09,2,1.047798,-1,-2.4,1.98,-0.41,4.69,0.73,-2.11,2,-1.7448,-2.1,,,-0.12,0,-14.53,-5.06,9.246612834,,-0.71,8.5736,-3.609994761,,,,3.825,-5.9,3.933520411,5.330850676,5.95,-10,3.37,4.978,6.07,18.35,,,1.7704932811,5.767715868,1.99,0.5555918377,0.5415980106,-1
