lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
-6,-8,Central Mich.,Akron,-9,,,,,,-7.1,,,,,,,,,-3.52,1,,-3.7,,-2.46,-1.34,-3.16,-4.54,-1.21,-3,,2.05,,,,0,-5.4,-7.18,-2.44228882,,0.37,-2.0285,,,,,,-5.7,,,,-9,,-5.165,-7.08,-4.91,-3.595989944,2.8668623505,-3.52,0.5764100401,0.4121303762,-7
13.5,10.5,Vanderbilt,Alabama,12.5,,,,,,6.29,,,,,,,,,18.35,9.5,,11.2,,12.28,12.88,9.39,17.17,10.14,8,,7.22,,,,0,7.11,-2.46,-7.093006641,,7.64,10.0609,,,,,,13.7,,,,-3,,2.322,16.96,-4.62,8.5018996838,6.77308487,9.5,0.4663514747,0.6882726178,10.5
1,-2.5,Oregon St.,Appalachian St.,10.5,,,,,,-8.92,,,,,,,,,-4.4,8.5,,-1.5,,-0.07,-2.96,5.63,-4.72,-10.75,-10,,1.33,,,,0,13.07,-3.55,-0.028888794,,-4.33,2.3753,,,,,,-6.4,,,,5,,-5.049,-3.73,-1.14,-1.244885181,6.4058144068,-2.96,0.5212436018,0.4711116379,-2.5
20,20.5,Oklahoma St.,Arizona,15,,,,,,19.77,,,,,,,,,9.17,7,,17,,17.51,17.62,18.93,18.35,29.27,33,,19.25,,,,0,37.21,15.34,20.423832159,,25.62,20.6481,,,,,,20.4,,,,24,,22.445,15.11,25.25,20.205568198,7.0653310904,19.25,0.4950537584,0.8767766802,20.5
-10.5,-13.5,Texas St.,Arkansas St.,-11,,,,,,-3.13,,,,,,,,,-10.81,-10.5,,-11.5,,-10.04,-9.65,-11.48,-11.98,-14.63,-18,,-15.6,,,,0,-20.37,-5.91,-9.323965315,,-9.64,-12.4147,,,,,,-11.6,,,,-14,,-14.805,-8.14,-14.19,-11.65303168,3.8363272503,-11.48,0.5320103849,0.2385819726,-13
18.5,19.5,West Va.,BYU,19.5,,,,,,23.86,,,,,,,,,16.66,16.5,,23.5,,18.08,16.59,19.66,20.88,33.49,30,,26.56,,,,0,30.69,23.33,21.524469449,,25.3,18.7207,,,,,,20.9,,,,21,,23.316,18.61,24.67,22.49243664,4.7672257291,21.524469449,0.5513868809,0.9118295134,19.5
-17,-14.5,Ohio,Ball St.,-15,,,,,,-23.51,,,,,,,,,-12.95,-16.5,,-16.5,,-11.16,-12.12,-11.24,-13.37,-17.83,-20,,-16.8,,,,0,-18.86,-20.43,-17.23930859,,-11.52,-21.5444,,,,,,-17.9,,,,-17,,-25.876,-12.76,-13.61,-16.51046231,4.1670146742,-16.5,0.4652496152,0.1581075076,-14.5
6,6.5,Kansas St.,Baylor,5,,,,,,7.59,,,,,,,,,1.04,2.5,,3.6,,6.65,5.55,6.98,7.81,-3.13,-2,,5.24,,,,0,8.68,2.37,8.054486592,,-1.68,-0.0173,,,,,,6.2,,,,5,,5.41,-0.91,8.43,3.9698660282,3.7828361822,5.24,0.4561738951,0.5957486518,6.5
7.5,10,Eastern Mich.,Buffalo,11,,,,,,20.19,,,,,,,,,9.16,15.5,,12.8,,11.95,12.83,12.81,11.48,13.86,9,,14.4,,,,0,15.47,19.41,10.268731322,,10.99,2.6242,,,,,,13.8,,,,10,,11.937,7.12,4.37,11.950949111,4.2009877415,11.95,0.5337152075,0.7658051688,10
-3.5,-2.5,Duke,California,1,,,,,,-10.14,,,,,,,,,0.54,-1.5,,-3.5,,-0.34,-2.51,0.64,0.01,-10.76,-5,,-6.75,,,,0,2.37,-8.07,-5.606998623,,-2.71,0.5616,,,,,,-4.2,,,,-4,,-19.785,-3.55,-6.36,-4.079066601,5.1688503657,-3.5,0.4729297781,0.4038247924,-2.5
-4,-4,Kansas,Central Florida,1.5,,,,,,-3.98,,,,,,,,,0.48,6,,-3.5,,0.89,0.63,1.05,0.1,-5.23,-2,,-2.33,,,,0,5.55,1.26,-7.458187307,,-3.25,-4.4144,,,,,,-4.2,,,,1,,-6.793,-2.73,-4.33,-1.559789872,3.6236238832,-2.33,0.5423215065,0.4619849589,-4
-1.5,2.5,Iowa St.,Cincinnati,-9,,,,,,-11.44,,,,,,,,,-4.93,-6.5,,-0.7,,1.08,1.97,-0.66,1.17,1.89,-2,,-3.14,,,,0,2.57,-12.11,0.533763217,,2.29,0.8593,,,,,,3.3,,,,-2,,-2.157,-1.37,-4.04,-2.018282704,4.532795948,-0.7,0.4225300105,0.4515257127,2
10.5,9,Florida Intl.,Connecticut,15,,,,,,22.38,,,,,,,,,10.9,14,,10.8,,13.65,14.01,14.38,14.16,8.22,11,,12.56,,,,0,13.59,18.45,12.013951537,,6.73,13.2129,,,,,,11.9,,,,6,,23.992,9.37,12.78,13.480897692,4.091167117,13.2129,0.577108762,0.7936931879,10
1,2.5,Western Kentucky,Delaware,-12.5,,,,,,6.98,,,,,,,,,-8.74,0.5,,-2.5,,2.93,1.97,3.93,2.44,0.41,4,,-3.79,,,,0,1.79,-6.92,7.367931517,,3.41,4.0449,,,,,,-0.2,,,,-1,,-12.947,4.26,2.63,-0.044484213,5.8236950646,1.97,0.4567188855,0.4989541172,2.5
-6.5,-6.5,Texas,Florida,-11.5,,,,,,-6.22,,,,,,,,,-9.87,-9,,-7,,-2.62,-0.48,-4.44,-3.9,-5.95,-8,,-5.02,,,,0,2.24,-0.36,-7.617254872,,-1.26,-11.9852,,,,,,-4.7,,,,-7,,-6.661,-7.36,-6.36,-5.62206928,3.6789685317,-6.22,0.5152454064,0.3655280649,-6.5
-3.5,-4.5,Miami (Fla.),Florida St.,-7.5,,,,,,-15.83,,,,,,,,,-5.25,-12.5,,-5.1,,-3.51,-1.93,-5.65,-4.91,-0.82,4,,-9.72,,,,0,-9.06,-4.79,-8.868830166,,0.64,-11.8689,,,,,,-0.9,,,,-1,,-15.569,-5.09,-5.49,-6.176987151,5.1129513065,-5.25,0.4712386687,0.3560445424,-4.5
13.5,14,Nevada,Fresno St.,22,,,,,,21.68,,,,,,,,,15.44,10.5,,10.1,,20.79,20.42,22.45,22.6,18.55,25,,17.09,,,,0,24.19,18.24,24.366912436,,14.14,19.2724,,,,,,21.9,,,,20,,20.17,17.65,24.38,19.568062497,4.2663219279,20.42,0.5953621069,0.8821984907,15
-9,20.5,Kentucky,Georgia,21,,,,,,19.02,,,,,,,,,21.29,20,,22,,20.96,19.29,21.42,25.67,19.9,15,,22,,,,0,15.44,23.16,16.701969211,,15.24,18.8518,,,,,,20.6,,,,11,,25.052,21.19,9.88,19.698369962,3.6445869454,20.6,0.4860756814,0.8858756209,20.5
-19.5,-20,James Madison,Georgia St.,-13.5,,,,,,-25.9,,,,,,,,,-15.65,-13,,-22.5,,-16.38,-16.34,-13.21,-25.06,-24.43,-29,,-18.48,,,,0,-45.61,-21.63,-17.5534473,,-15.46,-23.5274,,,,,,-21.9,,,,-25,,-18.744,-11.41,-17.38,-20.31737368,7.5288414107,-18.48,0.4947000648,0.1245210136,-20
-10.5,-11.5,Texas Tech,Houston,-3,,,,,,-12.19,,,,,,,,,-6.54,-8,,-8.2,,-2.97,-2.69,-2.31,-5.82,-11.09,-11,,-1.71,,,,0,2.78,-15.42,-7.688765014,,-1.65,-6.8973,,,,,,-13.4,,,,-13,,-14.948,-5.8,-4.91,-6.831145953,4.8450887663,-6.54,0.5798019699,0.3408690826,-11
7,7.5,Virginia,Louisville,15.5,,,,,,15.54,,,,,,,,,10.69,15,,6.9,,8.94,7.82,12.86,6.66,-3.83,-6,,9.49,,,,0,5.36,9.27,6.221068477,,0.99,15.5338,,,,,,5,,,,,,8.253,7.88,8.14,7.9151365941,5.7516954503,8.14,0.5070803067,0.6798033638,7.5
-5.5,-5.5,Washington,Maryland,2,,,,,,-9.48,,,,,,,,,-2.84,-2.5,,-4.4,,-3.14,-4.49,-0.44,-6.36,-9.82,-7,,-10.15,,,,0,-6.69,-3.44,-0.614973136,,-3.55,-2.3544,,,,,,-7.7,,,,1,,-2.07,-1.68,-3.46,-4.294255864,3.2626139019,-3.46,0.5209909484,0.3959010996,-5.5
