lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
6.5,6.5,Texas A&M,Notre Dame,11.5,,,,,,14.43,7.83,,,,,,,,12.33,9.5,,7.7,,9.12,11.82,3.96,14.37,11.56,10,,14.24,,,,0,10.05,4.15,11.68494793,,5.02,15.2831,,,,,,8.7,,,,-29,,14.088,12.03,3.72,10.140274906,3.5785933926,10.775,0.5630087778,0.7326343675,7
34,32,Ohio,Ohio St.,26,,,,,,22.96,23.247,,,,,,,,35.38,7.5,,25,,28.62,27.32,30.27,36.36,34.42,27,,29.19,,,,0,25.57,33.33,22.024017657,,22.64,33.5835,,,,,,33.3,,,,22,,30.525,29.08,27.51,27.764978075,6.2481120749,28.065,0.4285428734,0.9475918659,31.5
-20.5,-21.5,USC,Purdue,-13.5,,,,,,-39.61,-20.02,,,,,,,,-16.95,-17.5,,-18,,-14.73,-13.93,-14.77,-22.51,-24.3,-35,,-26.48,,,,0,-17.78,-16.97,-8.875093904,,-13.06,-22.5904,,,,,,-24.9,,,,-14,,-15.116,-12.09,-31.38,-20.00279518,7.7545335186,-17.64,0.5249116546,0.1295365922,-21.5
5,5.5,Vanderbilt,South Carolina,11.5,,,,,,-0.41,8.687,,,,,,,,9.09,14,,9.1,,7.86,8.99,10.55,4.61,7.64,2,,7.62,,,,0,11.59,2.83,6.568082624,,6.07,13.4983,,,,,,3.6,,,,-4,,6.847,9.8,14.25,8.0131992102,3.8774570425,8.2735,0.5435042236,0.6874169705,6
-1,0,Appalachian St.,Southern Miss.,-15.5,,,,,,-6.12,-5.767,,,,,,,,-9.76,-8,,-3,,2.56,2.7,1.48,3.42,-5.02,-10,,-7.29,,,,0,-9.9,-6.42,-16.86742447,,-0.66,-19.9527,,,,,,-1.5,,,,-5,,-18.34,-11.78,-17.73,-7.429414749,7.1879126626,-6.855,0.3773782486,0.3354390087,-1
-10.5,-11,Boston College,Stanford,-10,,,,,,-9.49,-7.2,,,,,,,,-8.84,-6.5,,-7.9,,-6.05,-5.43,-4.58,-11.92,-8.97,-15,,-10.69,,,,0,-11.55,-9.43,-6.46514605,,-10.4,-11.8872,,,,,,-13.7,,,,-32,,-9.716,-4.36,-19.29,-9.516743002,3.5716046222,-9.46,0.5257643595,0.2800539908,-11
-24.5,-24.5,Oklahoma,Temple,-20,,,,,,-22.3,-25.436,,,,,,,,-26.36,0.5,,-25,,-17.73,-17.79,-21.2,-19.89,-26.45,-19,,-17.53,,,,0,-21.05,-20.88,-13.16786412,,-13.05,-22.2893,,,,,,-20.4,,,,3,,-21.185,-26.78,-36.84,-20.62855291,6.9187704088,-20.965,0.5648691652,0.1175553216,-24
-6,-4,Georgia,Tennessee,-9,,,,,,0.94,0.397,,,,,,,,-0.23,3.5,,-7.3,,1.63,-0.24,-1.57,7.19,4.14,7,,5.42,,,,0,-3.77,0.45,0.773078848,,3.17,-4.0111,,,,,,0.9,,,,12,,-3.691,-2.85,-1.74,0.0503626749,4.1787686916,0.4235,0.5697329571,0.5012194488,-3.5
42,41.5,UTEP,Texas,30.5,,,,,,43.54,37.914,,,,,,,,41.04,27,,29,,34.73,34.61,36.82,42.2,47.04,43,,41.13,,,,0,33.19,37.4,34.608157572,,32.04,50.359,,,,,,44.4,,,,4,,49.448,38.47,50.13,39.025870799,6.8153018881,38.192,0.4583826283,0.9878223591,41.5
25.5,24,Oregon St.,Texas Tech,21,,,,,,22.61,20.125,,,,,,,,14.14,17,,18,,19.38,18.49,17.68,27.71,18.34,26,,25.31,,,,0,3.59,19.75,20.319688693,,13.93,19.1103,,,,,,27.7,,,,58,,22.843,12.66,25.95,19.619908577,5.5642212144,19.565,0.4255836311,0.8774357782,23.5
-6.5,-5,Memphis,Troy St.,-9.5,,,,,,-3.5,-10.704,,,,,,,,-9.02,-8,,-7.4,,-2.02,-2.11,-3.06,-2.22,-6.59,-9,,-11.82,,,,0,-1.45,-0.99,-8.098519972,,-3.33,-7.3079,,,,,,-3.1,,,,-20,,-4.888,-1.43,-17.34,-6.039928181,4.2030084167,-5.739,0.4820134839,0.3570146642,-5
2.5,3,Duke,Tulane,14,,,,,,2.75,1.567,,,,,,,,7.13,12.5,,3.6,,5.64,4.82,4.8,8.09,8.63,5,,13.84,,,,0,9.89,8.65,6.95086574,,9.75,8.615,,,,,,6.8,,,,11,,6.402,8.39,5.28,7.4134029882,3.2896337001,7.04043287,0.5763832293,0.6756450012,4
-14,-14,Navy,Tulsa,-14,,,,,,-24.27,-19.991,,,,,,,,-14.75,-20.5,,-10.7,,-13.16,-13.51,-14.43,-16.43,-18.34,-25,,-22.12,,,,0,-7.75,-14.57,-20.9969315,,-5.61,-29.0774,,,,,,-17.3,,,,-17,,-33.904,-11.38,-25.14,-17.86042416,6.9147788418,-16.865,0.4353107524,0.1519588559,-14
10.5,11.5,Akron,UAB,17,,,,,,9.99,2.438,,,,,,,,12.76,13,,9.8,,11.22,10.92,9.12,17.03,13.84,12,,12.24,,,,0,12.85,12.89,8.2617166776,,9.23,6.975,,,,,,15.4,,,,28,,13.035,18.34,6.06,11.563623485,3.7672575476,12.12,0.5011044116,0.7599393675,11.5
14,16,New Mexico,UCLA,13,,,,,,17.67,18.444,,,,,,,,19.87,4.5,,18.5,,18.02,18.84,20.83,18.11,16.78,6,,12.35,,,,0,11.3,12.4,8.387691514,,5.77,8.9247,,,,,,17.2,,,,-7,,8.225,16.32,18.54,14.090063251,5.1685799241,16.55,0.4672691671,0.7998177563,16
-3,-4,Air Force,Utah St.,-2,,,,,,-16.96,-1.17,,,,,,,,-3.29,8.5,,-4.6,,0.81,1.25,-1.5,2.37,-0.66,-3,,3.11,,,,0,-13.06,-10.34,1.949591905,,0.01,2.3499,,,,,,-5.8,,,,-18,,,-1.14,-6.81,-2.380024195,5.8120603922,-1.17,0.5275910882,0.4442123293,-4
7.5,7.5,Old Dominion,Virginia Tech,3.5,,,,,,5.75,17.351,,,,,,,,12.22,7.5,,6.7,,6.62,7.63,10.14,1.4,6.12,3,,6.19,,,,0,1.94,1.82,4.109047632,,0.74,15.0771,,,,,,1.9,,,,-21,,6.959,10.77,15.81,6.9657339833,4.8342582062,6.405,0.4908062553,0.6621182341,7.5
-6.5,-7,NC St.,Wake Forest,-4,,,,,,-12.82,-9.105,,,,,,,,-3.87,-3.5,,-7.2,,-6.46,-7.13,-6.76,-8.54,-5.24,-18,,-5.15,,,,0,-5.16,-3.2,-6.925097566,,-9,-5.6,,,,,,-9.6,,,,-1,,,-5.33,-12.27,-7.37429036,3.5903981438,-6.76,0.493495123,0.3258537319,-7
-3.5,-5.5,Pittsburgh,West Va.,0.5,,,,,,-12.67,-5.551,,,,,,,,1.32,1,,-1.7,,-3.55,-2.75,-2.75,-8.09,-5.43,-12,,-2.95,,,,0,-1.14,-7.22,3.121186145,,-5.79,5.4866,,,,,,-6,,,,-31,,4.652,3.31,-7.59,-2.990509721,5.0182553549,-2.85,0.5430311329,0.4289772987,-5.5
-23.5,-23.5,Utah,Wyoming,-6,,,,,,-14.31,-19.243,,,,,,,,-22.64,-0.5,,-23,,-11.69,-11.27,-10.95,-19.1,-22.39,-27,,-20.89,,,,0,-13.37,-24.43,-13.11492096,,-18.51,-16.7714,,,,,,-28.5,,,,-13,,-16.047,-16.99,-29.04,-17.53437823,7.162062862,-17.75,0.5990581798,0.1578025705,-23
