lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
7,9,Georgia Southern,Marshall,8,,8.56,,11.46,2.48,1.666,8.53,,10.2,8.6,10.1,11.6,7.56,9.61,10.5,11.65771,7.4,,7.62,8.26,6.67,8.48,10.81,9,7.117,11.56,,,6.87,0,12.221211296,12.5,5.57,7.696962454,,8.07,9.7485,20.460202192,,,,17.975,7.9,0.0851919196,,3,-0.67,5.742,9.88,1.22,,,8.3934551042,3.4853716185,8.505,0.4894520388,0.6965462608,9
-14.5,-14,Bowling Green,Massachusetts,-13.5,-14.57,-12.85,,-16.32,-14.52,-8.97,-14.57,,-14.9,-15.2,-15.4,-15.1,-13.54,-16.49,-8.5,-15.28008,-16,,-12.56,-12.81,-13.8,-12.98,-17.24,-22,-12.6445,-16.88,,,-14.41,0,-14.73316048,-15.42,-14.09,-10.98598659,,-11.49,-21.3404,-22.59856082,,,,-3.525,-14.6,-10.97007054,,-13,-10.29,-11.621,-11.99,3.2,,,-13.45730073,4.2836377713,-14.41,0.5093827644,0.207408844,-14
6,5,Navy,Memphis,8.5,,7.45,,6.06,2.14,0.371,7.31,,4.5,7,7,6.8,6.17,9.08,3,10.76909,2.9,,8.12,8.41,4.66,11.88,9.85,8,9.7215,10.56,,,11.46,0,11.928962819,10.46,6.58,6.08136274,,10.51,10.8668,13.242746173,,,,20.175,7.5,-1.271442807,,2,7.21,5.661,8.08,15.41,,,8.1159643211,3.6964498437,7.75,0.5539502774,0.6900784521,5.5
17.5,17.5,Ball St.,Miami (Ohio),13,,14.7,,21.19,24.89,14.373,15.98,,19.4,19.3,21.8,17.8,13.67,18.91,19,20.49408,16,,18.71,19.15,17.04,21.97,18.66,19,15.1992,18.33,,,17.9,0,18.361819994,17.22,19.73,16.127522371,,14.88,21.3917,14.124733851,,,,17.65,18.4,1.5553722568,,11,21.7,20.941,16.34,15.74,,,18.193008955,2.6469915663,18.380909997,0.5121104588,0.8699394234,17.5
-10.5,-10,Ohio St.,Michigan,-10.5,,-9.3,,-10.71,-15.41,-9.512,-11.19,,-11.3,-11.9,-12.6,-12.5,-7.84,-12.6,-5.5,-10.044,-7.5,,-10.54,-8.86,-10,-15.02,-11.97,-18,-8.5445,-11.49,,,-14.58,0,-10.12167686,-16.89,-19.99,-13.70387684,,-7.7,-14.846,-7.348626288,,,,-6.6,-12.1,-10.61880452,,-11,-12.98,-17.682,-9.53,-1.09,,,-11.40677927,3.7431781923,-11.245,0.475591384,0.2429748909,-10
4.5,4,Maryland,Michigan St.,3.5,,1.52,,7.81,6.83,-0.669,2.14,,7.4,7.6,7.8,-3.2,-0.02,1.65,-0.5,5.026966,-3.1,,,,,,-0.42,2,1.0366,0.75,,,4.52,0,3.408485901,2.55,5.4,1.96609257,,2.77,-0.2337,-12.11670881,,,,5.55,4.7,-1.367844044,,-3,6.19,8.344,4.04,1.55,,,3.0596701397,3.1815366134,2.66,0.4836185656,0.5746659792,4
1.5,1,Wisconsin,Minnesota,5,,-2,,-5.64,2.99,3.775,0.49,,4,3.1,2,-3.1,-0.02,-0.44,10,-5.233342,-0.6,,0.29,-0.79,3.2,-2.47,-3.72,-4,-0.384,-3.38,,,-1.09,0,-2.276670574,10.18,-2.52,-1.077203541,,-1.4,-1.1921,-4.325784173,,,,-6.25,0.9,-0.256086541,,4,-4.51,-2.106,-2.11,4.85,,,-0.153731003,3.8638577625,-0.933601771,0.4799952259,0.4962602202,1
-8.5,-7,Mississippi,Mississippi St.,-15.5,,-10.22,,-12.75,-11.2,-14.675,-10.07,,-13.3,-13.9,-14.6,-9.4,-7.93,-12.06,-16,-10.8425,-13.3,,-10.58,-9.01,-14.33,-10.16,-11.12,-14,-8.7309,-9.39,,,-11.86,0,-9.551586393,-9.7,-8.09,-7.392135025,,-8.44,-14.3165,-10.65662392,,,,-18.62,-9.6,-3.943934088,,-14,-14.08,-11.812,-10.78,-3.4,,,-11.40862837,2.9598912947,-10.98125,0.4235499975,0.2407767723,-8
3.5,2.5,Louisiana Tech,Missouri St.,7,,-0.38,,4,-1.43,7.452,-1.43,,1.7,1.3,2.6,-1.5,2.3,-0.7,3.5,2.041554,-3.1,,1.75,0.54,2.49,2.03,-2.84,-3,-0.883,-1.44,,,-0.19,0,-1.991198917,-2.38,-0.99,4.994717654,,-2.26,0.0589,13.975410898,,,,-0.6,-2.4,1.1687981884,,-4,6.27,3.496,3.32,0.23,,,0.821082576,2.8731368673,0.14445,0.4707175369,0.5202185051,2.5
7,7.5,North Carolina,NC St.,15.5,,14.51,,11.21,10.94,6.878,10.27,,-3.9,9,9,15.4,11.89,7.59,2,16.17596,12.5,,11.59,10.95,13.64,11.07,16.05,8,8.6246,14.42,,,6.85,0,17.051207489,10.32,13.52,12.042892169,,13.69,10.7194,19.516232649,,,,9.05,12.6,2.357028118,,6,12.81,9.195,11.21,16.07,,,11.067696102,4.1011301201,11.21,0.5615306783,0.7493796758,8.5
-5,-6.5,Iowa,Nebraska,-0.5,,-6.79,,-11.28,-6.83,0.372,-2.51,,-5.7,-5.3,-6.3,-6.1,-3.35,-5,-4,-10.76579,-7.6,,-4.12,-4.29,-3.51,-5.55,-5.49,-11,-2.4836,-6.75,,,-5.42,0,-6.222498025,-5.36,-7.78,-3.69860447,,-3.35,-6.4469,-4.008738491,,,,-5.225,-3.7,-0.802787947,,-3,-5.45,-7.412,-7.23,5.84,,,-5.175066458,3.1310302737,-5.435,0.523082216,0.3750065792,-6.5
-9,-7.5,UNLV,Nevada,-14.5,,-11.03,,-7.69,-11.18,-23.722,-11.11,,-19.2,-18.2,-19.5,-15.1,-9.33,-11.39,-11.5,-10.1031,-13.2,,-10.43,-9.87,-13.42,-9.55,-10.27,-11,-10.6443,-10.01,,,-12.05,0,-9.873452051,-13.21,-7.36,-5.417749392,,-8.48,-15.0258,-10.88493518,,,,-9.6,-10.9,-2.519762311,,-15,-10.76,-11.771,-8.29,-7.69,,,-11.7327056,3.7382047075,-10.95,0.4269246037,0.2367723318,-8.5
-1.5,-1.5,San Diego St.,New Mexico,0.01,,0.01,,-2.23,-5.35,-3.204,-0.31,,-1,-1.3,-1.6,-2.2,-0.91,-2.12,8.5,0.9162045,-2.2,,-1.09,-1.07,0.84,-3.84,-1.31,-6,-0.5266,-1.1,,,-3.64,0,1.170644997,-7.37,-0.03,1.37614722,,-2.88,-2.4636,0.581681989,,,,2.325,-2.3,0.4134540652,,-5,-0.59,-0.155,-0.78,2.87,,,-1.098922313,2.7040732823,-1.08,0.5070075687,0.4729003948,-1.5
5,4,Middle Tenn.,New Mexico St.,12,,5.79,,6.82,4.12,7.361,5.61,,3,3.7,3.3,6.3,9.45,3.67,3.5,6.0863,3.1,,6.9,5.89,8.25,7.05,7.26,4,4.6055,7.82,,,5.55,0,7.574535012,7.76,6.7,6.3832441642,,7.61,5.267,7.699062007,,,,0.875,6.2,0.6020062368,,5,5.96,9.624,5.55,6.17,,,6.0224049771,2.1577458751,6.12815,0.5353808315,0.6459700209,4.5
19.5,19.5,Temple,North Texas,27.5,,20.83,,27.34,22.03,20.819,18.5,,18.4,19.1,19.9,19.2,15.71,17.59,17,26.91958,24,,21.54,21.13,21.33,24.44,24.65,24,17.6869,25,,,20.79,0,25.615776811,18.71,21.9,18.639622281,,18.63,22.6792,17.828529676,,,,31.375,20.1,2.527427734,,17,25.28,23.488,21.02,25.64,,,21.902307753,3.5150002889,21.23,0.5416971336,0.9102053832,19.5
5.5,5,Kent,Northern Ill.,1,,5.35,,5.93,11.01,4.978,11.07,,12.2,11.5,13.3,8.5,2.83,14.34,14,7.161366,5.2,,9.37,11.36,10.33,6.92,8.09,3,7.7447,6.48,,,5.81,0,9.470461644,9.03,0.32,4.0563902378,,5.06,11.3375,2.1745352504,,,,17.675,8.5,-0.01095696,,2,2.48,6.632,9.31,7.16,,,8.0140393856,3.912311863,7.91735,0.5521152269,0.6873478766,5.5
10.5,10,LSU,Oklahoma,11.5,,11.94,,15.67,4.97,10.032,8.15,,6.8,7.1,7.7,15.1,9.64,8.28,1.5,14.44746,6.8,,9.13,7.46,7.37,13.21,11.76,12,6.5804,12.05,,,12.12,0,15.450111354,16.89,12.59,13.981571527,,9.08,11.8933,7.760103857,,,,11.845,9.1,2.0047035884,,6,16.28,16.764,11.6,7.16,,,10.665106747,3.6346931828,11.55,0.5115544282,0.7429400888,10
-14,-14,Iowa St.,Oklahoma St.,-20.5,,-20.18,,-15.74,-26.2,-15.473,-21.46,,-22.7,-21.9,-22.5,-21.1,-12.02,-18.62,-13.5,-17.28429,-24.5,,-16.8,-16.93,-18.8,-16.96,-23.7,-24,-18.8807,-21.77,,,-16.69,0,-23.02462718,-25.72,-21.68,-18.98893066,,-17.56,-19.5762,-15.23387628,,,,-28.85,-20.3,-14.09922363,,-21,-22.55,-20.477,-15.06,-25.18,,,-20.19929855,3.7625477374,-20.3885,0.3936763734,0.1086931795,-15
26.5,27,Georgia St.,Old Dominion,31,,26.35,,29.61,25.32,19.218,25.28,,20.8,22,22.4,29.1,18.49,22.32,16,29.38806,23.5,,26.79,26.29,27.77,29.31,31.1,31,24.3429,30.17,,,22.58,0,31.510687412,31.11,28.37,25.037197261,,27.21,24.2403,38.030880811,,,,38.925,27.1,14.251190572,,23,28.97,25.498,22.06,29.6,,,26.382226241,4.4855253063,26.57,0.48933727,0.9444714671,27
-6.5,-7,Miami (Fla.),Pittsburgh,-3.5,,-6.2,,-5.81,-5.45,-1.616,-4.2,,-8.1,-6.5,-6.8,-10.1,-3.44,-4.7,-6.5,-4.078564,-11.2,,-4.22,-3.93,-5.84,-3.61,-6.3,-5,-5.3859,-5.31,,,-5.42,0,-6.786072572,-13.04,-3.27,-0.918110301,,-3.5,-11.3704,-5.583389414,,,,-7.825,-6.4,-0.589005458,,-3,-0.33,-3.354,-4.06,-2.08,,,-5.448445746,2.804397597,-5.34795,0.5270747405,0.3681741385,-7
-28,-28.5,Indiana,Purdue,-31.5,,-28.6,,-30.86,-38.03,-27.896,-31.66,,-35.4,-34.7,-37.3,-33.4,-12.83,-28.39,-23.5,-31.37651,-27,,-25.93,-23.14,-29.52,-28.63,-32.14,-36,-28.7601,-30.06,,,-27.35,0,-31.87639229,-49.13,-27.46,-24.42893915,,-22.61,-33.2114,-33.12263857,,,,-36.875,-30.8,-25.30362968,,-30,-30.81,-34.018,-23.39,-22.87,,,-30.04034282,6.0691285847,-30.43,0.4738359321,0.0390771094,-28.5
-10.5,-13,Penn St.,Rutgers,-2,,-8.86,,-18.41,-11.2,-0.826,-11.17,,-13,-13.7,-14,-14.9,-4.87,-16.07,-14.5,-14.59638,-8,,-13.07,-14.2,-10.91,-16.73,-13.31,-18,-10.9779,-13.67,,,-14.18,0,-11.76891078,-14.91,-9.57,-7.148435455,,-9.53,-15.8918,2.7071757016,,,,-14.7,-12.9,0.1758410156,,-7,-14.92,-13.547,-13.03,2.87,,,-11.83878962,4.6756168552,-13.19,0.520003806,0.2379877342,-13
-10,-10,Florida Intl.,Sam Houston St.,-11.5,,-9.23,,-13.22,-0.76,-2.958,-5.39,,-4,-5.4,-5.6,-10.4,-9.58,-1.71,8,-10.87806,-17,,-8.92,-8.32,-8.95,-11.09,-11.44,,-6.5658,-10.21,,,-7.26,0,-8.685414396,-13.95,-14.53,-9.948746273,,-9.76,-3.642,-13.19643792,,,,-10.875,-8.5,-2.14961315,,-14,-13.52,-10.938,-6.76,-3.4,,,-8.196886305,4.7009617706,-8.95,0.5310364379,0.3108981691,-10
-2,-2.5,Fresno St.,San Jose St.,-7.5,,-5.45,,-4.81,-3.19,-8.966,-4.66,,-6,-6.2,-6.4,-3.5,-5.86,-4.05,2,-6.625156,-5.2,,-4.57,-5.89,-4.92,-3.74,-6.51,-9,-2.5601,-5.88,,,-4.6,0,-4.142195064,-4.61,-9.32,-2.06942074,,-2.08,-4.479,0.8313138027,,,,-0.9,-6.2,-1.410931588,,-12,-5.33,-4.549,-4.43,-9.34,,,-5.042524217,2.3171131486,-4.865,0.4555842529,0.3771007343,-3.5
1.5,2.5,Clemson,South Carolina,4,,6.19,,8.69,-2.28,3.823,4.22,,-1.2,2.1,1.8,9.9,2.76,3.35,1,7.488129,-0.9,,5.31,4.96,3.53,8.73,7.63,6,3.3697,6.32,,,5.32,0,8.804116594,1.3,2.64,7.869079438,,4.42,2.1923,-0.391452576,,,,7.705,3.1,1.6649819152,,-1,8.97,7.704,5.13,13.76,,,4.8807034731,3.4053742961,4.69,0.5413532014,0.6177139699,2.5
26,27.5,Rice,South Florida,24.5,,27.29,,39.73,32.6,23.078,22.9,,27.3,27.8,28.1,30.7,16.4,23.6,15,30.31734,25,,28.02,28.34,26.2,32.73,33.26,35,29.4663,32.67,,,26.76,0,35.286701053,27.13,32.29,25.242160207,,26.54,25.5554,37.015099005,,,,36.6,30.3,3.14438485,,17,27.28,29.873,22.52,33.89,,,28.313025035,5.1469772735,27.91,0.5139486149,0.9545380504,27.5
6.5,6.5,Troy St.,Southern Miss.,5.5,,3.32,,6.63,-3.79,1.04,0.81,,1.9,2.1,0.5,2.7,4.49,-3.35,2,4.007727,4,,3.54,2.98,2.37,5.48,4.01,4,1.6077,4.18,,,2.69,0,5.2226048072,6.53,0.6,4.339585753,,5.23,-4.4273,3.3098846334,,,,11.05,2.7,0.0924349104,,2,6.62,0.548,0.48,5.51,,,2.9755088211,3.0341238837,3.15,0.4387713932,0.572760247,6
-6.5,-32.5,Notre Dame,Stanford,-22,,-25.02,,-33.95,-29.9,-12.866,-28.02,,-34.2,-31,-31.6,-30.3,-11.89,-32.84,-20.5,-29.58226,-27.5,,-24.25,-23.34,-24.69,-28.41,-32.05,-37,-24.8077,-30.21,,,-28.04,0,-30.34512384,-30.48,-25.06,-20.89381381,,-24.78,-31.9378,-29.28364305,,,,-35.125,-30.8,-3.573388537,,-24,-26.13,-27.749,-26.12,-19.24,,,-27.29518605,5.6091354244,-28.03,0.5881759033,0.0530993628,-31.5
