lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
7.5,7.5,Georgia St.,Coastal Carolina,20,,13.59,,,12.06,,,,,,,,,,9.5,13.08397,7.2,,16.26,13.02,19.44,18.36,12.29,10,,13.05,,,11.32,0,16.03,13.77,22.732586839,,10.22,4.109,25.129788017,,,,,10.4,13.905395934,25.096373837,,11,,21.692,12.09,8,,,13.421789699,4.5932522679,13.035,0.601023754,0.7908057642,8.5
-6,-6,UNLV,Colorado St.,-9.5,,-2.84,,,-2.87,,,,,,,,,,-5.5,-2.234875,-3.6,,-3.36,-1.24,-5.6,-4.68,-0.87,-6,,-3.86,,,-8.56,0,-7.79,-6.46,-4.914508075,,-1.58,-10.2321,-5.119634376,,,,,-3.1,-0.157992532,-2.160411534,,-10,,-6.782,-2.52,0.5,,,-4.32297815,2.8986709835,-3.73,0.5292453425,0.3947847529,-6
-8.5,-8.5,Duke,Connecticut,-0.5,,-10.56,,,-8.97,,,,,,,,,,7,-5.277054,-11.2,,-6.65,-6.62,-5.75,-9.53,-9.69,-12,,-6.24,,,-8.32,0,2.81,-9.12,-8.480091422,,-6.88,-10.9506,-14.6421894,,,,,-7.9,-11.01677244,-3.408355405,,-3,,-17.686,-8.22,-6.5,,,-7.427104911,4.9573733587,-8.27,0.5184369605,0.3281643019,-8.5
-4,-5.5,Louisiana Tech,Delaware,-2,,-10.37,,,-0.05,,,,,,,,,,2.5,-15.48049,-5.1,,-5.98,-6.99,-3.26,-9.6,-15.42,-17,,-13.97,,,-8.45,0,-5.29,-13.97,-5.353087446,,-11.09,-4.8253,5.8613496176,,,,,-7.6,-12.06813553,-0.003634504,,-9,,-13.181,-6.83,-6.5,,,-8.244917207,5.0939638533,-7.295,0.4529830929,0.3110863559,-5.5
28.5,28.5,Charlotte,East Carolina,26,,33.82,,,28.51,,,,,,,,,,18,36.98215,25,,31.09,31.34,30.74,35.46,37.15,34,,35.92,,,28.03,0,41.79,39.02,37.229751277,,29.32,28.8092,25.577735595,,,,,33.3,40.632549079,16.464419559,,24,,29.422,28.86,24.5,,,31.871902098,5.6576158427,31.215,0.5573693754,0.9702578451,28.5
1.5,2,Bowling Green,Eastern Mich.,-1.5,,-0.38,,,3.82,,,,,,,,,,-2.5,2.224537,-1,,3.34,3.37,0.11,6.76,-2.64,-2,,0.54,,,1.7,0,1.54,2.67,7.7943108787,,-3.57,-6.018,-3.497480234,,,,,-0.8,1.810441982,0.687100148,,-4,,14.542,4.97,2.5,,,1.5534704109,4.2691596133,1.62,0.4922787918,0.5375065556,2
5,3.5,Tulsa,Florida Atlantic,10,,2.81,,,3.51,,,,,,,,,,8.5,4.318005,3.3,,6.74,6.39,7.88,6.31,-0.3,-1,,5.16,,,4.01,0,2.05,0.13,7.8473175255,,1.82,-0.1093,-4.22427553,,,,,3.8,3.51760843,20.408786322,,3,,6.74,4.19,4,,,4.2339012898,2.9389926692,4.005,0.5128047991,0.6030515107,3.5
-4.5,-7,San Diego St.,Hawaii,-4,,-8.42,,,0.25,,,,,,,,,,1,-11.75919,-5,,-2.48,-4.24,-1.32,-2.8,-12.3,-13,,-9.96,,,-3.15,0,-10.26,-12.62,-3.587949732,,-9.33,-8.6022,-3.867355599,,,,,-6.9,-10.17718601,-1.6549102,,-11,,-5.167,-7.13,-6,,,-6.539730239,4.1236342308,-6.45,0.5079679131,0.3455889302,-7
-5.5,-5.5,Oregon,Iowa,-0.5,,-3.02,,,-7.86,,,,,,,,,,-5.5,-1.16918,-7,,-5.17,-5.09,-6.48,-4.99,-10.3,-9,,-8.37,,,-3.34,0,-4.72,2.46,-0.69311483,,-8.6,-5.2813,-20.5465762,,,,,-6.3,-4.528008341,-9.801501684,,-6,,0.036,-2,1.5,,,-4.413150132,3.421684159,-5.04,0.5189036099,0.3932969372,-5.5
-3,-3.5,Florida,Kentucky,0.5,,-4.07,,,-7.43,,,,,,,,,,-5.5,-5.321708,-4.4,,-3.61,-3.99,-4.37,-3.46,-4.86,-8,,-6.57,,,-2.81,0,-3.88,-0.13,-2.7617307,,-2.82,-1.022,1.2054784682,,,,,-6.5,-3.436081337,-0.814353923,,-6,,-4.081,-1.49,-1.5,,,-3.813021668,2.1527445641,-3.935,0.4945167232,0.4062907388,-3.5
8.5,8,Missouri St.,Liberty,3.5,,4.01,,,15.46,,,,,,,,,,12,8.42482,7.3,,8.45,9.53,6.58,10.06,5.74,3,,3.82,,,7.84,0,6.57,8.78,1.524554505,,4.67,6.3711,-1.750837053,,,,,9,8.524626098,-1.550211821,,2,,15.908,8.78,7,,,7.6184625251,3.5210823303,7.57,0.4933660816,0.6796673574,8
-2.5,-2.5,Texas St.,Louisiana-Lafayette,1.5,,-2.7,,,4.3,,,,,,,,,,3,1.047359,-14.5,,0.67,-0.12,-0.99,2.97,-3.47,-1,,-4.25,,,0.95,0,-3.74,4.64,0.321146514,,-1.82,-3.5522,-25.61496328,,,,,-2,-2.526684252,-1.576753536,,-2,,2.822,3.31,-1,,,-0.672432447,3.9653387848,-0.555,0.5316448123,0.48367032,-2.5
18.5,19.5,California,Louisville,18,,19.94,,,20.82,,,,,,,,,,12.5,22.16032,22,,19.29,18.11,21.7,20.93,21.68,20,,22.53,,,16.86,0,21.29,15.87,23.446303465,,18.97,22.069,14.398687163,,,,,19,22.550148173,4.0237441168,,11,,21.158,17.87,17.5,,,19.843490485,2.5664210006,20.41,0.5060056762,0.8905119534,19.5
-13,-13.5,James Madison,Marshall,-11,,-12.75,,,-16.44,,,,,,,,,,1.5,-17.11364,-23.5,,-10.19,-9.74,-10.15,-12.96,-13.3,-16,,-10.01,,,-11.24,0,-16.14,-18.56,-8.696338728,,-8.5,-10.8807,6.3325516608,,,,,-13,-14.04643444,-4.70244343,,-15,,-15.479,-9.2,-9,,,-12.34983805,4.7212064569,-11.995,0.5198057266,0.2287460035,-13.5
6.5,6.5,Tulane,Memphis,10.5,,5.35,,,1.27,,,,,,,,,,5,13.63644,4.9,,8.97,7.82,4.95,15.08,7.92,5,,11.94,,,10.85,0,15.36,14.82,9.947075421,,7.6,6.0453,34.932469192,,,,,6.4,8.9215883074,0.3326998304,,8,,9.093,6.27,6.5,,,8.5059751554,3.6958032843,7.87,0.5347942314,0.698438952,6.5
28,28.5,Syracuse,Miami (Fla.),20,,30.29,,,21.17,,,,,,,,,,14,33.92001,29,,24.32,22.51,24.85,28.91,30.95,32,,26.93,,,21.66,0,39.11,25.24,27.304425517,,24.81,26.8247,29.692389027,,,,,25.7,35.625328181,4.424000092,,17,,28.351,25.83,23.5,,,26.783560987,5.3751074016,26.32735,0.4706377625,0.9443550357,28.5
-1,-1,Florida Intl.,Middle Tenn.,-6.5,,3.11,,,4.74,,,,,,,,,,0.01,6.941412,0.9,,0.06,1.72,-4.14,2.08,0.98,,,0.36,,,1.3,0,-0.31,-1.2,1.0073360078,,-0.28,4.2945,-1.745265397,,,,,-0.3,6.45443171,-11.91564082,,-6,,0.15,6.3,4.5,,,1.3985947703,3.2219805929,0.98,0.5417109273,0.5342729467,-1
-7.5,-7.5,Georgia,Mississippi St.,-8,,-8.15,,,-11.24,,,,,,,,,,-12.5,-7.282147,-8.3,,-9.17,-7.79,-13.67,-7.85,-8.42,-11,,-5.43,,,-11.49,0,-6.98,-4.7,-5.726671509,,-7.67,-14.8315,-3.426378328,,,,,-10.2,-8.430268622,-3.427194918,,-8,,-10.334,-11.54,-2.5,,,-8.883524464,2.8841202654,-8.36,0.4758640635,0.2916766985,-7.5
-6,-7,Texas A&M,Missouri,-8.5,,-5.88,,,-0.02,,,,,,,,,,2,-5.630491,-5.6,,-3.87,-2.2,-6.88,-4.41,-4.63,-4,,-5.44,,,-3.05,0,4.37,-4.47,-5.109176634,,-4.2,0.1463,-7.390543851,,,,,-3.7,-3.549310067,-12.03714632,,-2,,-3.8,-2.5,0.5,,,-3.350944904,2.9295953007,-3.935,0.5634120571,0.418086033,-6
-6.5,-9.5,Kennesaw St.,New Mexico St.,-7,,-14.96,,,-4.38,,,,,,,,,,3,-15.37852,-7.2,,-7.79,-8.03,-9.86,-7.01,-14.31,-14,,-12.13,,,-4.51,0,-4.51,-15.09,-14.58506119,,-9.26,-5.348,-2.128402854,,,,,-8.2,-15.08581746,-13.20392692,,-9,,-19.057,-10,-8.5,,,-9.716433277,4.9723011629,-8.88,0.4962799846,0.2802847498,-9.5
9,9,Stanford,North Carolina,2.5,,-3.79,,,3.95,,,,,,,,,,12,-0.5420857,8.1,,7.3,6.59,5.11,11.31,-1.34,-2,,0.64,,,7.23,0,12.07,11.41,1.826524114,,1.25,5.8786,0.2982201696,,,,,3.5,-2.508660556,-1.485336465,,4,,7.504,4.61,-1,,,4.2332657441,4.8350488795,4.28,0.418540961,0.6003213849,8.5
24.5,25,Navy,Notre Dame,14.5,,26.77,,,23.84,,,,,,,,,,10.5,27.15663,25,,28.43,29.09,26.61,33.52,33.68,29,,30.04,,,28.28,0,21.3,21.89,29.415194275,,28.54,29.7729,27.800601003,,,,,30.1,35.617053947,1.6940848168,,4,,30.458,29.22,22.5,,,26.884574093,5.69636344,28.485,0.5321276084,0.943910291,25.5
3.5,3.5,Miami (Ohio),Ohio,5.5,5.29,7.8,,,5.02,,,,,,,,,,5,5.851303,3.4,,5.58,5.52,6.2,5.13,5.72,5,,6.84,,,5.21,0,8.77,1.04,2.738570803,,7.12,8.8951,18.931672436,,,,,6.4,10.525520039,0.485616124,,-1,,4.169,5.13,8.5,,,5.8539797537,2.0347254117,5.52,0.5411827786,0.642203138,4.5
18.5,19.5,Sam Houston St.,Oregon St.,16,,18.81,,,15.55,,,,,,,,,,-3,15.16684,17,,22.63,22.82,20.44,28.03,25.16,22,,19.06,,,18.53,0,22.72,22.46,20.562757492,,18.57,16.9971,19.734753786,,,,,20.3,23.25149852,23.45904016,,12,,24.842,22.6,11.5,,,19.250008167,6.0297755407,20.37,0.4957488645,0.8706990808,19.5
-13,-16,Indiana,Penn St.,-24.5,,-22.95,,,-6.41,,,,,,,,,,-3.5,-20.65807,-12.2,,-6.92,-3.36,-8.29,-11.49,-23.72,-27,,-17.69,,,-6.61,0,-34.6,-21.73,-19.07253635,,-14.99,-11.2645,-18.81489379,,,,,-14,-24.79645169,-24.52707817,,-23,,-22.649,-10.27,-4.5,,,-15.54877325,8.5871405006,-14.495,0.5074248482,0.1952035859,-16
-28.5,-28.5,Ohio St.,Purdue,-24,,-26.36,,,-40.39,,,,,,,,,,-22.5,-30.62584,-27,,-28.47,-24.32,-33.05,-34.25,-29.05,-32,,-28.29,,,-32.67,0,-43.89,-34.35,-29.52872045,,-20.26,-37.3261,-37.1134339,,,,,-31.9,-27.87401776,-18.58891068,,-26,,-34.496,-27.2,-11,,,-29.61669493,6.769628116,-29.28936022,0.481178417,0.0435949074,-28.5
3.5,2.5,UAB,Rice,5,,1.39,,,3.29,,,,,,,,,,3,1.336359,3.4,,2.41,1.3,2.45,3.4,0.89,3,,2.67,,,4.91,0,7.42,1.13,2.1098458123,,4.24,0.3596,4.2375992421,,,,,1.9,1.66278349,-1.069222772,,2,,0.321,1.81,2.5,,,2.5791495126,1.6344007521,2.43,0.5013891536,0.5639477547,2.5
1,-1.5,Maryland,Rutgers,5,,-0.75,,,13.92,,,,,,,,,,1,-2.555912,3.4,,2.93,2.97,4.1,1.44,-2.17,-7,,1.16,,,-0.96,0,-4.67,-0.97,-1.76978008,,-1.61,-3.545,-1.037851552,,,,,3.6,-0.625701495,0.4230692344,,-4,,-3.793,-1.71,1.5,,,0.3704419344,4.1773047822,-0.687850748,0.5323330635,0.5089690985,-1.5
3.5,4.5,Air Force,San Jose St.,8,,6.68,,,0.14,,,,,,,,,,11,3.801918,3.1,,7.81,6.56,10.02,7.26,5.3,3,,5.11,,,4.23,0,7.73,4.52,7.739375109,,4.71,5.6931,11.790530696,,,,,2.7,8.0586467201,1.1972732916,,-3,,5.248,4.32,6.5,,,5.8012933262,2.4634862533,5.49655,0.522751983,0.6404767331,4.5
13.5,14,Texas-San Antonio,South Florida,16,,14.28,,,14.21,,,,,,,,,,4.5,16.59423,11.9,,12.15,10.78,14,12.79,17.07,26,,14.88,,,10.26,0,18.24,15.22,19.720347733,,18.27,12.3469,26.894808222,,,,,13.4,17.125854261,4.299288376,,10,,11.382,7.09,14,,,14.258722166,4.2998227675,14.105,0.5044728002,0.8061474755,14
6.5,6.5,Iowa St.,TCU,6.5,,4.6,,,2.84,,,,,,,,,,5.5,5.462658,5.4,,6.52,4.86,7.58,7.55,1.76,1,,5.03,,,5.44,0,9.13,1.08,5.267032369,,3.66,5.4476,3.929126374,,,,,3.4,5.640893698,0.2963629516,,1,,7.358,4.39,6,,,5.0590076695,2.023671303,5.42,0.474760723,0.6235819456,6.5
10.5,10.5,BYU,Texas Tech,3.5,,6.02,,,9.47,,,,,,,,,,1.5,12.54744,7.4,,8.96,9.17,7.48,11.01,6.48,7,,7.65,,,9.8,0,4.77,9.53,10.535447421,,4.85,8.0706,1.394679381,,,,,10,11.327203105,-10.08903189,,5,,9.225,7.44,5.5,,,7.8848204386,2.6363702162,7.8603,0.4543895929,0.6872620772,10.5
14,14.5,Northern Ill.,Toledo,12.5,,13.38,,,20.76,,,,,,,,,,8,18.05068,17,,16.56,17.21,15.07,19.69,20.73,20,,19.45,,,14.44,0,21.96,17.24,10.587805654,,18.12,11.5024,31.664686057,,,,,19.7,16.308566899,1.159507864,,14,,11.373,12.07,12.5,,,16.008435523,3.8102058406,16.78,0.5261574576,0.835697545,14.5
-2,3,Nebraska,UCLA,-6,,-6.3,,,-8.89,,,,,,,,,,1,-2.636591,-1,,-3.51,-3.71,-3.18,-4.84,-9.61,-6,,-5.62,,,-6.39,0,-21.13,-10.5,-0.268873409,,-5.63,-8.6873,-6.258079229,,,,,-10.5,-8.530204274,-2.521625379,,-15,,-1.063,-0.48,-5,,,-5.769832028,4.6551582469,-5.625,0.3523752939,0.3641038878,1.5
14.5,14.5,Northwestern,USC,14.5,,16,,,14.96,,,,,,,,,,18,16.2739,24.5,,16.79,15.88,19.11,16.86,20.82,20,,19.59,,,15.44,0,17.82,17.6,17.127567129,,18.01,18.1218,20.679429891,,,,,19.4,20.806111482,3.3547052068,,10,,12.28,13.4,13.5,,,17.366224109,2.7626100772,17.363783564,0.5499343417,0.8585086755,15
-1,-1,Jacksonville St.,UTEP,-6.5,,-2.5,,,-0.03,,,,,,,,,,-8.5,-1.724852,-2,,-1.35,0.24,-4.24,-0.78,0.6,,,-1.01,,,-3.93,0,-1.93,-0.35,-3.974223481,,-0.08,-7.7579,-20.76225604,,,,,-2.9,-0.327128299,-11.64482373,,-9,,2.193,-1.57,1,,,-2.061787121,2.7292133399,-1.57,0.4814567739,0.4492676345,-1
10.5,10,Nevada,Utah St.,18.5,,14.66,,,10.22,,,,,,,,,,7,13.61722,14,,12.34,12.35,14.8,10.94,15.11,14,,15.95,,,7.94,0,13.96,5.23,10.363700692,,12.49,11.4684,24.760079197,,,,,13,15.778778166,24.239796358,,13,,8.107,10.6,13,,,12.309379119,3.1140733662,12.745,0.5401909657,0.7757818095,10
7,7,Auburn,Vanderbilt,13,,9.72,,,12.39,,,,,,,,,,4.5,10.92729,5,,9.02,6.27,9.69,12.2,10.52,9,,10.1,,,6.48,0,12.82,12.01,10.86138602,,8.82,5.5366,-6.581080281,,,,,6.4,11.28904749,3.4576415768,,11,,13.153,5.49,7.5,,,9.2790551463,2.774952166,9.705,0.5397405766,0.716877371,7.5
6.5,6.5,Wake Forest,Virginia,16,,12,,,13.29,,,,,,,,,,2.5,12.2741,7,,12.56,11.17,14.42,13.53,11.1,3,,11.18,,,10.29,0,19.92,19.18,10.279044212,,9.87,9.2034,7.4560899988,,,,,11.7,14.00795578,3.3150214516,,10,,13.226,8.3,11.5,,,11.562520833,4.0225751059,11.6,0.587011576,0.7591081862,7.5
5.5,6,Colorado,West Va.,5,,1.04,,,-3.36,,,,,,,,,,-5.5,0.4250202,4.1,,4.67,4.3,3.75,6.23,-0.4,-1,,0.92,,,2.9,0,8.4,8.42,3.299235219,,-2.51,3.4785,17.289743959,,,,,2.4,2.6958707277,-0.130492846,,-1,,5.945,3.79,3.5,,,2.6039010894,3.4338568772,3.3888676095,0.4411294294,0.5634484155,5.5
-10.5,-11,Washington,Wisconsin,-11,,-13.05,,,-5.56,,,,,,,,,,-5,-12.34,-16.5,,-8.1,-6.69,-10.36,-8.8,-16.67,-15,,-15.7,,,-9.24,0,-24.16,-16.21,-13.51562567,,-12.37,-9.421,-22.5958891,,,,,-10.6,-13.21851947,-6.307329788,,-18,,-12.041,-7.66,-7,,,-11.67525605,4.3779086016,-11.5205,0.4883349826,0.2399685298,-11
