lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
4.5,5.5,Kent,Akron,7.5,,2.03,,,11.03,,,,,,,,,8.94,6.5,7.390265,3.4,7.5,10.78,11.22,11.5,10.63,6.46,,,7.19,,,7.35,0,2.06382433,17.33,6.78,6.8556788203,,4.41,5.3691,9.742466006,,,,,6.2,1.725665168,,4,,9.757,5.21,8,,,7.655834726,3.3338270659,7.35,0.5374764381,0.6808913277,5.5
7.5,6.5,Oklahoma,Alabama,10,,5.14,,,9.58,,,,,,,,,10.68,8.5,6.67388,7.2,7.8,10.41,9.68,10.9,11.73,8.85,,,6.96,,,9.94,0,7.255150888,8.18,6.45,7.396258416,,7.39,10.6202,15.433098886,,,,,9.7,1.2031461712,,3,,10.101,9.7,6,,,8.6734595722,1.7620460705,8.85,0.53807251,0.7057204496,6.5
11,11.5,West Va.,Arizona St.,12.5,,12.95,,,,,,,,,,,,11.66,16,14.45141,16.5,12.1,13.11,12.86,14.68,13.11,13.92,,,14.01,,,,0,15.365626959,10.82,12.51,11.073698322,,11.98,14.1358,23.478208626,,,,,12.7,2.5650676248,,7,,10.182,11.5,15.5,,,13.200805882,1.6946554576,12.95,0.5298173076,0.7949304908,11.5
6,5.5,TCU,BYU,16.5,,9.93,,,2.47,,,,,,,,,4.78,5,11.11959,5.3,6.9,8.55,6.32,8.51,11.59,11.66,,,11.11,,,7.04,0,10.691999603,14.49,9.9,14.264833697,,8.35,5.4492,6.655211657,,,,,9.1,3.4855286768,,8,,10.422,7.09,15.5,,,9.281504932,3.5728748768,9.1,0.5654341905,0.7150736846,6
-3,-2.5,Eastern Mich.,Ball St.,6.5,,0.46,,,-6.86,,,,,,,,,1.09,2,-2.019987,-1.9,-2.9,0.46,-1.02,4.03,-2.4,1.38,,,1.53,,,-1.86,0,-0.121848775,-0.34,2.48,3.069440553,,3.22,-8.0526,15.879099262,,,,,-1.3,0.833105268,,1,,-1.009,0.5,1.5,,,-0.062559809,3.1477026307,0.46,0.5424029732,0.4984636927,-2.5
-8.5,-9.5,Utah,Baylor,-11,,-15.87,,,-3.68,,,,,,,,,-9.24,8.5,-18.04378,-9.8,-10.3,-8,-7.48,-6.15,-13.59,-22.24,,,-20.53,,,-9.13,0,-18.99980749,-22.07,-13.26,-12.86137956,,-17.05,-11.1524,-15.77202922,,,,,-13.2,-2.201810159,,-15,,-12.55,-12.08,-9,,,-11.95109468,6.4743158866,-12.08,0.4586015973,0.2436088287,-9.5
-15.5,-17,Georgia Tech,Boston College,-22.5,,-18.4,,,-8.41,,,,,,,,,-11.21,-3,-15.17369,-22.5,-12.5,-12.92,-10.67,-17.03,-13.29,-18.09,,,-18.3,,,-13.48,0,-18.09073823,-23.73,-10.63,-15.79055933,,-15.28,-17.823,-16.0753066,,,,,-14,-15.40653702,,-21,,-18.97,-11,-16.5,,,-15.1715195,4.7117396406,-15.28,0.531469197,0.1806510792,-17
1.5,2,Buffalo,Central Mich.,5,,4.65,,,-3.76,,,,,,,,,2.34,-7,4.735415,-1.5,5.6,5.46,3.77,4.73,8.47,4.72,,,6.8,,,2.61,0,5.537908422,1.45,1.75,10.561386455,,6.67,1.6814,-7.178174342,,,,,1.8,1.373612246,,-2,,9.903,3.49,5.5,,,3.7987643951,3.8858997805,4.72,0.5311654158,0.591564624,2
-17.5,-17.5,Texas-San Antonio,Charlotte,-16.5,,-17.37,,,-20.82,,,,,,,,,-17.75,-6,-18.08092,-24.5,-17,-17.75,-18.15,-18.32,-19.83,-19.2,,,-19.63,,,-17.68,0,-21.05696342,-16.76,-16.07,-21.411806,,-12.03,-17.5559,-17.47101835,,,,,-19.8,-14.32081884,,-17,,-16.43,-15.52,-12.5,,,-17.50862358,3.5579081438,-17.75,0.4998500892,0.1418160389,-17.5
6.5,6.5,Arizona,Cincinnati,6.5,,1.18,,,3.93,,,,,,,,,4.68,5.5,1.490158,4.8,4.6,6.58,4.69,7.15,8.47,0.72,,,0.37,,,4.87,0,1.051014521,1.01,3.7,3.793827371,,0.05,5.9028,-2.542795163,,,,,4.3,0.1026506956,,1,,6.134,3.45,5,,,3.9968719957,2.3173762876,4.6,0.4562697377,0.5980009695,6
8.5,7,Air Force,Connecticut,16,,6,,,7.45,,,,,,,,,2.69,22.5,8.064095,7.3,9.4,10.45,9.69,11.97,10.53,8.04,,,8.5,,,8.64,0,6.2748449222,12.81,9.56,3.84933754,,7.91,8.4322,6.6982810653,,,,,8,1.1740001748,,9,,2.444,1.96,0.5,,,8.3585790985,4.5972787497,8.064095,0.5234160551,0.6928403718,7
6,6,Virginia,Duke,-2.5,,-0.42,,,13.5,,,,,,,,,2.66,11,2.694363,4.6,7,3.93,4.14,1.67,6.16,-0.26,,,1.55,,,5.89,0,1.813178968,-6.15,3.07,2.546830096,,-0.41,2.2239,-6.731102372,,,,,3,-0.586189538,,-4,,10.099,3.56,6,,,3.4946908826,4.1889227761,3,0.4567340254,0.5839751151,5.5
2.5,3,Memphis,East Carolina,0.5,,2.59,,,0.37,,,,,,,,,-1.43,0.5,4.372295,0.4,1.6,1.39,2.38,1.7,-0.36,4.83,,,3.68,,,-1.63,0,4.003300136,7.23,5.1,6.152390473,,2.84,2.5151,2.654670077,,,,,2.3,0.5759346852,,-1,,6.273,2.43,-3,,,2.2694434244,2.5715576074,2.38,0.4872287839,0.5558988519,3
-2.5,-3,Liberty,Florida Intl.,4,,-0.47,,,-8.96,,,,,,,,,-5.1,-4.5,-1.646271,-2.4,-1.5,-0.25,-1.93,0.18,0.59,-1.27,,,-0.51,,,-2.44,0,-1.142708975,1.27,0.96,5.701674348,,-0.02,-2.2981,-8.225825321,,,,,-2.5,1.249905022,,-1,,-3.887,-3.76,0.01,,,-1.275296225,2.9007549552,-1.27,0.5300749582,0.4686253491,-3
13,13.5,Virginia Tech,Florida St.,12.5,,16.79,,,10.52,,,,,,,,,8.63,1,18.55306,16,15.1,13.37,13.76,12.7,15.39,22.13,,,20.19,,,8.67,0,22.249692737,26.96,19.05,11.824949827,,18.61,12.9665,18.440064654,,,,,19.4,0.145141826,,10,,12.558,13.04,1,,,14.518488103,6.0063614447,13.76,0.51731881,0.8030157937,13.5
5.5,4,Wyoming,Fresno St.,10.5,,3.04,,,6.2,,,,,,,,,5.03,9.5,2.663895,3.7,5.4,5.53,5.02,7.9,3.68,1.04,,,2.13,,,5.22,0,3.127442737,4.44,10.51,3.963553791,,1.13,7.5194,-5.678720692,,,,,5.9,1.162219018,,4,,-0.718,3.07,3,,,4.7398516611,2.8402438967,4.44,0.5129156336,0.6151592704,4
6.5,6,Texas,Georgia,9,,7.51,,,1.22,,,,,,,,,4.53,0.5,8.061312,5.3,5.5,6.84,5.35,7.2,8.76,6.76,,,6.65,,,5.21,0,8.910433195,7.83,9.57,7.392377315,,7.65,4.2586,8.5793374747,,,,,5.7,1.2004310836,,4,,8.369,8.38,5.5,,,6.4780689004,2.249992882,6.84,0.5083706441,0.65633426,6
2.5,2.5,Coastal Carolina,Georgia Southern,1,,0.87,,,8.78,,,,,,,,,1.75,4.5,2.180576,3.3,2.7,3.3,4.86,1.93,2.98,3.29,,,4.48,,,1.75,0,4.077459183,0.66,1.09,-3.019548684,,2.9,5.7579,12.840995549,,,,,4.5,-0.814801912,,-3,,-5.958,0.6,2,,,2.41113546,2.8126461487,2.7,0.4984481875,0.559217565,2.5
