lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
7.5,7.5,Georgia St.,Coastal Carolina,20,3.61,13.59,7.5,11.74,12.06,9.623,11.44,23.597,6.2,7.8,7,10.7,19.39,10.21,9.5,13.08397,7.2,10.5,16.26,13.02,19.44,18.36,12.29,10,5.6927,13.05,,,11.32,0,16.03,13.77,22.732586839,,10.22,4.109,25.129788017,,,,4.6,10.4,13.905395934,25.096373837,18.9,11,23.62,21.692,12.09,8,,,12.668641319,5.4113179413,11.9,0.5877457405,0.7741840392,8.5
-6,-4,UNLV,Colorado St.,-9.5,-2.65,-2.84,-4,-2.26,-2.87,-9.643,-6.91,-9.204,-10.3,-9.3,-10.5,-6.9,-7.24,-7.25,-5.5,-2.234875,-4.3,-4.6,-3.36,-1.24,-5.6,-4.68,-0.87,-6,-2.9477,-3.86,,,-8.56,0,-7.79,-6.46,-4.914508075,,-1.58,-10.2321,-5.119634376,,,,-4,-3.1,-0.157992532,-2.160411534,-13.503,-10,-7.74,-6.782,-2.52,0.5,,,-5.48497939,3.3010684548,-5.207254038,0.4741601837,0.3680565384,-4
-8.5,-9,Duke,Connecticut,-0.5,-13.04,-10.56,-9,-10.3,-8.97,-10.454,-7.82,-10.12,-9.8,-14.1,-15.6,-7.4,-4.45,-9.84,7,-5.277054,-11.2,-11.2,-6.65,-6.62,-5.75,-9.53,-9.69,-12,-6.065,-6.24,,,-8.32,0,2.81,-9.12,-8.480091422,,-6.88,-10.9506,-14.6421894,,,,-20.3,-7.9,-11.01677244,-3.408355405,-9.1,-3,-10.44,-17.686,-8.22,-6.5,,,-8.706987947,4.7538320244,-9.11,0.5050461374,0.3003022657,-9
-4,-6,Louisiana Tech,Delaware,-2,-7.26,-10.37,-6,-10.39,-0.05,-2.146,-6.85,-5.512,-1.6,-3.1,-2.5,-8.6,-7.21,-8.47,2.5,-15.48049,-5.1,57.8,-5.98,-6.99,-3.26,-9.6,-15.42,-17,-5.7425,-13.97,,,-8.45,0,-5.29,-13.97,-5.353087446,,-11.09,-4.8253,5.8613496176,,,,-8.2,-7.6,-12.06813553,-0.003634504,-10.15,-9,-7.81,-13.181,-6.83,-6.5,,,-5.890462824,11.213716494,-7.1,0.5017276906,0.38122128,-6
28.5,28.5,Charlotte,East Carolina,26,27.25,33.82,28.5,34.84,28.51,21.166,24.94,26.16,26.4,27.8,28.8,29.6,18.81,28.4,18,36.98215,25,29,31.09,31.34,30.74,35.46,37.15,34,29.1783,35.92,,,28.03,0,41.79,39.02,37.229751277,,29.32,28.8092,25.577735595,,,,47.375,33.3,40.632549079,16.464419559,33.7785,24,32.65,29.422,28.86,24.5,,,30.776836259,6.0289344254,29.371,0.5386582129,0.9645560186,28.5
1.5,2,Bowling Green,Eastern Mich.,-1.5,-0.27,-0.38,2,5.18,3.82,0.573,-3.34,-3.874,2.1,2.5,1.6,0.1,-2.55,-0.75,-2.5,2.224537,-1,4.9,3.34,3.37,0.11,6.76,-2.64,-2,0.2719,0.54,,,1.7,0,1.54,2.67,7.7943108787,,-3.57,-6.018,-3.497480234,,,,0.225,-0.8,1.810441982,0.687100148,-0.161,-4,8.34,14.542,4.97,2.5,,,1.3032047465,3.8450254618,0.5565,0.4879132497,0.5316784315,2
5,3,Tulsa,Florida Atlantic,10,4.63,2.81,3,3.14,3.51,10.068,4.88,10.329,3.8,4.2,4.2,4.4,3.42,3.94,8.5,4.318005,3.3,3.5,6.74,6.39,7.88,6.31,-0.3,-1,5.057,5.16,,,4.01,0,2.05,0.13,7.8473175255,,1.82,-0.1093,-4.22427553,,,,6.475,3.8,3.51760843,20.408786322,6.65,3,6.01,6.74,4.19,4,,,4.6578157739,2.6824883336,4.2,0.5289443868,0.6134045174,3
-4.5,-7,San Diego St.,Hawaii,-4,-8.8,-8.42,-7,-18.29,0.25,-4.113,-6.67,-1.665,-2,-2.3,-2.4,-9.1,-4.72,-5.88,1,-11.75919,-5,-5.9,-2.48,-4.24,-1.32,-2.8,-12.3,-13,-3.4257,-9.96,,,-3.15,0,-10.26,-12.62,-3.587949732,,-9.33,-8.6022,-3.867355599,,,,-7.775,-6.9,-10.17718601,-1.6549102,-10.85,-11,-4.94,-5.167,-7.13,-6,,,-6.394555644,4.119675261,-5.89,0.5104809014,0.3488371374,-7
-5.5,-6.5,Oregon,Iowa,-0.5,-8.76,-3.02,-6.5,-6.89,-7.86,-3.19,-9.71,-6.92,-4.3,-5.9,-5.3,-9.5,-3.47,-8.63,-5.5,-1.16918,-7,-4.8,-5.17,-5.09,-6.48,-4.99,-10.3,-9,-5.0619,-8.37,,,-3.34,0,-4.72,2.46,-0.69311483,,-8.6,-5.2813,-20.5465762,,,,-12.4,-6.3,-4.528008341,-9.801501684,-1.05,-6,-4.87,0.036,-2,1.5,,,-5.166687579,3.3238593,-5.13,0.5232005057,0.375485861,-6.5
-3,-3,Florida,Kentucky,0.5,-5.87,-4.07,-3,-4.73,-7.43,0.389,-2.82,-4.3,-5.3,-5.1,-5.8,-3.9,-0.91,-2.39,-5.5,-5.321708,-4.4,-5.6,-3.61,-3.99,-4.37,-3.46,-4.86,-8,-2.0488,-6.57,,,-2.81,0,-3.88,-0.13,-2.7617307,,-2.82,-1.022,1.2054784682,,,,5.325,-6.5,-3.436081337,-0.814353923,-3.5,-6,-3.96,-4.081,-1.49,-1.5,,,-3.550683001,2.4598982102,-3.93,0.4903673336,0.4128645609,-3
8.5,8,Missouri St.,Liberty,3.5,8.68,4.01,8,7.43,15.46,5.186,5.13,1.696,8.3,9.6,8,6.9,-0.27,6.35,12,8.42482,7.3,7.8,8.45,9.53,6.58,10.06,5.74,3,3.6908,3.82,,,7.84,0,6.57,8.78,1.524554505,,4.67,6.3711,-1.750837053,,,,8.225,9,8.524626098,-1.550211821,0.01,2,4.48,15.908,8.78,7,,,6.8510225151,3.4438762052,7.15,0.4800195753,0.6628206456,8
-2.5,-2.5,Texas St.,Louisiana-Lafayette,1.5,-5.28,-2.7,-2.5,2.44,4.3,-0.879,-2.78,-5.58,1.3,0.7,0.3,-1.7,-1.5,-0.22,3,1.047359,-14.5,0.7,0.67,-0.12,-0.99,2.97,-3.47,-1,-1.9832,-4.25,,,0.95,0,-3.74,4.64,0.321146514,,-1.82,-3.5522,-25.61496328,,,,4.3,-2,-2.526684252,-1.576753536,-1.05,-2,8.16,2.822,3.31,-1,,,-0.480264468,3.7030991974,-0.5495,0.5350305096,0.4882917098,-2.5
18.5,20,California,Louisville,18,19.56,19.94,20,23.69,20.82,15.874,16.36,23.946,13,20.7,20.8,17.6,14.96,17.61,12.5,22.16032,22,20.3,19.29,18.11,21.7,20.93,21.68,20,18.4566,22.53,,,16.86,0,21.29,15.87,23.446303465,,18.97,22.069,14.398687163,,,,23.4,19,22.550148173,4.0237441168,25.2,11,20.66,21.158,17.87,17.5,,,19.709009291,2.9389350183,20.15,0.4949221807,0.8880357949,20
-13,-13.5,James Madison,Marshall,-11,-13.79,-12.75,-13.5,-18.45,-16.44,-12.75,-7.74,-17.147,-6.6,-10.4,-9.3,-11.6,-7.51,-6.73,1.5,-17.11364,-23.5,-14.5,-10.19,-9.74,-10.15,-12.96,-13.3,-16,-8.558,-10.01,,,-11.24,0,-16.14,-18.56,-8.696338728,,-8.5,-10.8807,6.3325516608,,,,-20.15,-13,-14.04643444,-4.70244343,-17.85,-15,-16.89,-15.479,-9.2,-9,,,-12.40902783,4.6095666453,-12.175,0.5188055153,0.227243588,-13.5
6.5,3.5,Tulane,Memphis,10.5,1.89,5.35,3.5,10.5,1.27,7.971,4.53,2.588,0.7,2.4,2.7,8.3,5.71,4.94,5,13.63644,4.9,8.6,8.97,7.82,4.95,15.08,7.92,5,6.2356,11.94,,,10.85,0,15.36,14.82,9.947075421,,7.6,6.0453,34.932469192,,,,9.15,6.4,8.9215883074,0.3326998304,7.35,8,15.8,9.093,6.27,6.5,,,7.5877000932,3.8957903925,7.475,0.5705192681,0.6781306959,4
28,28.5,Syracuse,Miami (Fla.),20,28.25,30.29,28.5,31.86,21.17,16.475,22.07,24.313,26.9,24.4,25.5,25.6,17.69,20.81,14,33.92001,29,27,24.32,22.51,24.85,28.91,30.95,32,26.4765,26.93,,,21.66,0,39.11,25.24,27.304425517,,24.81,26.8247,29.692389027,,,,33.3,25.7,35.625328181,4.424000092,33.25,17,27.14,28.351,25.83,23.5,,,26.345999092,5.1416536534,26.15325,0.4630884304,0.9421693546,28.5
-1,-1,Florida Intl.,Middle Tenn.,-6.5,3.31,3.11,-1,3.08,4.74,-2.65,-1.61,-2.856,3.4,2.9,3.6,2.9,-4.32,2.31,0.01,6.941412,0.9,-0.2,0.06,1.72,-4.14,2.08,0.98,-1,0.2273,0.36,,,1.3,0,-0.31,-1.2,1.0073360078,,-0.28,4.2945,-1.745265397,,,,7.55,-0.3,6.45443171,-11.91564082,-1.4,-6,0.49,0.15,6.3,4.5,,,1.1974744929,3.1209130821,0.94,0.5382480271,0.52938968,-1
-7.5,-9,Georgia,Mississippi St.,-8,-12.97,-8.15,-9,-7.09,-11.24,-11.585,-7.78,-9.511,-11.2,-12.4,-12.2,-12.5,-5.49,-13.53,-12.5,-7.282147,-8.3,-9.2,-9.17,-7.79,-13.67,-7.85,-8.42,-11,-8.8186,-5.43,,,-11.49,0,-6.98,-4.7,-5.726671509,,-7.67,-14.8315,-3.426378328,,,,-14.47,-10.2,-8.430268622,-3.427194918,-9.8,-8,-10.53,-10.334,-11.54,-2.5,,,-9.556979678,2.8274317327,-9.3555,0.490275361,0.2774483461,-9
-6,-7,Texas A&M,Missouri,-8.5,-3.29,-5.88,-7,-6.87,-0.02,-6.519,-1.39,-15.378,-4.6,-4.9,-5.2,-4.5,-5.71,-0.92,2,-5.630491,-5.6,-3.9,-3.87,-2.2,-6.88,-4.41,-4.63,-4,-1.3966,-5.44,,,-3.05,0,4.37,-4.47,-5.109176634,,-4.2,0.1463,-7.390543851,,,,-3.82,-3.7,-3.549310067,-12.03714632,-4.0145,-2,-7.72,-3.8,-2.5,0.5,,,-4.013769443,3.1816286014,-4.10725,0.5518903682,0.402464553,-6.5
-6.5,-9.5,Kennesaw St.,New Mexico St.,-7,-7.73,-14.96,-9.5,-15.14,-4.38,-4.001,-6.14,-13.316,-6.7,-6.5,-7.7,-11.4,-10.27,-0.24,3,-15.37852,-7.2,-12,-7.79,-8.03,-9.86,-7.01,-14.31,-14,-6.7991,-12.13,,,-4.51,0,-4.51,-15.09,-14.58506119,,-9.26,-5.348,-2.128402854,,,,-10.675,-8.2,-15.08581746,-13.20392692,-18.3925,-9,-9.72,-19.057,-10,-8.5,,,-9.497949966,4.7091969083,-8.88,0.5000353197,0.2838213491,-9.5
9,7.5,Stanford,North Carolina,2.5,8.29,-3.79,7.5,5.52,3.95,3.287,3.3,-2.281,7.8,6.5,6.4,1,1.92,9.62,12,-0.5420857,8.1,8.4,7.3,6.59,5.11,11.31,-1.34,-2,3.154,0.64,,,7.23,0,12.07,11.41,1.826524114,,1.25,5.8786,0.2982201696,,,,3.85,3.5,-2.508660556,-1.485336465,0.35,4,8.64,7.504,4.61,-1,,,4.4337094465,4.2935364265,4.28,0.4471416485,0.6058884326,7.5
24.5,26.5,Navy,Notre Dame,14.5,23.97,26.77,26.5,31.73,23.84,10.389,28.53,24.811,33.3,32.6,33.9,27.3,16.06,31.51,10.5,27.15663,25,29,28.43,29.09,26.61,33.52,33.68,29,27.2271,30.04,,,28.28,0,21.3,21.89,29.415194275,,28.54,29.7729,27.800601003,,,,45.425,30.1,35.617053947,1.6940848168,17.85,4,29.77,30.458,29.22,22.5,,,27.215046956,6.7045713207,28.535,0.5120640032,0.9422580155,26.5
3.5,2.5,Miami (Ohio),Ohio,5.5,5.29,7.8,2.5,0.61,5.02,5.885,4.84,2.401,6.9,6.7,6.6,4.8,5.43,4.92,5,5.851303,3.4,5.3,5.58,5.52,6.2,5.13,5.72,5,3.9469,6.84,,,5.21,0,8.77,1.04,2.738570803,,7.12,8.8951,18.931672436,,,,8.775,6.4,10.525520039,0.485616124,8.4,-1,0.86,4.169,5.13,8.5,,,5.567934846,2.1777952068,5.465,0.5535757698,0.6353837115,3.5
18.5,19.5,Sam Houston St.,Oregon St.,16,16.92,18.81,19.5,29.62,15.55,10.373,17.82,22.17,17.6,19.5,19.4,18.8,19.42,19.57,-3.5,15.16684,17,19.1,22.63,22.82,20.44,28.03,25.16,22,16.3798,19.06,,,18.53,0,22.72,22.46,20.562757492,,18.57,16.9971,19.734753786,,,,26.875,20.3,23.25149852,23.45904016,12.53,12,24.02,24.842,22.6,11.5,,,19.2899499,5.543456764,19.41,0.4964096525,0.8735180319,19.5
-13,-15,Indiana,Penn St.,-24.5,-12.09,-22.95,-15,-21.71,-6.41,-13.303,-16.72,-28.784,-7.6,-7.3,-9,-16.9,-11.4,-5.5,-3.5,-20.65807,-12.2,-13,-6.92,-3.36,-8.29,-11.49,-23.72,-27,-10.9902,-17.69,,,-6.61,0,-34.6,-21.73,-19.07253635,,-14.99,-11.2645,-18.81489379,,,,-26.35,-14,-24.79645169,-24.52707817,-15.4,-23,-15.8,-22.649,-10.27,-4.5,,,-15.12544395,7.7765176589,-13.6515,0.4979120383,0.1968478576,-15
-28.5,-29,Ohio St.,Purdue,-24,-28.98,-26.36,-29,-32.73,-40.39,-29.43,-30.52,-28.368,-36.8,-37.1,-38.3,-29.5,-12.88,-33.68,-22.5,-30.62584,-27,-30.8,-28.47,-24.32,-33.05,-34.25,-29.05,-32,-29.0113,-28.29,,,-32.67,0,-43.89,-34.35,-29.52872045,,-20.26,-37.3261,-37.1134339,,,,-28.575,-31.9,-27.87401776,-18.58891068,-29.4,-26,-36.13,-34.496,-27.2,-11,,,-30.07512446,6.3712196778,-29.51436022,0.4817933102,0.0398652186,-29
3.5,2.5,UAB,Rice,5,3.42,1.39,2.5,-3.6,3.29,4.434,2.3,4.312,3.2,2.6,3.8,4.2,5.99,2.5,3,1.336359,3.4,2.8,2.41,1.3,2.45,3.4,0.89,3,0.8981,2.67,,,4.91,0,7.42,1.13,2.1098458123,,4.24,0.3596,4.2375992421,,,,-2.825,1.9,1.66278349,-1.069222772,4.9,2,7.25,0.321,1.81,2.5,,,2.7019672076,2.1583008738,2.635,0.5035378921,0.566709519,2.5
1,0,Maryland,Rutgers,5,2.3,-0.75,0,-3.82,13.92,2.415,1.45,-4.823,4,3.1,4.3,-5.3,-1.12,-0.37,1,-2.555912,3.4,0.3,2.93,2.97,4.1,1.44,-2.17,-7,0.7298,1.16,,,-0.96,0,-4.67,-0.97,-1.76978008,,-1.61,-3.545,-1.037851552,,,,0.125,3.6,-0.625701495,0.4230692344,1.5645,-4,-4.02,-3.793,-1.71,1.5,,,0.2430476606,3.7422869215,0.2125,0.5042196314,0.5059226265,0
3.5,5,Air Force,San Jose St.,8,6.6,6.68,5,8.8,0.14,4.235,4.27,9.689,4.8,5.6,5.1,4.5,7.22,1.79,11,3.801918,3.1,4.5,7.81,6.56,10.02,7.26,5.3,3,4.7211,5.11,,,4.23,0,7.73,4.52,7.739375109,,4.71,5.6931,11.790530696,,,,10.525,2.7,8.0586467201,1.1972732916,6.3,-3,8.09,5.248,4.32,6.5,,,5.8992784957,2.3790327248,5.45,0.5157337442,0.6428537692,5
13.5,13.5,Texas-San Antonio,South Florida,16,11.75,14.28,13.5,18.69,14.21,16.638,11.34,19.81,12.5,12.3,12.3,12.1,13.3,7.25,4.5,16.59423,11.9,13,12.15,10.78,14,12.79,17.07,26,12.901,14.88,,,10.26,0,18.24,15.22,19.720347733,,18.27,12.3469,26.894808222,,,,7.125,13.4,17.125854261,4.299288376,19.25,10,14.3,11.382,7.09,14,,,13.9190833,4.0390634401,13.35,0.5072597203,0.801389896,13.5
6.5,7,Iowa St.,TCU,6.5,6.85,4.6,7,5.29,2.84,6.584,2.94,5.251,7.1,8,9,4,5.55,3.71,5.5,5.462658,5.4,8.2,6.52,4.86,7.58,7.55,1.76,1,4.2448,5.03,,,5.44,0,9.13,1.08,5.267032369,,3.66,5.4476,3.929126374,,,,11.275,3.4,5.640893698,0.2963629516,6.65,1,9.77,7.358,4.39,6,,,5.6457746017,2.2415278031,5.455129,0.4762998324,0.6371288541,7
10.5,10,BYU,Texas Tech,3.5,11.91,6.02,10,10.18,9.47,0.229,3.63,-1.294,7.3,9.9,8.6,8.2,4.32,2.85,1.5,12.54744,7.4,11.7,8.96,9.17,7.48,11.01,6.48,7,2.6843,7.65,,,9.8,0,4.77,9.53,10.535447421,,4.85,8.0706,1.394679381,,,,26.8,10,11.327203105,-10.08903189,2.8,5,5.55,9.225,7.44,5.5,,,7.6148747632,4.5661636807,7.565,0.4589289336,0.6769976757,10
14,14.5,Northern Ill.,Toledo,12.5,14.03,13.38,14.5,20.27,20.76,12.741,14.2,18.698,14,14.1,14.3,12,13.62,13.67,8,18.05068,17,15.1,16.56,17.21,15.07,19.69,20.73,20,12.8511,19.45,,,14.44,0,21.96,17.24,10.587805654,,18.12,11.5024,31.664686057,,,,19.35,19.7,16.308566899,1.159507864,17.045,14,13.13,11.373,12.07,12.5,,,15.582688814,3.3553115968,14.755,0.5188393458,0.8306586039,14.5
-2,2,Nebraska,UCLA,-6,-2.17,-6.3,2,-1.28,-8.89,-4.285,-8.9,1.093,-8.2,-8.7,-8,-6.1,-4.87,-2.12,1,-2.636591,-1,-8.4,-3.51,-3.71,-3.18,-4.84,-9.61,-6,-4.8895,-5.62,,,-6.39,0,-21.13,-10.5,-0.268873409,,-5.63,-8.6873,-6.258079229,,,,-9.275,-10.5,-8.530204274,-2.521625379,-9.1,-15,-3.68,-1.063,-0.48,-5,,,-5.683811717,4.1121633962,-5.625,0.3693870019,0.3649252559,0.5
14.5,14.5,Northwestern,USC,14.5,16.52,16,14.5,18.66,14.96,10.443,17.76,18.869,17.8,17.5,17.3,17.8,12.6,17.92,18,16.2739,24.5,15.1,16.79,15.88,19.11,16.86,20.82,20,17.4845,19.59,,,15.44,0,17.82,17.6,17.127567129,,18.01,18.1218,20.679429891,,,,24.55,19.4,20.806111482,3.3547052068,17.15,10,15.29,12.28,13.4,13.5,,,17.238396965,2.8291211835,17.49225,0.5477013616,0.8565583562,15
-1,-1,Jacksonville St.,UTEP,-6.5,-0.63,-2.5,-1,-0.87,-0.03,-5.685,-5.92,-3.743,-2.3,-2.6,-4.1,-3.1,-4.93,-6.22,-8.5,-1.724852,-2,-1.1,-1.35,0.24,-4.24,-0.78,0.6,-3,-0.6222,-1.01,,,-3.93,0,-1.93,-0.35,-3.974223481,,-0.08,-7.7579,-20.76225604,,,,-1.475,-2.9,-0.327128299,-11.64482373,-6.3455,-9,-6.88,2.193,-1.57,1,,,-2.673545095,2.5824511723,-2.15,0.4707667308,0.4342385079,-1
10.5,9,Nevada,Utah St.,18.5,11.52,14.66,9,12.9,10.22,13.795,10.53,16.695,8.8,9,9.7,13,14.46,11.06,7,13.61722,14,8.7,12.34,12.35,14.8,10.94,15.11,14,11.1888,15.95,,,7.94,0,13.96,5.23,10.363700692,,12.49,11.4684,24.760079197,,,,6.575,13,15.778778166,24.239796358,15.974,13,10.87,8.107,10.6,13,,,12.004822471,2.9713048766,12.345,0.5522757929,0.7704987347,9.5
7,6.5,Auburn,Vanderbilt,13,7.42,9.72,6.5,10.64,12.39,13.525,8.68,10.849,10.6,8.8,10.3,7.3,10.41,3.17,4.5,10.92729,5,9.2,9.02,6.27,9.69,12.2,10.52,9,5.7722,10.1,,,6.48,0,12.82,12.01,10.86138602,,8.82,5.5366,-6.581080281,,,,10.23,6.4,11.28904749,3.4576415768,14,11,15.48,13.153,5.49,7.5,,,9.4768380878,2.8697539785,9.91,0.5518209363,0.7207994525,7
6.5,6.5,Wake Forest,Virginia,16,8.41,12,6.5,6.15,13.29,11.261,10.72,12.056,8,11.5,12.3,9.5,10.52,9.04,2.5,12.2741,7,10.1,12.56,11.17,14.42,13.53,11.1,3,8.7998,11.18,,,10.29,0,19.92,19.18,10.279044212,,9.87,9.2034,7.4560899988,,,,12.175,11.7,14.00795578,3.3150214516,16.45,10,11.77,13.226,8.3,11.5,,,11.1563075,3.4524748992,11.2205,0.580448185,0.7530567825,7.5
5.5,6.5,Colorado,West Va.,5,4.93,1.04,6.5,5.84,-3.36,3.438,0.28,5.874,-1.4,-0.3,-0.6,0.3,-0.17,1.81,-5.5,0.4250202,4.1,2.9,4.67,4.3,3.75,6.23,-0.4,-1,1.3165,0.92,,,2.9,0,8.4,8.42,3.299235219,,-2.51,3.4785,17.289743959,,,,1.45,2.4,2.6958707277,-0.130492846,0.35,-1,3.96,5.945,3.79,3.5,,,2.3118031537,3.033229813,2.7979353639,0.427359005,0.5566565075,5.5
-10.5,-11,Washington,Wisconsin,-11,-9.18,-13.05,-11,-15.9,-5.56,-7.052,-11.39,-15.62,-8.9,-9.2,-9.3,-11,-10.14,-7.8,-5,-12.34,-16.5,-7.7,-8.1,-6.69,-10.36,-8.8,-16.67,-15,-6.3524,-15.7,,,-9.24,0,-24.16,-16.21,-13.51562567,,-12.37,-9.421,-22.5958891,,,,-10.9,-10.6,-13.21851947,-6.307329788,-19.201,-18,-13.88,-12.041,-7.66,-7,,,-11.34303863,4.0542234828,-10.75,0.4940581697,0.2451732782,-11
