lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
-19.5,-20.5,Baylor,Oklahoma St.,-4.5,,,,-19.91,,-22.87,-15.631,-13.34,-21.98,-18.6,-18,-19.8,-11.4,-8.48,-6.4,-13.5,-23.8,-15,,-9.87,-11.85,-8.71,-12.67,-18.73,-31,-12.2274,-18.14,,,-19,0,-18.03,-12.36,-12.11420748,,-8.7,-20.8106,,,,,-36.35,-18.7,,,-18.55,-17,-10.4,-30.066,-12.8,-20.28,-16.51581132,6.8975653599,-16.8155,0.5667580121,0.1707906752,-20
14,16,Liberty,Old Dominion,8.5,,,,25.43,,4.95,6.278,17.43,24.358,12,9.6,11.1,12,17.95,12.11,4,23,8.4,,17.14,17.3,13.21,25.26,32.64,42,17.4526,21.88,,,17,0,30.99,7.76,23.192247407,,24.61,14.5047,,,,,32.25,18.1,,,25.2,19,21.2,26.421,15.24,14.52,18.193792984,8.6625786083,17.365,0.5360115771,0.8420683384,16
-11.5,-13.5,Houston,Oregon St.,-9.5,,,,-20.35,,-4.38,-5.842,-13.14,-21.35,-21.5,-16.4,-19.6,-10.7,-13.29,-9.37,-0.5,-7.6,-8.4,,-6.45,-6.02,-5.13,-11.53,-18.62,-20,-10.1903,-21,,,-15,0,-32.92,-13.13,-22.47032439,,-16.72,-10.3849,,,,,-23.625,-12.4,,,-24.85,-31,-17.45,-11.865,-9.69,-14.77,-14.05937568,6.9320886451,-13.135,0.4905879465,0.2092707929,-13.5
3,3.5,Oregon,Penn St.,-1,,,,2.82,,-1.24,3.687,-6.24,-2.348,4.2,2.8,3.9,-5.6,-3.42,0.3,0.5,-2.9,3.3,,3.12,3.65,5.94,-0.41,-5.58,-9,0.3535,-2.88,,,4,0,-11.17,4.92,2.864168731,,-4.42,-1.8537,,,,,-16.325,-2.1,,,2.1,-1,1.32,0.328,1.08,2.92,-0.621778646,4.8405646005,0.34075,0.4294413862,0.4851109336,3.5
-3,-4.5,Louisville,Pittsburgh,-10,,,,-7.12,,-4.61,-3.271,-2.93,-15.78,-5.6,-5.4,-7.3,-10.8,-9.27,-5.65,-3,-11.6,-3.4,,0.33,-0.23,-1.39,1.6,-9.46,-5,-1.6717,-7.93,,,-6,0,-2.21,-5.48,-8.096756575,,-5.55,-8.3918,,,,,-6.675,-3,,,-10.5,-6,-9.08,-12.339,-10.47,-11.29,-6.349034905,3.9663064867,-5.825,0.4679845007,0.3495327829,-4.5
7,6.5,Kentucky,South Carolina,3.5,,,,8.22,,9.34,12.724,2.48,4.337,12,11.5,12.5,0.3,-0.93,3.85,16.5,-3.7,6.8,,11.18,10.05,12.1,12.99,-1.93,-8,1.7427,7.09,,,8,0,-9.51,-0.25,5.424804086,,-4.2,5.2289,,,,,-3.85,3.9,,,3.85,-5,10.09,9.514,3.15,8.14,5.1147612246,6.3178483521,5.326852043,0.4765327408,0.617278908,6.5
3.5,4,Jacksonville St.,Southern Miss.,-4.5,,,,-2.83,,7.2,-4.54,-6.46,-2.213,-0.7,-0.3,-3.5,,8.47,-9.2,-12.5,4.5,0.6,,3.85,3.6,3.99,3.67,0.65,4,0.1108,-13.65,,,0.01,0,0.48,2.95,-0.388777096,,5.29,-12.5986,,,,,8.225,-0.9,,,-1.4,2,-0.38,-4.853,-2.2,-4.04,-0.844787917,5.529152465,-0.38,0.4177669276,0.4800298861,3.5
1.5,2.5,San Jose St.,Stanford,0.5,,,,7.56,,2.7,7.357,9.47,10.921,9.1,5,5.8,3.6,7.26,5.03,1,16.3,-1,,8.03,8.7,7.66,8.35,,11,6.958,,,,4,0,1.65,1.53,9.525941155,,8.08,0.9952,,,,,20.375,8.3,,,7.35,3,6.78,7.505,4.35,8.72,6.7781512104,4.3246206057,7.3535,0.5735262928,0.6592643357,3.5
-4.5,-5.5,Duke,Syracuse,9.5,,,,7.38,,4.61,7.093,7.14,13.565,4.3,4.3,3.6,6.5,6.71,4.8,3.5,11.7,-3,,10.21,10.42,9.75,11.74,9.43,12,-3.0449,8.59,,,10,0,9.85,4.58,9.117620421,,8.28,4.5939,,,,,11.45,8.8,,,10.5,1,4.45,12.388,5.23,8.14,7.4492394561,3.8177603317,8.21,0.7133630923,0.6752824553,-4
7.5,6.5,Auburn,Texas A&M,10,,,,13.66,,10.98,4.152,4.77,15.926,10.3,9.3,10.1,6.6,5.8,6.9,8.5,11.1,6.8,,10.35,9.62,11.51,11.36,9.06,1,4.7825,7.85,,,5,0,-2.66,6.22,4.580083391,,6.98,6.1349,,,,,7.93,5,,,7.7875,2,6.77,6.446,8.68,7.27,7.6821939831,3.4154625799,7.52875,0.5205613541,0.6812946242,6.5
21.5,21,Akron,Toledo,20.5,,,,24.58,,28.38,17.526,20.61,20.068,19.9,21,21.7,23.3,15.47,20.5,15.5,37.4,23,,23.35,24.73,22.56,27.2,30.04,36,18.438,19.16,,,22,0,25.58,20.94,16.969233629,,27.5,21.184,,,,,40.175,26.3,,,24.5,17,15.71,16.191,23.01,18.29,23.035034267,5.8567869364,21.85,0.5346278447,0.9125524118,21
-13.5,-16,Tulane,Tulsa,-15.5,,,,-19.37,,-19.65,-20.474,-16.01,-17.89,-24.6,-23,-25.9,-16.9,-1.73,-15.86,-17,-8.4,-16,,-12.37,-12.54,-15.3,-13.06,-13.4,-26,-12.0795,-19.41,,,-17,0,-3.21,-11.44,-11.90822266,,-9.22,-28.579,,,,,-17.1,-13.5,,,-21.35,-3,-14.69,-21.657,-14.77,-20.86,-16.32577007,5.8509669213,-16.005,0.4944495994,0.1681215267,-16
-2.5,-4,Louisiana Tech,UTEP,-8,,,,-11.39,,-3.55,-2.671,-6.39,-13.18,-2.4,-2.8,-3.4,-6.8,-12.16,-4.17,-1.5,-37.7,-2.8,,-0.49,-0.89,0.74,-3.03,-13.87,-20,-3.1405,-6.72,,,-5,0,-7.21,-9.58,-3.297580345,,-13.27,-7.8845,,,,,-1.6,-7,,,-14.7,-18,-10.49,-12.021,-3.66,-10.71,-7.575960565,7.0835164254,-6.555,0.4401647269,0.3320043473,-4
22.5,22.5,Utah St.,Vanderbilt,17.5,,,,25.45,,33,25.802,24.81,27.227,37.8,33.6,35.5,21.7,14.17,18.47,9,12.5,23,,21.58,20.63,22.69,25.7,21.98,29,22.8174,20.74,,,21,0,26.76,24.09,24.981271539,,14,22.6746,,,,,57.33,25,,,23.1,14,19.73,31.792,16.6,21.48,24.255674209,8.4141793996,22.9087,0.528938067,0.9108294204,22.5
-6.5,-7,Florida St.,Virginia,-2,,,,3.82,,1.76,-7.996,-6.7,0.943,-1.2,-3.1,-1.2,-2.5,-5.16,-3.46,2.5,-10.7,-7.5,,0.35,1.64,0.36,-2.98,-12.56,-24,-2.5088,0.69,,,-8,0,0.41,-3.38,-1.607909943,,-9.33,-2.9029,,,,,9.025,-12.4,,,-7,-13,0.81,0.566,-6.13,-7.81,-3.590322498,5.883237843,-2.70585,0.5578707088,0.4163120875,-6.5
-14,-14,Georgia Tech,Wake Forest,-10.5,,,,-14.62,,-19.05,-17.287,-11.78,-18.25,-16.8,-16.8,-17.7,-6.7,-8.37,-10.46,-2.5,-10.6,-20,,-10.25,-10,-9.97,-14.67,-14.49,-21,-11.827,-16.36,,,-14,0,-12.31,-8.67,-18.73346693,,-13.27,-19.9216,,,,,-30.025,-17.5,,,-15.981,-8,-14.68,-16.555,-6.94,-13.61,-14.22722408,5.0773613972,-14.555,0.4960983414,0.1975029931,-14
-9,-8,Ohio St.,Washington,-16.5,,,,-0.7,,-12.19,-9.395,-6.33,-11.27,-12.5,-13.4,-13.3,-15.5,1.89,-15.53,-7,5.7,-7.7,,-5.97,-5,-8.47,-6.89,-1.58,-8,-4.8468,-10.31,,,-9,0,-4.57,-15.12,-10.29125966,,0.52,-13.7551,,,,,-1.05,-11.8,,,-3.4825,1,-12.63,-20.152,-11.31,-3.46,-8.358129435,5.7576421549,-8.735,0.4938922713,0.3109230904,-8
-10,-13.5,Utah,West Va.,-3.5,,,,-12.09,,-10.06,-2.229,-6.68,-5.809,-7.9,-8.7,-8.2,-8.6,-5.82,-8.02,4,-13.3,-13.5,,-4.07,-4.1,-2.47,-8.44,-15.51,-16,-6.1098,-8.84,,,-10,0,-10.6,-10.75,-3.670671814,,-14.28,-3.8023,,,,,-15.825,-11.5,,,-9.8,-12,-6.99,-1.809,-4.39,-6.94,-7.952910328,4.470345222,-8.11,0.5948541152,0.3154477085,-12.5
