lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
-8.5,-10,Boise St.,Air Force,-7,,,,-14.08,,-13.46,-12.276,-6.43,-22.163,-20.3,-18.9,-21.4,-10,0.07,-9.1,-16,,-8.4,-12.4,-6.68,-6.13,-6.42,-10.67,-7.89,-10,-11.158,-9.49,,,-13,0,-3.91,-2.45,-8.386068202,,2.6,-9.5075,,,,,-15,-7.7,,,-9.1,2,-14.44,-8.43,-5.85,-12.42,-10.21862689,5.4770401893,-9.49875,0.4962605421,0.2721358317,-10
2.5,-3,North Texas,Army,3,,,,-1.73,,6.92,11.734,0.17,5.019,7.8,6.8,8.6,11.6,0.16,7.34,9.5,,-1.1,3.5,4.69,4.04,7.15,2.14,-4.56,-8,-0.3089,6.36,,,6,0,4.16,3.12,-4.252278401,,-3.38,5.8626,,,,,6.05,-4.5,,,3.15,-29,5.92,6.475,9.65,13.13,3.9502617111,5.0420326923,4.8545,0.6176260415,0.5934067644,-2
-2.5,2.5,Arizona St.,Baylor,3.5,,,,-10.6,,-2.18,4.7,-0.82,4.508,-1.7,-1.3,-2.3,-1,2.04,1.85,-2,,2.1,1.4,3.25,3.17,3.43,2.64,-1.39,-2,0.69,-1.03,,,3,0,2.32,-0.1,3.312966005,,-3.06,-2.6911,,,,,7.35,2.3,,,0.7,-3,0.38,0.673,1.65,5.78,0.7936907224,3.2245151897,1.05,0.4703014129,0.5194652627,2.5
6.5,6,Troy St.,Buffalo,5.5,,,,5.12,,11.85,6.551,2.31,16.328,5,3.4,3.2,0.5,1.03,-2.18,14.5,,3.6,-1.4,3.88,3.13,4.73,3.48,-3.97,-1,-0.3529,3.36,,,5,0,1.97,7.02,3.276628838,,-3.04,-2.435,,,,,-7.2,3.9,,,5.95,9,5.15,-1.287,-3.61,2.98,2.9511313566,4.841390201,3.318314419,0.447684103,0.5703149021,5.5
5,6.5,North Carolina,Central Florida,5,,,,11.67,,-2.74,-5.236,9.87,11.06,14.7,11.2,13.8,9.4,2.44,10.07,7,,4,3.8,3.64,4.28,2.79,3.53,13.31,16,11.1639,10.44,,,1,0,8.2,12.18,7.259751045,,12.96,9.2728,,,,,32.7,11.6,,,11.2,18,3.7,8.643,9.57,8.93,8.566762529,6.3511787096,9.3364,0.5349748663,0.6912290858,6.5
-4.5,-2.5,Rice,Charlotte,-5.5,-2.81,,,-6.79,,-4.68,-4.536,-3.07,-4.307,-4.7,-4.7,-6.1,-4.4,-3.09,-3.64,1.5,,-2.2,-0.6,0.69,0.05,0.8,0.22,-4.96,-15,-1.1789,-5.71,,,-2,0,-6.41,-6.37,-5.215925359,,-7.34,-8.4683,,,,,-14.1,-7.2,,,-5.25,-13,-2.13,-2.913,-8.49,-9.97,-4.609976361,3.6716563233,-4.68,0.4634006268,0.3890207695,-2.5
20,17,Syracuse,Clemson,8,,,,17.34,,15.19,10.722,6.34,20.502,20.2,20,21.7,12.7,9.13,10.92,10,,16.5,20.5,14.46,14.19,15.51,16.08,11.45,7,9.577,9.61,,,9,0,7.71,4.36,6.618152898,,7.49,7.1888,,,,,8.9,14.8,,,11.9,-5,12.8,8.913,15.19,14.18,12.407526469,4.6717161363,11.675,0.4213672139,0.77249306,16.5
14,13.5,Wyoming,Colorado,5,,,,22.98,,18.32,17.585,18.5,19.522,31.8,26.4,30.1,13.5,-1.44,17.74,24.5,,11.6,16.8,14.27,15.56,15.42,13.75,15.71,16,12.7924,21.29,,,14,0,7.54,6.3,11.064408074,,9.88,26.8653,,,,,17.3,15.5,,,14.9695,1,8.01,5.859,12.74,20.83,15.793266891,7.0854652855,15.53,0.5384567326,0.8174003767,13.5
-4,-4.5,Texas-San Antonio,Colorado St.,-3,,,,-5.8,,-9,0.53,-2.97,6.384,-1.5,-2.8,-3.5,-1.4,-8.82,-6.17,4,,-7.1,0.6,-1.58,-1.69,0.61,-5.9,-8.24,-14,-0.7632,-10.53,,,-2,0,-6.32,-4.54,-4.204931849,,-3.19,2.3734,,,,,-46.3,-3.7,,,-5.25,-3,-4.05,-1.646,-5.01,-9.62,-4.891575885,8.2022244348,-3.6,0.4935208873,0.392463645,-4.5
20.5,21,Ball St.,Connecticut,10.5,,,,24.42,,30.95,11.574,16.28,18.269,22.1,21.8,24,9.8,4.07,13.44,22.5,,18,18.6,20.15,21.83,19.58,22.66,19.29,32,15.6311,23.01,,,19,0,19.17,15.92,20.224349969,,15.9,22.3767,,,,,29.25,23.9,,,17.3915,13,10.89,6.658,6.72,17.33,18.477351388,6.4297066799,19.085,0.4573756178,0.8588510289,21
3,3.5,NC St.,Duke,-6,,,,1.82,,8.82,1.949,-2.1,-0.706,3.6,2.3,2.9,-1.3,-5.51,-0.13,5,,1.6,-0.4,1.85,2.3,1.77,0.55,-1.79,-7,-0.0192,1.38,,,3,0,-1.42,-1.82,1.284460665,,-4.78,4.8235,,,,,-12.85,-1.7,,,-5.95,-12,-1.44,0.587,-1.75,7.18,-0.109756648,4.1425430123,0.2654,0.4377696466,0.4973409632,3
-7.5,-6.5,BYU,East Carolina,-4.5,,,,-13,,-11.88,-15.166,-15.97,-10.965,-17.5,-12.7,-15.2,-12.8,-1.44,-12.94,2,,-6.7,-8.8,1.16,2.43,-0.33,0.77,-12.14,-16,-6.0662,-12.43,,,-13,0,-4.15,-8.62,-11.34774598,,-5.68,-10.2072,,,,,1.2,-9.2,,,-13.3,-10,-7.68,-12.241,-10.21,-19.07,-8.990920722,5.9806791775,-10.5875,0.4576977232,0.2986886344,-7
-2.5,-2.5,Louisiana-Lafayette,Eastern Mich.,-10,,,,-7.95,,-10.71,-5.759,-6.52,-7.406,-10.6,-9.6,-11.9,-6.8,-10.86,-9.91,-11,,-3.3,-2.5,-3.9,-4.17,-5.23,-4.23,-8.56,-9,-1.8107,-9.02,,,-8,0,-4.69,1.61,-10.7994311,,-8.13,-11.3736,,,,,-11.9,-8,,,-7.7,-14,-10.67,-7.42,-5.48,-8.92,-7.561353642,3.1966686246,-8,0.4125228047,0.320902527,-3.5
4.5,6,Delaware,Florida Intl.,10,,,,2.86,,-7.66,4.467,4.25,1.296,-2.4,0.01,-1.9,8.1,6.4,6.83,3,,7.2,3.4,7.26,7.93,6.17,8.35,9.05,,6.3913,8.89,,,,0,1,7.43,-1.492954348,,8.82,1.5935,,,,,11.6,5.8,,,4.9,5,5.42,37.382,-1.8,-7.17,5.0990248721,7.3754719246,5.61,0.4849272189,0.6142282643,6
43.5,45.5,Kent,Florida St.,29,,,,50.47,,32.11,34.936,42.07,31.611,47.3,46,49.5,32.8,19.05,38.99,13.5,,31,40.4,41.43,40.42,42.27,52.08,52.6,57,38.4105,39.03,,,49,0,30.93,21.79,34.415562078,,45.8,40.1816,,,,,47.8,49.7,,,40.8205,39,38.86,40.392,34.75,42.88,39.424921169,9.5515944415,40.396,0.4024775079,0.9830748382,45
24,23.5,Temple,Georgia Tech,22,,,,28.59,,28.01,29.678,25.34,27.123,31.4,30.7,34.1,22.1,15.73,24.85,15,,24,28.4,27.52,26.05,28.45,33.97,26.04,24,18.9288,24.59,,,33,0,16.9,17.66,21.995928276,,17.9,31.6372,,,,,35.2,24.8,,,31.5,7,28.24,31.122,22.75,35.88,26.254303563,5.6255624475,26.5865,0.546931085,0.939837225,23.5
-3.5,-2.5,Fresno St.,Hawaii,-5,,,,-8.57,,2.06,0.884,-5.81,2.722,-1.5,-2.6,-2.6,-5.9,1.47,-8.6,-2.5,,-3.3,-4.5,-2.48,-2.49,0.93,-8.76,-8.37,-11,-2.8823,-5.46,,,-6,0,-5.37,-12.31,-4.122943843,,-4.05,-7.214,,,,,-12.7,-9.6,,,-4.55,-7,-4.64,-5.52,-4.64,-7.87,-4.801201218,3.8151396244,-4.64,0.4601347269,0.3847699888,-3
5,5,Illinois,Indiana,2,,,,8.75,,0.74,0.272,10.77,14.057,2.2,2.3,4.9,5.5,-1.3,7.83,12,,5.7,1.9,8.28,8.74,8.99,7.4,10.03,4,3.2876,10.38,,,2,0,9.85,-12.12,1.826751769,,6.66,2.7099,,,,,-4.4,4.6,,,4.9,4,0.16,6.78,3.5,6.83,4.7784236603,4.9808801587,4.9,0.496191891,0.6126278125,5
12.5,14,West Va.,Kansas,6.5,,,,11.28,,4.72,5.861,6.83,13.809,11.7,11,11.9,8.3,9.66,7.14,2,,9.5,11.2,7.14,7.67,7.47,6.62,10.77,12,9.7553,10.14,,,9,0,4.46,2.39,9.569714052,,11.9,12.4642,,,,,15.95,9.7,,,12.6,3,6.9,11.252,8.02,13.83,9.1944781681,3.1716068778,9.614857026,0.416865696,0.7142411416,13
-7,-5,Arkansas St.,Kennesaw St.,-10,,,,3.67,,-7.25,-8.278,-3.96,-5.273,-3.4,-4.1,-2.6,-5.7,0.79,-11.08,1.5,,-7.1,-7.1,-5.74,-5.15,-6.02,-8.87,-6.45,7,-3.6274,-5.69,,,,0,-1.09,-7.89,-1.904488068,,-0.02,-5.254,,,,,-9.2,-2.9,,,-4.2,-5,-10.28,-12.653,-4.65,-5.42,-4.853996802,4.1307322745,-5.273,0.5025275312,0.3840637581,-5
-10,-9,James Madison,Liberty,-1,,,,-7.42,,-5.28,-6.085,-7.22,-12.177,-4.2,-4.3,-5,-7.7,1.33,-6.91,6.5,,-4.8,-2.1,-3.21,-2.68,-1.02,-8.79,-12.78,-18,-4.6153,-8.36,,,-14,0,-9.28,-14.44,-7.963085131,,-9.5,-9.5723,,,,,-13.8,-6.2,,,-9.1,-14,-11.66,-10.813,-2.33,-9.27,-7.048491254,4.895019413,-7.32,0.5335268623,0.3362315735,-9
1.5,3,Southern Miss.,Louisiana Tech,8,,,,18.86,,18.1,1.485,10.22,15.325,5.5,5.2,7.3,10.1,7.29,12.22,18,,1.3,10.3,8.38,8.75,6.35,11.46,12.61,19,3.7363,21.41,,,1,0,11.96,3.69,8.9902031792,,12.04,15.1058,,,,,27.5,9.3,,,14.7,7,10.14,15.061,9.32,-3.67,10.445369533,6.3675484118,10.12,0.6240624155,0.7286124157,4
26,26.5,Bowling Green,Louisville,16,,,,26.2,,30.73,20.061,20.64,21.52,33.1,30.4,32.6,22.3,12.83,27.06,15,,24.5,21.3,23.31,22.5,25.43,26.54,24.48,21,14.6725,22.66,,,29,0,12.53,25.79,20.482910028,,17.83,21.0843,,,,,16.8,22.5,,,25.55,17,22.03,25.152,21.45,32.03,22.973964167,5.3268109638,22.5,0.4398285756,0.9142141658,26
-6,-7,Arkansas,Memphis,13.5,,,,-6.87,,-5.35,-0.703,-8.33,-5.988,-13.2,-10.3,-10.6,-1.4,4.17,-4.92,13.5,,-6.8,-6.7,-0.99,-1.06,-0.9,-2.57,-5.5,-16,-2.478,-4.68,,,0.01,0,5.45,-2.2,3.68380585,,-2.3,-5.5193,,,,,1,-9.3,,,1.05,-4,1.42,-6.024,-4.29,2.63,-2.738013726,6.2414458514,-2.524,0.5719125042,0.4364529132,-6.5
8.5,7.5,Florida,Miami (Fla.),15,,,,9.42,,9.28,9.831,9.11,19.86,3.6,5.5,5.7,9.4,14.58,2.69,16.5,,7.4,10.7,9.84,8.85,9.59,12.53,10.82,14,7.3493,8.08,,,10,0,11.7,5.29,13.088719301,,7.79,15.2337,,,,,18.6,6.6,,,12.95,11,11.47,12.323,10.24,13.48,10.510992203,3.9082598757,9.92,0.5520643885,0.7390891309,8
-4,-2.5,UNLV,Miami (Ohio),-7,,,,0.89,,7.77,-6.571,-3.66,-6.857,-10.9,-9.6,-10.8,-5.6,-7.54,-6.01,4,,-3.3,-9,-0.86,0.47,-1.22,-3.6,-4.42,-6,-3.394,-3.19,,,-7,0,-15.28,-10.94,-2.915326063,,-1.46,-8.6061,,,,,-1.4,-3.9,,,-8.75,-23,-10.24,-7.137,1.19,-2.27,-4.863900724,4.6522249337,-5.01,0.459323188,0.3847756578,-2.5
-3,-2.5,Marshall,Middle Tenn.,-9.5,,,,-8.52,,-1.64,-0.874,-9.36,-14.301,-13.7,-10,-13.1,-11.7,,-12.74,-10.5,,-2.5,-0.6,-4.41,-4.94,-4.03,-6.63,-10.5,-17,-5.242,-16.39,,,-1,0,-7.4,-10.43,-17.04861624,,-8.72,-11.0015,,,,,5.5,-6.4,,,-9.45,-5,-9.76,3.474,-4.57,-4.72,-7.705803321,5.4723485822,-8.72,0.4116868395,0.3237283266,-3.5
12.5,10.5,Tulane,Mississippi,13,,,,18,,8.64,13.201,19.38,8.732,14.9,14.1,15,15.7,2.83,19.37,8,,9.5,15.7,16.53,15.69,16.28,20.66,18.21,15,13.7814,16.21,,,13,0,9.63,7,11.621615245,,14.26,16.3334,,,,,29.4,18.5,,,13.65,12,15.42,21.322,15.41,15.58,14.709483757,4.7291704054,15.205,0.5721145087,0.8118736552,11.5
21.5,21,Northern Ill.,Mississippi St.,12,,,,24.27,,17.5,18.931,18.72,12.485,27,23.6,25.4,12.9,18.84,21.23,-3,,20.5,15.7,18.12,18.63,16.6,22.94,20.81,23,14.7688,17.05,,,21,0,3.39,21.11,12.653142066,,15.11,8.3043,,,,,32.15,28.1,,,23.8,23,16.47,13.471,15.95,29.93,18.317590057,6.9690730777,18.675,0.454978214,0.8538453289,21
10.5,11.5,South Carolina,Missouri,14.5,,,,9.93,,12.31,1.767,12.05,11.668,3.4,4.2,4.2,9.1,17.48,8.09,1,,13.8,11.1,8.84,8.34,6.16,13.53,15.34,11,9.5476,8.33,,,10,0,14.88,13.04,7.816032832,,16.64,8.4496,,,,,15.7,13,,,10.85,22,9.69,11.613,12.37,11.03,10.298923134,4.0169776096,10.925,0.4791987111,0.734544046,11.5
-1,-2.5,Michigan,Nebraska,-5.5,,,,-2.17,,3.3,0.505,3.86,5.623,-2.3,-2.6,-3.7,-2.1,-0.14,-7.01,-2.5,,-2.4,3.6,3.42,3.18,2.65,4.36,0.24,4,-0.0372,0.63,,,2,0,-2.27,0.58,5.173601081,,3.06,-0.0335,,,,,-6,2.9,,,1.05,9,-2.48,0.651,-4.84,-3.32,0.0383861411,3.3521846326,0.3725,0.5440963665,0.5009403011,-2.5
26.5,24.5,Purdue,Notre Dame,21.5,,,,36.1,,52.06,27.715,19.39,28.181,36,35.1,37.9,25.6,12.88,27.6,25.5,,24.5,25.8,31.14,30,34.05,35.68,24.53,24,20.3273,36.43,,,25,0,26.32,17.9,18.972772584,,11.68,30.3707,,,,,25.35,27.6,,,25.2,-9,21.95,32.019,23.88,31.33,27.48766035,7.6576414059,26.06,0.5496790804,0.9399781273,24.5
6.5,6.5,Auburn,Oklahoma,10,,,,14.2,,9.53,3.416,5.71,7.083,9.2,8.6,9.3,6.3,4.57,6.57,1.5,,7.2,8.1,6.7,6.16,5.24,9.41,8.45,3,3.9273,4.41,,,8,0,9.37,2.18,-0.300292134,,8.44,11.7102,,,,,8.95,6.8,,,6.65,6,9.5,2.83,10.59,6.48,6.9382279963,3.0449410573,6.9415,0.5076422284,0.6655319751,6.5
14,12,Tulsa,Oklahoma St.,17,17.12,,,12.9,,6.14,16.78,14.23,19.124,25.2,21.4,24.3,21.4,6.33,20.11,6.5,,15.5,13.3,17.54,16.02,19.74,19.94,10.83,-1,10.9966,13.27,,,17,0,0.32,8.8,19.023653745,,4.45,16.9953,,,,,11,10.3,,,14.959,-13,21.76,19.996,15.05,24.68,14.837960912,6.4527438166,16.02,0.5479150965,0.8059221823,12
37,35,Oregon St.,Oregon,36,,,,42.7,,38.3,23.826,37.47,32.914,44.4,42.1,44.8,40.5,18.84,33.12,30.5,,25,34.6,37.56,35.5,36.16,51,43.99,52,36.3327,49.14,,,34,0,32.6,25.99,35.539235026,,40.62,42.0488,,,,,52.45,37.8,,,41.965,45,44.81,45.359,28.67,34.13,37.85374264,7.8810304425,37.515,0.5473205403,0.9833756289,35
-2,-3,Iowa,Rutgers,2,-1.62,,,2.18,,7.22,-3.324,2.57,5.294,-0.2,-0.3,0.6,-3.3,5.8,-3.11,-7.5,,-3.3,-2.6,2.98,3.45,2.3,2.69,4,7,1.7183,0.05,,,-3,0,0.38,2.72,0.720492095,,7.21,-5.7185,,,,,0.4,1.8,,,2.1,5,1.12,2.585,-0.31,-3.32,0.845548435,3.5007967872,1.12,0.5665640584,0.5206635469,-2.5
-13,-12,California,San Diego St.,-12.5,,,,-16.09,,-7.57,-15.309,-16.16,-19.829,-14.8,-14.8,-16.7,-17.4,-12.32,-14.11,-6.5,,-11.6,-14.9,-9.74,-9.5,-9.39,-14.25,-14.5,-17,-10.9485,-12.47,,,-11,0,-8.68,-15.58,-19.41297273,,-9.44,-24.1833,,,,,-25.7,-16.6,,,-19.95,-10,-17.02,-23.167,-15.73,-18.02,-14.80193813,4.5245967911,-14.85,0.4517670357,0.185808489,-12.5
14,14.5,Coastal Carolina,South Alabama,9,,,,19.23,,11.79,6.031,13.5,16.809,19.3,19.3,20.6,13.6,18.43,13.1,10.5,,6.8,15.3,17.45,18.4,14.59,23.16,22.3,30,14.8761,23.92,,,15,0,13.77,19.83,17.916555626,,19.86,22.8871,,,,,20.25,17.8,,,18.417,16,16.95,23.17,18.24,17.68,17.215465434,4.9088572721,17.858277813,0.5465943362,0.8490424276,15
6.5,7,SMU,TCU,5.5,,,,10.11,,6.64,0.751,8.77,8.058,4.9,4.4,4.8,7.7,9.19,6.97,0.01,,4.8,5.2,4.63,4.06,3.55,6.12,11.28,13,4.3617,7.17,,,3,0,1.77,22.24,10.354218421,,16.42,5.3722,,,,,40.5,6.3,,,10.5,11,7.92,13.439,9.23,8.23,8.256558845,7.0247822177,6.805,0.521110662,0.6822696923,7
38,40,UAB,Tennessee,27.5,,,,43.31,,35.96,31.159,35.31,28.771,41.5,40.1,42.6,32.5,13.56,34.56,20.5,,25,32.1,34.9,34.86,33.78,44,42.83,46,36.1474,36.32,,,36,0,31.38,38.93,28.841615067,,35.43,41.1817,,,,,52.8,38.5,,,38.0135,16,37.74,37.669,31.11,42.18,35.640089307,7.3078646408,35.98,0.4273857884,0.9789609719,39.5
40.5,39.5,Sam Houston St.,Texas,30,,,,41.34,,35.44,24.658,31.64,29.924,45.4,44.4,44.9,37.9,19.49,37.39,15.5,,32.5,40.9,40.56,40.75,42.01,48.12,42.81,42,37.8643,35.67,,,36,0,30.62,33.07,38.5268384,,35.76,38.5092,,,,,47.85,42.8,,,43.0745,19,44.04,37.439,36.7,43.58,37.475995511,7.3049892221,38.2046,0.4661414229,0.9837255966,39.5
16,18.5,Michigan St.,USC,17,,,,25.53,,14.65,11.404,20.62,19.753,15.2,15,16.2,20.4,5.23,19.25,17.5,,12.3,18.8,14.67,14.01,12.5,20.58,26.03,23,24.0938,23.01,,,15,0,18.81,15.36,15.097212611,,18.51,23.0325,,,,,35.85,20.8,,,19.915,14,18.62,11.22,18.02,21.88,18.301264239,5.3472615534,18.565,0.4965963598,0.8618524815,18.5
5,5.5,Louisiana-Monroe,UTEP,2,,,,9.45,,,-3.545,8.35,4.812,-4.5,-1,-2.8,2.5,8.75,5.13,8,,5,7.9,8.8,10.96,5.6,11.13,17.35,16,7.9095,11.36,,,7,0,10.13,-3.73,3.606708271,,14.01,8.2498,,,,,7.7,10.4,,,4.802,9,6.21,8.371,13.6,-2.27,6.4924573792,5.5482502545,7.9,0.5169581813,0.6497799419,5.5
