lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
4.5,3.5,Jacksonville St.,Georgia Southern,-0.5,,,,,,15.65,4.093,-4.81,-1.205,8.5,6.5,5.3,-5.1,-3.48,-3.46,-3.5,,7.1,,3.66,3.92,7.15,-1.24,-4.99,,-2.1757,-11.37,,,,0,-8.51,-6.94,-2.948018802,,-9.89,-0.5502,,,,,,-2.5,,,,-24,,-9.338,-3.43,-2.91,-0.930135131,6.2626136542,-2.5,0.425300758,0.4783406434,3
-5.5,-3.5,Clemson,Georgia Tech,-1.5,,,,,,-9.3,-5.015,5.82,-4.213,-5.6,-6.4,-6.8,-6.2,2.18,-2.04,-8.5,,-6.9,,-0.29,-2.25,-3.46,4.14,-3.06,6,1.3488,1.92,,,,0,-8.03,-8.66,7.199190692,,2.87,-2.4541,,,,,,-1.8,,,,18,,1.252,-2.23,-4.47,-2.214736977,4.6408490475,-2.35205,0.52214542,0.446929293,-3.5
5,6,Colorado,Houston,6,,,,,,-2.36,2.901,-0.51,-4.898,-4.5,-2.8,-4.9,-0.3,-4.53,-1.04,-10.5,,3.3,,3.79,2.37,2.47,7.47,-0.45,-4,1.8681,-0.7,,,,0,6.7,10.33,1.785702287,,2.4,-4.1315,,,,,,3.8,,,,14,,-5.459,3.38,-6.42,0.0355434096,4.7186132113,-0.375,0.3983726537,0.5008531112,5
28,27,Western Mich.,Illinois,25,,,,,,38.23,30.567,26.82,22.957,43.1,39.1,41.3,22,18.38,28.45,16,,25,,22.83,21.47,22.68,31.41,28.13,35,25.8347,29.13,,,,0,21.66,34.79,27.480660764,,21.51,26.5779,,,,,,32.9,,,,33,,35.705,21.94,37.26,28.440408692,7.0758147435,27.150330382,0.5241804411,0.948553698,27
33,35,Massachusetts,Iowa,28.5,,,,,,43.93,34.776,34.25,31.549,47.5,44.9,47.3,40.3,19.13,39.71,22.5,,28.5,,34.21,33.45,32.94,47.02,40.9,41,32.8835,40.61,,,,0,28.14,42.15,40.587138058,,33.83,44.6538,,,,,,42.2,,,,23,,45.844,36.53,43.11,37.430114602,7.389542569,40.005,0.5405863616,0.9834424877,35
-23.5,-22,Buffalo,Kent,-14,,,,,,-32.87,-9.747,-15.31,-29.167,-23.7,-22.1,-26.8,-18.4,-11.82,-17.63,-12,,-22,,-18.72,-19.51,-17.79,-26.26,-21.85,-37,-12.3531,-25.49,,,,0,-14.58,-12.73,-23.57953461,,-14.82,-17.4835,,,,,,-22.5,,,,-11,,-29.477,-12.26,-15,-19.89823782,6.8382193705,-18.56,0.5353618314,0.1256142633,-22
24.5,24,Eastern Mich.,Kentucky,21.5,,,,,,21.45,21.199,28.41,26.588,37.2,33.8,37.1,27.1,17.53,32.07,9,,22,,24.18,24.11,22.73,32.76,34.84,30,24.1164,29.14,,,,0,14.15,19.86,23.383440168,,31.01,24.7644,,,,,,32,,,,20,,29.118,24.97,31.02,26.236641339,6.5578813783,25.779,0.537750861,0.9360442373,24
9.5,8,Florida,LSU,16,,,,,,10.1,9.995,5.38,15.863,8.2,8.9,8.4,8,3.69,4.98,3,,7.8,,7.18,5.54,7,10.08,7.2,6,3.0062,3.99,,,,0,14.84,5.77,7.99829203,,7.58,10.397,,,,,,5.4,,,,-3,,5.764,8.4,15.81,8.0754497343,3.6339479836,7.69,0.5013109224,0.6893537424,8
10.5,10,New Mexico St.,Louisiana Tech,0.5,,,,,,12.68,5.869,8.85,14.936,9.7,9.4,10.2,11.6,7.93,9.51,8,,7.2,,12.58,13.08,10.39,17.77,12.61,25,8.5874,19.06,,,,0,-0.62,6.05,11.531434511,,10.77,11.8901,,,,,,12,,,,-7,,19.785,8.25,6.84,10.73163115,5.1987779274,10.295,0.5125464557,0.738967123,10
14.5,17.5,South Florida,Miami (Fla.),14.5,,,,,,9.53,8.166,15.6,18.18,17.8,17.1,17.8,16.6,13,14.27,15.5,,16,,17.74,18.83,21.32,15.81,13.37,12,6.1714,11.09,,,,0,17.01,7.6,9.415507487,,2.84,17.5768,,,,,,10,,,,-2,,10.192,17.51,15.03,13.91839025,4.3440707242,15.265,0.4383493553,0.8002678817,17.5
27,28,Central Mich.,Michigan,24,,,,,,20.3,22.554,24.18,21.382,41.2,38.9,41.9,30.5,17.93,36.15,19.5,,25.5,,22.59,23.78,25.43,24.02,30.48,19,24.5889,30.13,,,,0,32.05,25.49,20.478547703,,21.19,31.7745,,,,,,27.5,,,,11,,33.319,29.54,37.26,27.420564923,6.7504987016,25.46,0.4902288764,0.9434332727,28
7.5,7.5,Arkansas,Mississippi,20,,,,,,9.09,12.018,12.02,12.502,9.6,10.6,11.9,15.8,12.14,12.87,14,,8,,8.61,8.72,9.73,8.24,15.93,9,6.663,13.14,,,,0,13.07,3.46,11.538600278,,13.26,14.5649,,,,,,10.1,,,,-8,,10.314,11.57,12.69,11.371350009,3.1576380871,11.735,0.5671510135,0.7580042102,8.5
25.5,27,Louisiana-Lafayette,Missouri,18.5,,,,,,20.05,22.871,25.32,26.005,29.2,26.8,28.1,15.7,,25.25,2,,23,,20.01,19.6,18.85,27.17,26.06,30,23.6156,22.48,,,,0,18.76,20.66,20.223330881,,25.12,21.1846,,,,,,26.5,,,,29,,27.664,21.09,28.68,22.774604513,5.4874590896,23,0.4281274093,0.9116774678,26.5
-26.5,-27.5,SMU,Missouri St.,-28,,,,,,-29.62,-21.698,-20.2,-19.721,-33.2,-31.5,-31.9,-27.6,-8.8,-23.8,-22,,-25,,-19.2,-21.03,-21.15,-22.51,-27.92,-26,-20.9158,-23.09,,,,0,-19.41,-30.4,-19.54749419,,-12.95,-28.1961,,,,,,-26.8,,,,-19,,,-21.74,-26.7,-23.81373773,5.5119282422,-23.09,0.562768379,0.0789547289,-27.5
9,9,Middle Tenn.,Nevada,11,,,,,,-2.82,11.166,9.82,18.903,9.1,7.9,7.9,10.1,8.68,11.51,9,,7.1,,9.52,9.07,7.77,14.23,15.72,18,8.5412,13.47,,,,0,2.07,1.98,18.720816399,,14.74,13.0862,,,,,,8.8,,,,12,,21.534,7.17,6.84,10.354040547,5.2123402854,9.31,0.5232076045,0.7315426221,9
4,6,Washington St.,North Texas,-1.5,,,,,,13.33,4.62,-5.26,2.685,-3.6,-2.6,-5.3,-8,-4.82,-4.19,-1.5,,4.7,,2.71,3.1,1.73,3.23,-1.74,6,2.1561,4.35,,,,0,-2.44,-3.61,1.887467967,,0.39,-6.929,,,,,,6.5,,,,1,,-5.011,-4.67,-1.35,-0.171047734,4.7954812412,-1.425,0.395003625,0.4959000128,5
-28.5,-28,Oregon,Northwestern,-23.5,,,,,,-26.34,-13.669,-28.49,-22.362,-22.3,-24.7,-25,-30.7,-12.56,-27.06,-22,,-23.5,,-25.78,-23.44,-25.28,-42.14,-33.33,-43,-23.1887,-31.4,,,,0,-28.92,-29.71,-21.51862499,,-30.12,-31.313,,,,,,-29.7,,,,-39,,-30.968,-22.55,-30.21,-26.8249775,6.4404417053,-26.06,0.5198811926,0.0593157644,-28
6.5,7,Texas A&M,Notre Dame,11.5,,,,,,14.43,7.83,8.72,16.697,8.2,8.1,8.7,9.4,9.83,12.33,9.5,,6.6,,9.12,11.82,3.96,14.37,11.56,10,5.7174,14.24,,,,0,10.05,4.15,11.68494793,,5.02,15.4552,,,,,,8.7,,,,-29,,14.088,12.03,3.72,9.9174182643,3.4791848036,9.665,0.5506061059,0.7283917582,7.5
34,32,Ohio,Ohio St.,26,,,,,,22.96,23.247,27.87,25.207,36.1,35.4,35,34.8,17.23,35.38,7.5,,25,,28.62,27.32,30.27,36.36,34.42,27,24.5676,29.19,,,,0,25.57,33.33,22.024017657,,22.64,33.3899,,,,,,33.3,,,,22,,30.525,29.08,27.51,28.227017255,6.3478577291,28.245,0.43633972,0.9500570413,31.5
-20.5,-21.5,USC,Purdue,-13.5,,,,,,-39.61,-20.02,-19.84,-18.824,-24.2,-22.9,-25.3,-19.7,-8.4,-16.95,-17.5,,-18,,-14.73,-13.93,-14.77,-22.51,-24.3,-35,-20.0579,-26.48,,,,0,-17.78,-16.97,-8.875093904,,-13.06,-24.4647,,,,,,-24.9,,,,-14,,-15.116,-12.09,-31.38,-20.0385898,7.110384322,-19.262,0.5245219121,0.1254348664,-21.5
5,5,Vanderbilt,South Carolina,11.5,,,,,,-0.41,8.687,2.74,7.734,6.2,7.4,6.3,10.5,12.55,9.09,14,,6.5,,7.86,8.99,10.55,4.61,7.64,2,3.9059,7.62,,,,0,11.59,2.83,6.568082624,,6.07,6.6784,,,,,,3.6,,,,-4,,6.847,9.8,14.25,7.4733460875,3.5130734772,7.51,0.5429260033,0.6764972802,5.5
-1,-2,Appalachian St.,Southern Miss.,-15.5,,,,,,-6.12,-5.767,-6.39,-18.684,-4.2,-3.1,-6.2,-15.3,-11.53,-9.76,-8,,-1.7,,2.56,2.7,1.48,3.42,-5.02,-10,-2.1622,-7.29,,,,0,-9.9,-6.42,-16.86742447,,-0.66,-17.9549,,,,,,-1.5,,,,-5,,-18.34,-11.78,-17.73,-7.590517482,6.7371943065,-6.405,0.4065722824,0.3304448587,-2.5
-10.5,-12.5,Boston College,Stanford,-10,,,,,,-9.49,-7.2,-9.02,-1.201,-7.4,-7.5,-8.6,-5.1,-8.88,-8.84,-6.5,,-7.9,,-6.05,-5.43,-4.58,-11.92,-8.97,-15,-2.6817,-10.69,,,,0,-11.55,-9.43,-6.46514605,,-10.4,-10.7446,,,,,,-13.7,,,,-32,,-9.716,-4.36,-19.29,-8.620281535,3.643985608,-8.86,0.5670853703,0.2990004099,-11.5
-24.5,-23.5,Oklahoma,Temple,-20,,,,,,-22.3,-25.436,-19.11,-21.438,-30.8,-29.8,-32.9,-25.4,-10.14,-26.36,0.5,,-25,,-17.73,-17.79,-21.2,-19.89,-26.45,-19,-12.164,-17.53,,,,0,-21.05,-20.88,-13.16786412,,-13.05,-24.1031,,,,,,-20.4,,,,3,,-21.185,-26.78,-36.84,-21.24646547,7.3076848691,-21.1175,0.5376861086,0.1127932899,-23.5
-6,-3.5,Georgia,Tennessee,-9,,,,,,0.94,0.397,6.32,-5.043,-0.9,-2.2,-1.6,-7,0.48,-0.23,3.5,,-4.7,,1.63,-0.24,-1.57,7.19,4.14,7,0.2443,5.42,,,,0,-3.77,0.45,0.773078848,,3.17,-3.6356,,,,,,0.9,,,,12,,-3.691,-2.85,-1.74,-0.187174038,3.9588923744,0.00715,0.5572278126,0.4954529715,-3
42,41.5,UTEP,Texas,30.5,,,,,,43.54,37.914,36.11,33.819,52.2,49.7,51.5,45.6,18.92,41.04,27,,29,,34.73,34.61,36.82,42.2,47.04,43,39.2891,41.13,,,,0,33.19,37.4,34.608157572,,32.04,49.2852,,,,,,44.4,,,,4,,49.448,38.47,50.13,39.487781919,8.034570183,38.87955,0.4666645202,0.9865317714,41.5
25.5,23.5,Oregon St.,Texas Tech,21,,,,,,22.61,20.125,19.51,24.059,27.2,24.2,25.3,16.3,17.97,14.14,17.5,,18,,19.38,18.49,17.68,27.71,18.34,26,21.3027,25.31,,,,0,3.59,19.75,20.319688693,,13.93,19.5541,,,,,,27.7,,,,58,,22.843,12.66,25.95,20.280782956,5.1909591098,19.9375,0.4449574654,0.8868540731,23
-6.5,-4.5,Memphis,Troy St.,-9.5,,,,,,-3.5,-10.704,-6.83,-19.196,-7.6,-7.1,-7.1,-6.9,-8.33,-9.02,-8,,-4.9,,-2.02,-2.11,-3.06,-2.22,-6.59,-9,-6.9432,-11.82,,,,0,-1.45,-0.99,-8.098519972,,-3.33,-8.0259,,,,,,-3.1,,,,-20,,-4.888,-1.43,-17.34,-6.703187332,4.334096121,-6.9216,0.4619787236,0.3424243318,-4.5
2.5,-1.5,Duke,Tulane,14,,,,,,2.75,1.567,4.09,11.073,7.1,7.7,7.2,10.4,12.14,7.13,12.5,,3.6,,5.64,4.82,4.8,8.09,8.63,5,6.0691,13.84,,,,0,9.89,8.65,6.95086574,,9.75,11.0311,,,,,,6.8,,,,11,,6.402,8.39,5.28,7.7094355247,3.1840199883,7.165,0.6562547956,0.6823780402,0
-14,-14,Navy,Tulsa,-14,,,,,,-24.27,-19.991,-13.1,-22.949,-24,-20.7,-24.8,-20.8,-8.85,-14.75,-20.5,,-10.7,,-13.16,-13.51,-14.43,-16.43,-18.34,-25,-8.4328,-22.12,,,,0,-7.75,-14.57,-20.9969315,,-5.61,-29.0076,,,,,,-17.3,,,,-17,,-33.904,-11.38,-25.14,-17.88304438,6.756097148,-17.82,0.4348102182,0.1507809533,-14
10.5,11.5,Akron,UAB,17,,,,,,9.99,2.438,10.34,4.132,8.1,9.3,9,11.4,14.36,12.76,13,,9.8,,11.22,10.92,9.12,17.03,13.84,12,9.8005,12.24,,,,0,12.85,12.89,8.2617166776,,9.23,14.3357,,,,,,15.4,,,,28,,13.035,18.34,6.06,11.273097223,3.5888131767,11.31,0.4960564521,0.7549211353,11.5
14,16,New Mexico,UCLA,13,,,,,,17.67,18.444,13.31,12.273,25.4,21.9,23.3,14.4,7.98,19.87,4.5,,17,,18.02,18.84,20.83,18.11,16.78,6,10.0896,12.35,,,,0,11.3,12.4,8.387691514,,5.77,9.3504,,,,,,17.2,,,,-7,,8.225,16.32,18.54,14.58532305,5.4757122436,15.36,0.4758171055,0.8066191503,16
-3,-4,Air Force,Utah St.,-2,,,,,,-16.96,-1.17,0.41,-2.219,-0.4,-0.1,0.4,-3.7,4.59,-3.29,8.5,,-4.6,,0.81,1.25,-1.5,2.37,-0.66,-3,2.7958,3.11,,,,0,-13.06,-10.34,1.949591905,,0.01,4.4041,,,,,,-5.8,,,,-18,,,-1.14,-6.81,-1.591362348,5.2880791627,-0.66,0.5412023634,0.4622486251,-3.5
7.5,7.5,Old Dominion,Virginia Tech,3.5,,,,,,5.75,17.351,7.61,7.868,18.4,16.6,17.1,10.8,5.33,12.22,7.5,,6.7,,6.62,7.63,10.14,1.4,6.12,3,3.8753,6.19,,,,0,1.94,1.82,4.109047632,,0.74,10.278,,,,,,1.9,,,,-21,,6.959,10.77,15.81,7.8676782544,5.1393172735,6.8295,0.5063095325,0.6807645041,7.5
-6.5,-7,NC St.,Wake Forest,-4,,,,,,-12.82,-9.105,-5.25,-3.148,-5,-6.8,-6.5,-3.5,-4.96,-3.87,-3.5,,-7.2,,-6.46,-7.13,-6.76,-8.54,-5.24,-18,-6.9447,-5.15,,,,0,-5.16,-3.2,-6.925097566,,-9,-6.5021,,,,,,-9.6,,,,-1,,,-5.33,-12.27,-6.822927502,3.2554614357,-6.5,0.5030842071,0.337444613,-7
-3.5,-7,Pittsburgh,West Va.,0.5,,,,,,-12.67,-5.551,-4.28,-8.2,0.6,-0.5,0.8,-0.2,3.04,1.32,1,,-3.4,,-3.55,-2.75,-2.75,-8.09,-5.43,-12,-2.1321,-2.95,,,,0,-1.14,-7.22,3.121186145,,-5.79,2.6106,,,,,,-6,,,,-31,,4.652,3.31,-7.59,-2.707977129,4.5166893081,-2.75,0.5736460209,0.4350720483,-6.5
-23.5,-23,Utah,Wyoming,-6,,,,,,-14.31,-19.243,-21.25,-17.499,-30.9,-27.7,-30.2,-19.1,-6.6,-22.64,-0.5,,-23,,-11.69,-11.27,-10.95,-19.1,-22.39,-27,-20.1356,-20.89,,,,0,-13.37,-24.43,-13.11492096,,-18.51,-18.4654,,,,,,-28.5,,,,-13,,-16.047,-16.99,-29.04,-18.69449737,7.4789113699,-19.1,0.5715603455,0.1441430511,-22.5
