lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
37.5,35,Louisiana-Monroe,Alabama,24,31.93,,36.5,42.49,,27.06,28.193,25.89,20.922,36.7,37.4,37.7,33.2,,38.07,16.5,,28.5,35.7,34.05,35.53,32.89,38.46,40.44,35,26.5942,29.47,,,31,0,34.68,29.46,16.953044359,,26.5,36.7114,,,,,30.9,34.2,,,40.1205,14,35.22,,38.25,31.91,32.07411841,6.3035625246,33.2,0.4505236129,0.9693582523,35
21.5,22.5,Arkansas St.,Arkansas,10,21.29,,23.5,35.75,,14.93,18.042,19.11,18.298,34.3,30.2,32.7,18.6,,22.25,10,,13.7,18,19.9,20.17,19.47,22.46,20.06,23,15.9935,19.9,,,13,0,17.74,24.44,15.66374459,,14.98,18.3599,,,,,26,25.7,,,25.0355,4,18.29,,18.87,28.31,20.700361274,6.1962370044,19.47,0.4694826401,0.8869721582,22.5
43.5,42.5,Ball St.,Auburn,21,43.23,,42.5,41.7,,37.69,31.178,31.48,28.394,47.7,46.2,48.8,30,,33.87,15.5,,30,38.3,41.01,39.73,41.32,47.78,39.8,44,34.8357,38.49,,,46,0,19.98,34.68,28.342548418,,30.21,38.2604,,,,,55.1,48.3,,,33.866,3,39.79,41.05,25.38,39.51,37.013240234,8.8113515026,38.395,0.4107667517,0.9789468479,42
18.5,20.5,Stanford,BYU,20.5,19.09,,20.5,23.5,,18.13,24.744,23.79,22.926,18.8,17.1,18.7,20.3,,20.13,24.5,,15,19.1,12.34,11.79,12.1,14.59,23.09,19,15.9585,31.47,,,27,0,24.6,22.86,20.978954953,,20.59,22.2802,,,,,11,24.8,,,25.5605,7,21.91,,18.86,30.31,20.497090142,4.9066683558,20.5,0.499949955,0.8904954208,20.5
-19,-13.5,North Carolina,Charlotte,-14.5,-14.19,,-13.5,-12.47,,-14.19,-15.503,-13.52,-8.783,-16.3,-17.3,-18.4,-12.2,,-16.59,1.5,,-15.5,-16.4,-20.62,-20.31,-20.28,-25,-17.79,-20,-5.2922,-10.38,,,-21,0,-12.46,-18.37,-4.334205333,,-11.25,-16.7563,,,,,-16.2,-15.5,,,-16.527,-7,-11.72,-9.548,-16.67,-22.49,-14.91232515,5.2814661107,-15.8515,0.4758108134,0.1872211163,-13.5
18,23,Bowling Green,Cincinnati,2,20.07,,21.5,26.28,,19.26,19.561,15,15.38,26.3,23.4,24.2,15.9,,18.37,2,,16.5,17.7,14.83,15.61,12.99,17.74,18.07,5,14.1701,16.57,,,25,0,3.54,12.2,10.342046641,,11.34,11.2784,,,,,10.85,23.3,,,18.942,4,15.41,,17.47,21.11,15.933815618,6.3292243479,16.5,0.382013294,0.8236035561,22
32,31,Troy St.,Clemson,11,27.69,,33.5,43.82,,35.62,29.649,20.86,31.607,38.9,36.6,38.4,25,,22.93,23,,25.5,32.7,28.12,29.31,26.85,31.97,27.58,27,19.3942,27.05,,,32,0,10.07,14.39,17.913000943,,16.64,17.4588,,,,,10.95,35.1,,,32.522,6,24.82,,19.55,37.11,26.544971456,8.5141230296,27.05,0.4270229695,0.9290952251,31
23.5,24,Delaware,Colorado,20.5,31.32,,24,36.33,,15.53,26.66,24.79,30.816,35.8,31.8,35.2,25.2,,30.3,15,,22.5,20.8,20.41,21.69,18.4,23.82,33.16,28,21.1643,39.05,,,25,0,-2.48,,13.255631796,,22.09,29.9537,,,,,,20.1,,,29.743,3,21.68,,18.34,33.91,24.843413085,8.3010464051,24.79,0.5139335668,0.9165943723,24
-2.5,-3,Illinois,Duke,1.5,-3.94,,-3,-10.44,,-5.54,-5.139,-1.52,4.915,-9.3,-7.7,-8.6,-4.2,,-3.43,3.5,,-3.6,-4.8,-0.24,-0.07,0.43,-1.79,-1.94,-8,0.1945,-5.05,,,-3,0,1.49,-4.11,-3.155017513,,0.34,-2.1866,,,,,0.5,-7.8,,,-4.361,-1,-4.26,,-1.33,-6.89,-3.129203358,3.6470341475,-3.43,0.4977553309,0.4241075467,-3
18.5,18,South Florida,Florida,13,16.04,,18,28.75,,7.04,11.053,18.88,17.309,25.1,22.7,23.7,16.7,,20.48,7,,16,15.1,22.16,22.81,21.83,24.51,18.93,16,11.0103,17.22,,,13,0,12.55,16.37,12.461313428,,7.48,16.3318,,,,,21.2,18.9,,,26.663,6,18.83,,20,17.91,17.571954669,5.4177546008,17.309,0.4926745424,0.8517330507,18
-14,-13.5,Memphis,Georgia St.,-16.5,-15.79,,-13.5,-16.24,,-14.51,-12.855,-12.92,-17.561,-9.4,-11.6,-10.7,-10.9,,-14.43,-11.5,,-13.2,-19.6,-13.16,-13.06,-11.77,-17.4,-16.38,-27,-12.1841,-19.67,,,-24,0,-18.95,-5.34,-14.89300038,,-15.65,-17.4148,,,,,-35.3,-14.4,,,-14.8575,-4,-17.36,,-8,-21.69,-15.60529715,5.5026020328,-14.8575,0.4640479458,0.1773399155,-13.5
10,7,Sam Houston St.,Hawaii,3.5,9.58,,7,3.74,,8.04,1.217,1.27,10.683,8.7,8.6,8.8,1.5,,0.09,-6,,3.5,6.2,10.88,10.02,11.23,12.57,1.54,14,6.0656,-4.04,,,4,0,-2.9,-0.81,5.358429124,,6.64,-2.0661,,,,,2.65,6.9,,,1.2495,-1,8.32,5.448,5.1,3.11,4.8523730312,4.8272109731,5.229214562,0.4630904533,0.6146242549,7
35.5,36,Kennesaw St.,Indiana,29.5,33.23,,36,44.8,,37.13,34.237,34.71,34.527,44.6,41.1,44.6,36.3,,40.07,32.5,,28.5,31.5,36.22,36.03,38.82,38.5,43.35,41,22.9231,44.41,,,,0,22.07,26.28,34.964881084,,27.56,40.8512,,,,,40.9,31.9,,,43.33,9,34.36,48.804,26.64,49.11,36.43791946,6.9625835497,36.22,0.5073659205,0.9819194255,36
3,3.5,Iowa,Iowa St.,4.5,5.81,,3.5,3.25,,12.73,10.43,10.42,16.812,3.1,2.5,1.7,2.7,,6.95,5,,2,3.6,2.75,1.36,0.55,7.19,7.94,5,3.8223,11.12,,,7,0,4.31,4.53,4.694546409,,9.78,7.1612,,,,,-0.85,3.3,,,4.3995,-1,10.71,,7.57,3.11,5.6271298974,3.8044199994,4.53,0.5368615043,0.6343618811,3.5
-6,-6.5,Liberty,Jacksonville St.,-6.5,-7.5,,-6.5,5.16,,-13.3,-7.929,5.86,7.636,-3.6,-4.8,-3.5,,,4.4,5.5,,-7.5,-5,-1.49,-1.04,-3.42,-0.58,5.27,,1.847,15.32,,,-7,0,0.24,6.27,9.263718607,,5.85,7.6263,,,,,-9.05,-5.1,,,-0.203,-1,2.89,,1.11,-3.69,-0.210878224,6.4082963597,-0.58,0.6052432514,0.4951025375,-5.5
16,17,Army,Kansas St.,8.5,17.31,,17,19.41,,5.17,14.986,13.7,20.612,19.8,19.7,19.6,8.1,,14.25,2.5,,16.5,14.9,14.91,13.96,16.82,15.58,16.08,10,19.1835,5.84,,,18,0,14.74,12.16,8.521304933,,12.62,10.9395,,,,,0.7,17.9,,,14.9415,1,15.11,,17.57,13.11,13.820680141,5.0229062011,14.91,0.4455494477,0.7959047772,17
