lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
4,3.5,Minnesota,Northwestern,3.5,4.77,6.53,3.5,8.74,-1.9,0.067,-0.05,5.753,0.5,1.3,1.5,4,3.32,0.95,-5.5,12.52893,2.6,3,2.55,3.3,-1.22,5.93,4.95,10,3.7745,5.81,,,4,0,10.127034069,4.12,0.49,5.837162608,,7.39,5.0531,23.392900963,,,,11.475,3.3,-0.083148006,2.1,-1,5.34,4.505,7.05,8,,,4.1372681669,3.6766573997,4,0.511067716,0.5998471681,3.5
34.5,35.5,Syracuse,Notre Dame,28.5,30.9,31.98,35.5,42.38,28.79,19.228,28.32,25.788,35.4,32.2,33.3,34.4,18.47,32.95,22,40.91498,29,36.1,30.06,28.02,30.52,35.5,36.3,37,30.1143,36.44,,,32.14,0,38.166315099,42.44,30.72,34.181466928,,30.21,32.8353,26.53962189,,,,45.675,32.5,4.1688789436,34.7305,23,40.53,39.717,34.35,27,,,32.744271551,5.8804176667,32.66765,0.4531698337,0.9730436329,35.5
32,33.5,Massachusetts,Ohio,29,26.9,31.53,33.5,36.51,35.89,25.616,29.55,32.626,35.2,35.5,37,33.1,19.64,32.5,26,38.25332,25.5,32.4,33.27,32.27,33.99,37.67,36.37,36,30.9591,36.03,,,31.75,0,37.400928398,35.41,32.91,32.052211566,,28.37,35.976,35.860968283,,,,27.55,31.9,13.735439782,22.379,24,36.17,41.689,32.48,26.5,,,32.295288999,4.664689738,32.563,0.4792455118,0.9741002361,33.5
33.5,31.5,Rutgers,Ohio St.,30,30.86,27.74,31.5,39.99,24.52,25.392,29.25,27.506,30.5,32,32.2,33.1,17.95,32.95,25,34.53798,25.5,33.1,29.98,27.14,30.95,36.44,31.62,33,28.3076,32.43,,,31.91,0,33.508613031,49.81,31.67,30.104883562,,25.51,34.1792,22.574681525,,,,39.525,31.2,14.222440974,26.1555,20,35.31,35.249,31.47,23.5,,,31.026644415,5.3023142381,31.335,0.4918899762,0.9676434333,31.5
9.5,7.5,Missouri,Oklahoma,13,9.56,7.89,7.5,11.13,3.5,9.63,5.42,6.592,7.5,8.1,7.8,7.4,5.97,5.96,-3.5,8.986061,7,6.7,6.68,6.02,7.45,6.96,6.31,5,3.6184,8.35,,,7.5,0,10.459673586,5.84,1.86,6.623046402,,6.59,12.7159,9.597779454,,,,2.395,7,2.1298072796,6.3,2,10.75,7.28,8.16,8.5,,,7.0250020247,2.918964472,7,0.4917106789,0.6677017188,7.5
10,10,USC,Oregon,6.5,11.21,5.59,10,11.82,15.49,7.307,9.5,16.307,10.8,11.9,12,11.8,6.84,10.25,12,8.512341,6.6,8.7,11.38,11.22,12.07,11.88,8.74,10,6.0245,8.96,,,7.6,0,8.547909008,12.9,7.27,5.62315425,,7.16,13.6939,5.917762151,,,,10.65,8.6,9.4439571356,5.4915,5,9.11,10.046,8.8,7,,,9.6473326065,2.6705871263,9.305,0.4938371129,0.7247476146,10
10,8,Nebraska,Penn St.,0.01,7.62,4.35,8,12.1,13.93,0.63,5.68,0.822,10.2,10.2,11.5,7.4,2.96,12.23,13,12.05097,7.3,9.3,11.75,12.65,10.07,14.12,7.43,10,5.5084,9.45,,,9.94,0,6.998977792,0.26,1.98,6.188747605,,7.36,12.5502,19.815701021,,,,2.825,7.2,-2.441633508,-0.651,-4,6.62,7.889,10.87,6.5,,,7.7195573849,4.1655662275,7.525,0.4951465314,0.6803313328,8
-17.5,-18,North Texas,Rice,-15.5,-20.36,-21.71,-18,-26.18,-20,-18.328,-16.5,-19.545,-15.9,-16.4,-16.2,-19.8,-10.57,-14.04,-7.5,-23.69601,-24,-18,-16.6,-18.14,-15.51,-18.9,-27.36,-21,-16.4594,-25.12,,,-13.82,0,-25.96217772,-17.9,-18.87,-15.47430253,,-17.74,-20.5096,-24.64161047,,,,-28.65,-20.8,-3.162100006,-25.9,-21,-18.86,-21.221,-15.04,-16,,,-19.00163726,4.4856945106,-18.594,0.4827151912,0.1255510572,-18
3.5,2.5,Louisville,SMU,5,2.91,3.57,2.5,9.1,5.89,5.012,1.49,2.27,3.2,4.8,5.1,2.4,3.1,2.01,8,5.514162,0.9,6.3,6.22,5.48,3.67,10.03,2.35,5,4.6337,4.66,,,8.9,0,5.709336948,4.33,4.83,7.367710743,,2.02,8.6645,-8.434655165,,,,0.125,3.7,0.1444681324,3.85,1,14.11,11.265,5.6,5,,,5.1020352423,2.8791182676,4.915,0.5453242017,0.6236309023,2.5
11.5,12,San Jose St.,San Diego St.,20.5,12.81,18.55,12,20.29,12.86,21.014,14.03,19.226,15.7,15.6,16.3,18.2,16.03,11.22,0.5,24.23216,17,16.1,16.15,16.23,16.22,17.68,21.55,19,12.5758,21.76,,,12.98,0,21.220137093,22.95,25.65,15.352780809,,17.41,13.0753,29.333976286,,,,19.75,15.9,3.0785168508,28.35,17,22.09,20.133,16.56,15.5,,,17.456229448,4.6810857572,16.78,0.5931643324,0.85334958,13
-1.5,-1,Southern Miss.,South Alabama,-6.5,0.1,-4.14,-1,-3.4,7.97,-7.291,1.16,-9.941,5.5,4.1,5.3,-2,-6.36,6.68,11.5,-2.019676,-4.2,-1.4,-0.35,1.82,-1.12,-2.54,-3.99,-7,-1.2649,-3.33,,,-1.9,0,-2.107541061,-4.54,-1.65,-3.598735824,,-4.72,3.8218,-21.46177669,,,,-2.2,-0.2,-2.360088546,-8.4,-9,-10.29,-3.367,2.51,0.01,,,-1.483951322,4.7738790796,-2.009838,0.4916674488,0.4644631423,-1
23,24,Coastal Carolina,South Carolina,7.5,24.8,19.18,24,26.73,23.45,18.63,23.04,19.274,34.6,31.7,33,28.3,8.53,26.96,14,17.07502,23.5,25.3,23.33,25.43,19.03,29,28.51,22,22.3386,25.2,,,21.96,0,26.632496517,8.11,21.87,16.574038999,,19.74,22.8278,32.960593298,,,,36.525,26.5,2.747339598,17.15,4,22.9,23.513,18.77,19,,,22.561998888,6.4643911557,22.97,0.4756810214,0.905216082,24
-3,-3,California,Stanford,-3,-3.25,0.91,-3,0.74,-0.62,-1.882,-2.33,1.821,-6,-4.3,-5.4,0.2,-2.31,-4.56,-5,2.268555,-3.5,-2.4,0.39,1.1,0.09,-0.54,1.94,-3,0.4377,1.51,,,-3.99,0,2.7895259885,-6.8,-8.29,2.572591357,,0.91,-3.4135,-3.322519768,,,,2.5,-0.2,-1.1277437,-6.6675,-9,-3.72,-0.87,0.19,3,,,-1.466840691,3.015169526,-0.745,0.5267228923,0.4639713344,-3
-8.5,-9.5,Tulane,Temple,-8,-8.04,-7.24,-9.5,-6.43,-11.92,-12.953,-9.06,-8.821,-12.3,-12.3,-12.7,-6.2,-9.66,-10.95,-12.5,-3.844536,-12.3,-10,-7.77,-7.17,-12.03,-5.71,-5.64,-10,-4.2236,-5.09,,,-8.48,0,-5.866180626,0.33,-8.1,-5.326585331,,-4.93,-11.9028,-5.009126041,,,,-10.375,-6.9,-2.257139253,-15.05,-5,-8.56,-7.711,-7.9,-2.5,,,-8.403092549,3.2806320094,-8.07,0.5190955732,0.302777304,-9.5
10,9,Arkansas,Texas,19,9.61,9.55,9,8.6,14.76,16.257,12.76,19.267,13.9,14.4,14,8.7,12.49,13.27,14,10.79743,13.9,8.2,13.29,11.02,19.01,10.18,8.94,7,10.9905,9.81,,,10.04,0,10.459397742,15.56,3.5,10.02723643,,8.64,9.2831,17.800539404,,,,14.945,11.6,5.3386619656,23.1,7,15.33,9.891,11.89,8,,,12.149191604,3.831948291,11.31,0.5544697067,0.7707093596,9
18.5,18,Louisiana-Monroe,Texas St.,17,16.46,16.97,18,24.61,17.91,6.218,18.21,15.981,17.1,19.2,19.4,20.9,13.8,19,17,24.33428,15,22.7,21.07,21.75,18.78,25.45,22.96,22,18.5989,23.19,,,17.59,0,24.55952071,16.23,19.22,19.535442243,,16.73,24.2811,17.261328438,,,,17.9,19.6,1.7162726816,15.75,12,24.94,23.499,19.06,17.5,,,19.299681074,3.7659668511,19.03,0.5225487992,0.8807042113,18
-3,-2.5,East Carolina,Texas-San Antonio,-3,-1.29,-6.23,-2.5,-3.36,1.45,-6.824,-4.5,-2.184,-3.9,-3.8,-3.6,-7.3,-4.94,-2.3,-1.5,-6.02816,-2,-3.7,-1.04,-1.91,-1.3,-0.52,-7.9,-7,-3.2348,-5.86,,,-4.13,0,-5.242469291,-12.99,-9.18,-4.663413667,,-7.26,-2.4572,0.159064358,,,,11.3,-4.3,-1.868823924,-9.45,-8,-5.78,-4.026,-1.89,-2,,,-3.896001074,3.7306640656,-3.85,0.4757760195,0.4059317733,-2.5
26,28,Ball St.,Toledo,14.5,25.06,22.61,28,34.44,32.2,15.524,22.67,19.148,26.7,27,28.2,27.1,15.64,24.72,19.5,30.25178,24,28.5,26.07,27.74,21.92,32.41,30.49,36,24.7643,30.17,,,25.8,0,29.702533685,31.63,33.55,20.96940376,,24.69,28.5781,46.725608735,,,,31.725,29.1,1.6211100952,24.5,17,23.63,26.416,23.12,21,,,26.043477936,5.1360350597,26.243,0.4664623108,0.9400678726,28
12.5,10.5,Georgia St.,Troy St.,20,13.44,14.67,10.5,10.38,16.17,14.388,13.29,23.112,8.1,10.4,9.9,14.8,19.44,13.37,6.5,16.3474,12.5,13.5,16.45,14.22,18.96,17.99,15.07,13,11.7045,15.55,,,12.74,0,17.214879217,20.05,12.66,16.28874566,,13.16,6.8806,17.969957441,,,,17.1,14.7,14.072812491,18.2,14,17.83,12.862,12.13,13,,,14.451703122,3.584544716,14.304,0.5683455293,0.8118354125,11.5
-21,-21.5,South Florida,UAB,-17.5,-22.23,-23.23,-21.5,-25.86,-27,-18.531,-18.01,-21.628,-23.3,-23.5,-25,-26.7,-11.69,-16.86,-6.5,-24.32436,-25,-20.6,-20.45,-20.33,-19.18,-25.39,-28.07,-29,-22.1857,-26.47,,,-21.12,0,-27.12992336,-24.46,-22.07,-20.06608706,,-23.2,-16.7998,-21.49900129,,,,-26.875,-24.5,-3.187854172,-27.188,-20,-23.3,-24.666,-14.72,-17,,,-22.04084676,4.6786248214,-23.215,0.490680188,0.0922595253,-21.5
