lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
7.5,8.5,Houston,Arizona St.,4,,7.36,,6.79,15.41,,,,,,,,,7.64,,6.094858,,8.7,9.01,8.54,8.63,10.7,4.02,6,,10.08,,,7.41,0,2.19,9.51,9.905352783,,2.79,7.6356,36.592996443,,,,,7.4,10.142902521,1.7041431796,,-3,,12.533,8.81,4.35,,,7.8260685322,3.0014603318,7.64,0.4882453835,0.6852987542,8.5
1,-1.5,Auburn,Arkansas,1,,-0.07,,3.16,2.87,,,,,,,,,0.53,,-2.571415,,0.8,1.55,1.05,-0.96,5.39,0.61,-8,,2.15,,,1.15,0,-4.55,1.18,3.268301688,,0.47,-4.5411,-5.758409282,,,,,-2,0.114630394,-4.00636498,,-1,,0.219,0.73,-2.65,,,0.0359766833,2.8559849682,0.61,0.5267958378,0.5008864421,-1
2,2,Georgia Southern,Arkansas St.,1.5,,3.45,,0.29,-2.78,,,,,,,,,0.2,,1.043968,,0.3,3.36,2.21,1.5,6.71,0.55,1,,2.41,,,0.99,0,0.28,0.9,5.820287589,,0.01,1.4884,17.1620999,,,,,4.440892E-16,5.52404017,-1.175431964,,-1,,2.046,2.24,-1.53,,,1.5805078304,2.1536061049,1.043968,0.4926518639,0.5391437017,2
10.5,9.5,Akron,Buffalo,14,,13.66,,9.91,22.26,,,,,,,,,10.88,,13.11917,,12,12.12,12.77,12.73,11.96,8.88,11,,9.13,,,11.33,0,13.87,14.55,4.8019199762,,8.47,14.8801,8.6367311379,,,,,15.1,17.814654243,-1.290909424,,11,,8.95,15.3,9.95,,,12.377433769,3.4537520132,12.12,0.5499245061,0.776077105,10
16,15.5,Massachusetts,Central Mich.,24,,16.93,,22.57,22.03,,,,,,,,,18.26,,22.18371,,21.6,21.91,19.93,25.52,23.36,19.21,20,,22.37,,,14.55,0,22.3,24.76,28.930873364,,14.4,13.5225,19.870533318,,,,,19.2,18.874206902,23.928468758,,17,,29.704,17.07,19.19,,,20.895011611,4.0526708075,21.6,0.5926047893,0.898070253,16.5
-27,-27,North Texas,Charlotte,-27,,-34.99,,-32.79,-26.06,,,,,,,,,-19.4,,-39.58778,,-24.3,-22.06,-23.67,-23.02,-23.83,-38.77,-34,,-30.66,,,-18.22,0,-29.76,-28.26,-31.24303048,,-27.27,-22.2509,-41.84757126,,,,,-28.4,-40.60602761,-30.0600265,,-33,,-23.177,-22.96,-25.61,,,-27.91578952,6.1575506449,-27,0.4844525385,0.051141538,-27
5,5.5,Baylor,Cincinnati,15.5,,8.32,,10.05,-1,,,,,,,,,3.81,,11.31371,,3.3,7.81,6.2,8.33,9.66,13.53,1,,5.42,,,3.39,0,16.12,12.75,8.667217391,,11.02,2.6883,-0.11989699,,,,,7.2,9.171832157,1.6616999736,,12,,5.86,6.95,5.47,,,7.7012423819,4.3009354489,7.81,0.5379979947,0.679581726,5.5
10,8,Middle Tenn.,Delaware,14.5,,8.87,,11.99,13.2,,,,,,,,,5.63,,14.218,,10.9,14.1,12.85,17.44,13.47,12.88,6,,14.71,,,9.14,0,15.92,13.07,9.5858253886,,13.98,14.8762,26.519688644,,,,,13,10.011078036,13.577340068,,12,,4.687,6.74,13.31,,,11.803124137,3.3835476108,13,0.5658865476,0.7656044791,9
-10,-12.5,Ohio,Eastern Mich.,-11,,-12.91,,-11.06,-11.46,,,,,,,,,-13.35,,-12.43661,,-11.4,-8.85,-9.35,-10.24,-9.17,-17.35,-16,,-15.4,,,-10.91,0,-12.12,-16.7,-9.027136298,,-14.46,-15.8381,-2.256299424,,,,,-12.9,-13.97543669,-3.599999136,,-13,,-14.229,-9.79,-12.45,,,-12.49505132,2.5096808761,-12.43661,0.5000865512,0.2193277091,-12.5
-1,-3,Kennesaw St.,Florida Intl.,1,-3.46,-16.3,,-9.07,-0.72,,,,,,,,,5.2,,-12.39982,,-0.8,2.35,0.77,1.35,5.02,-10.35,,,-2.13,,,2.51,0,-0.1,-6.33,-8.614009196,,-3.5,-2.4887,-16.92242979,,,,,-1.4,-17.75122956,-2.762478877,,-6,,-13.712,-9.51,-8.25,,,-4.34743035,6.5121228192,-2.4887,0.4772236738,0.4003213581,-3
-2.5,-3.5,San Diego St.,Fresno St.,5,,-8.39,,-14.99,-2,,,,,,,,,0.32,,-10.47837,,-3.1,-0.5,-1.82,1.83,-2.54,-12.12,-11,,-7.56,,,0.92,0,-9.96,-11.95,-8.449516584,,-9.17,-0.7744,22.77764505,,,,,-1.8,-10.78238064,-3.573156126,,-9,,-13.6,-5.16,-2.37,,,-5.617786689,5.5100635732,-5.16,0.4638379683,0.3695132613,-3.5
-6.5,-6.5,South Alabama,Georgia St.,0.5,,-7.91,,-6.95,-8.07,,,,,,,,,-7.27,,-5.712788,,-7.8,-6.33,-7.46,-3.67,-10.02,-8.42,-16,,-8.94,,,-6.88,0,-9.22,-5.05,-7.443325741,,-3.88,-11.1794,-17.40553122,,,,,-8.3,-11.78765467,-8.962786448,,-8,,-6.076,-4.99,2.11,,,-7.069966736,3.6329737957,-7.443325741,0.4900978866,0.3326838694,-6.5
