lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linekerns,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
4.5,4,Oregon,Indiana,12.5,5.94,5.29,,2.4,-0.01,4.036,,,4.5,3.6,4.7,1.8,1.8,2.53,0.01,,-1.1,,1.53,0.43,-0.3,5.09,4.91,6,,4.16,,,2.98,1,,6.58917842,15.87,-3.57,1.679395218,,-0.023,4.1318,4.665120083,,,,4.7,10.887970652,1.05,4,,7.5,1.88,3.64,,,3.5222234436,3.7102658397,3.6,0.4917037303,0.5852130162,4
-3,-3,Miami (Fla.),Mississippi,-1.5,-5.53,-4.51,,-6.32,-5.93,3.96,,,-0.8,-2.1,-2.2,-4.8,-2.25,1.31,-1.5,,-2.1,,-3.67,-3.56,-2.28,-4.74,-4.48,-2,,-5.78,,,-1.74,1,,-6.255066497,-9.66,-7.22,-3.670876262,,-0.008,-4.213,-9.596530983,,,,-3.7,1.6792349136,1.05,2,,-12,-0.99,0.34,,,-3.298392205,3.1687256651,-3.56,0.4948000079,0.4195728647,-3
