lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
-6,-8.5,Central Mich.,Akron,-9,,,,-2.4,,-7.1,-8.784,-4,,-4.1,-5.3,-5.2,-4.6,-6.4,-3.52,1,-7.5,-3.7,,-2.46,-1.34,-3.16,-4.54,-1.21,-3,-2.4194,2.05,,,,0,-5.4,-7.18,-2.44228882,,0.37,-7.2896,,,,,-8.45,-5.7,,,,-9,-3.66,-5.165,-7.08,-4.91,-4.351220873,2.7388561611,-4.54,0.5720806855,0.3939357871,-7.5
13.5,10.5,Vanderbilt,Alabama,12.5,,,,5.51,,6.29,7.223,11.4,,7.5,9.6,8.5,12.8,-5.29,18.35,9.5,1.2,11.2,,12.28,12.88,9.39,17.17,10.14,8,6.9309,7.22,,,,0,7.11,-2.46,-7.093006641,,7.64,10.522,,,,,15.82,13.7,,,,-3,15.56,2.322,16.96,-4.62,8.3562088897,6.3921006518,9.39,0.4637421517,0.6867410112,10.5
1,1,Oregon St.,Appalachian St.,10.5,,,,-6.7,,-8.92,-4.462,-4.48,,-0.2,-1.8,-0.8,-0.9,5.55,-4.4,8.5,5.6,-1.5,,-0.07,-2.96,5.63,-4.72,-10.75,-10,0.0596,1.33,,,,0,13.07,-3.55,-0.028888794,,-4.33,-0.7645,,,,,-4.575,-6.4,,,,5,0.94,-5.049,-3.73,-1.14,-1.243932994,5.5076453405,-1.5,0.461689483,0.4705965177,0.5
20,20,Oklahoma St.,Arizona,15,,,,23.54,,19.77,14.831,20.23,,13.7,14.1,14.4,10.3,16.97,9.17,7,38.9,17,,17.51,17.62,18.93,18.35,29.27,33,16.6711,19.25,,,,0,37.21,15.34,20.423832159,,25.62,18.2911,,,,,43.4,20.4,,,,24,14.73,22.445,15.11,25.25,20.113091884,8.2791193893,18.2911,0.5018692854,0.8686246857,20
-10.5,-13.5,Texas St.,Arkansas St.,-11,,,,-15.2,,-3.13,-8.053,-10.93,,-9.5,-10,-11.7,-11.8,-8.65,-10.81,-10.5,-25.4,-11.5,,-10.04,-9.65,-11.48,-11.98,-14.63,-18,-9.2582,-15.6,,,,0,-20.37,-5.91,-9.323965315,,-9.64,-13.5979,,,,,0.75,-11.6,,,,-14,-12.05,-14.805,-8.14,-14.19,-11.44509289,4.6344660713,-11,0.5353802456,0.2452336754,-13
18.5,18.5,West Va.,BYU,19.5,,,,30.04,,23.86,11.765,23.19,,16.9,16.1,16.8,19.7,17.12,16.66,16.5,23.9,23.5,,18.08,16.59,19.66,20.88,33.49,30,23.5075,26.56,,,,0,30.69,23.33,21.524469449,,25.3,23.0151,,,,,22.55,20.9,,,,21,22.03,23.316,18.61,24.67,21.825396044,4.8181137346,22.03,0.557041611,0.9050464821,18.5
-17,-14.5,Ohio,Ball St.,-15,,,,-14.05,,-23.51,-15.136,-13.09,,-20.4,-19.7,-22.9,-17,-10.79,-12.95,-16,-31.4,-16.5,,-11.16,-12.12,-11.24,-13.37,-17.83,-20,-10.8017,-16.8,,,,0,-18.86,-20.43,-17.23930859,,-11.52,-24.1247,,,,,-18.675,-17.9,,,,-17,-15.22,-25.876,-12.76,-13.61,-16.90796087,4.8552007841,-16.5,0.4586418961,0.1550882287,-14.5
6,6.5,Kansas St.,Baylor,5,,,,1.59,,7.59,11.168,2.51,,7.7,5.9,7.3,1.7,5.98,1.04,2.5,4.2,3.6,,6.65,5.55,6.98,7.81,-3.13,-2,2.637,5.24,,,,0,8.68,2.37,8.054486592,,-1.68,-1.068,,,,,9.35,6.2,,,,5,6.84,5.41,-0.91,8.43,4.5209541392,3.6323232167,5.41,0.4656565981,0.6089477502,6.5
7.5,10,Eastern Mich.,Buffalo,11,,,,13.7,,20.19,7.125,9.4,,13,12.1,14,7.4,10.38,9.16,15.5,-1.7,12.8,,11.95,12.83,12.81,11.48,13.86,9,4.4596,14.4,,,,0,15.47,19.41,10.268731322,,10.99,5.254,,,,,4.575,13.8,,,,10,9.79,11.937,7.12,4.37,10.84331307,4.4484556479,11.48,0.5145585378,0.7438695001,10
-3.5,-3,Duke,California,1,,,,-14.71,,-10.14,-3.204,-2.07,,-3.1,-5.7,-4.9,-0.6,-2.57,0.54,-1.5,-3.6,-3.5,,-0.34,-2.51,0.64,0.01,-10.76,-5,-2.9435,-6.75,,,,0,2.37,-8.07,-5.606998623,,-2.71,-4.7696,,,,,-6.7,-4.2,,,,-4,-4.7,-19.785,-3.55,-6.36,-4.417851473,4.5232992895,-3.55,0.4755481954,0.3948622811,-3
