lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
8.5,7.5,Air Force,Connecticut,16,6.36,6,6.5,11.06,7.45,17.515,10.74,13.967,11.6,11.6,11.3,5.9,9.49,2.69,22.5,8.064095,7.3,9.4,10.45,9.69,11.97,10.53,8.04,7,8.7838,8.5,,,8.64,0,6.2748449222,12.81,9.56,3.84933754,,7.91,8.4322,6.6982810653,,,,4.525,8,1.1740001748,15.75,9,10.19,2.444,1.96,0.5,,,9.1186319366,4.3207611063,8.7119,0.5279559058,0.7096010486,7.5
6,3.5,Virginia,Duke,-2.5,3.83,-0.42,4,4.79,13.5,1.029,0.18,-1.253,6.9,8.7,8.7,-0.4,-1.85,2.66,11,2.694363,4.6,7,3.93,4.14,1.67,6.16,-0.26,-1,2.6595,1.55,,,5.89,0,1.813178968,-6.15,3.07,2.546830096,,-0.41,2.2239,-6.731102372,,,,-0.95,3,-0.586189538,-2.1,-4,2.73,10.099,3.56,6,,,2.9833193016,4.032333147,2.6771815,0.4910494124,0.5720013567,3.5
2.5,3,Memphis,East Carolina,0.5,1.77,2.59,3,2.05,0.37,-4.246,0.46,3.35,1.4,1.2,1,0.1,1.88,-1.43,0.5,4.372295,0.4,1.6,1.39,2.38,1.7,-0.36,4.83,1,0.4248,3.68,,,-1.63,0,4.003300136,7.23,5.1,6.152390473,,2.84,2.5151,2.654670077,,,,6.925,2.3,0.5759346852,2.1,-1,-1.36,6.273,2.43,-3,,,1.8697471402,2.5205263105,1.735,0.4802412732,0.5461254423,3
-2.5,-2.5,Liberty,Florida Intl.,4,-4.96,-0.47,-3,-0.77,-8.96,-2.099,-0.74,2.713,-5,-5,-5.3,-1.1,2.81,-5.1,-4.5,-1.646271,-2.4,-1.5,-0.25,-1.93,0.18,0.59,-1.27,-1,-0.1342,-0.51,,,-2.44,0,-1.142708975,1.27,0.96,5.701674348,,-0.02,-2.2981,-8.225825321,,,,-5.5,-2.5,1.249905022,1.4,-1,3.75,-3.887,-3.76,0.01,,,-1.320315141,2.9736889453,-1.121354488,0.5205730114,0.467546633,-2.5
13,14,Virginia Tech,Florida St.,12.5,13.48,16.79,13.5,19.12,10.52,8.256,14.66,15.899,9.2,12.9,11.6,16.3,11.92,8.63,1,18.55306,16,15.1,13.37,13.76,12.7,15.39,22.13,17,10.8055,20.19,,,8.67,0,22.249692737,26.96,19.05,11.824949827,,18.61,12.9665,18.440064654,,,,30.2,19.4,0.145141826,17.5,10,3.27,12.558,13.04,1,,,14.376817564,5.9464456596,13.62,0.5064134822,0.8009916434,14
5.5,3,Wyoming,Fresno St.,10.5,7.11,3.04,3.5,3.67,6.2,13.029,5.54,6.51,4.6,4.4,4.6,1.5,5.6,5.03,9.5,2.663895,3.7,5.4,5.53,5.02,7.9,3.68,1.04,3,2.5862,2.13,,,5.22,0,3.127442737,4.44,10.51,3.963553791,,1.13,7.5194,-5.678720692,,,,4,5.9,1.162219018,9.6145,4,6.27,-0.718,3.07,3,,,5.0131497882,2.8445771322,4.6,0.535103564,0.6215899682,3
6.5,6.5,Texas,Georgia,9,6.54,7.51,6.5,9.45,1.22,7.899,4.91,9.197,4.8,5.4,5.8,11.7,7.03,4.53,0.5,8.061312,5.1,5.5,6.84,5.35,7.2,8.76,6.76,1,2.3847,6.65,,,5.21,0,8.910433195,7.83,9.57,7.392377315,,7.65,4.2586,8.5793374747,,,,7.63,5.7,1.2004310836,6.468,4,9.87,8.369,8.38,5.5,,,6.5457605628,2.4502334923,6.8,0.5008005675,0.6576095929,6.5
2.5,3,Coastal Carolina,Georgia Southern,1,5.06,0.87,3,3.84,8.78,0.457,3.37,-2.603,4.3,4,3.5,2.7,-3.01,1.75,4.5,2.180576,3.3,2.7,3.3,4.86,1.93,2.98,3.29,2,3.1968,4.48,,,1.75,0,4.077459183,0.66,1.09,-3.019548684,,2.9,5.7579,12.840995549,,,,6.95,4.5,-0.814801912,-1.4,-3,-1.65,-5.958,0.6,2,,,2.2747296625,2.8519548963,2.8,0.487339635,0.5558665119,3
-6.5,-7.5,Marshall,Georgia St.,-10,-8.48,-11.03,-7.5,-11.5,-8.64,-2.157,-11.69,-20.648,-9.8,-9.3,-10,-12.2,-13.44,-10.41,-11.5,-11.5281,-7.4,-7.4,-9.66,-9.41,-11.16,-10.28,-14.55,-17,-8.1267,-13.52,,,-9.12,0,-12.11491533,-13.35,-6.71,-12.07620151,,-8.73,-14.7717,1.896732687,,,,-13.5,-10.1,-21.99364986,-8.428,-14,-9.81,-9.049,-7.87,-6.5,,,-10.57399042,3.135621154,-10.05,0.4465789555,0.2575261026,-8
14,16,Maryland,Illinois,17,16.56,14.72,14.5,18.51,21.31,13.91,12.45,14.352,16.8,16.1,16.8,12.8,12.12,11.08,15.5,16.57358,14.5,14.1,15.78,14.99,16.54,17.59,14.93,14,12.3651,16.73,,,12.05,0,16.881929602,9.18,17.49,13.740354896,,13.34,9.0395,20.88259329,,,,15.6,16.2,3.1767266716,22.75,7,17.24,12.316,12.23,18,,,15.104211612,2.8187710301,15.245,0.4843616237,0.8246515621,16
29.5,30,Wisconsin,Indiana,30,30.45,31.21,30,33.73,28.16,22.213,31.08,30.451,29,28.8,30.6,34.1,18.23,25.65,24.5,38.36918,26.5,29,25.28,22.57,27.8,28.74,35.39,37,28.5453,35.13,,,23.14,0,38.476951127,53.67,20.47,27.048632789,,27.94,30.4086,26.036244825,,,,32.6,31.2,23.794644345,27.65,28,26.35,33.904,24.56,26,,,29.647916598,6.051122858,28.9,0.494014301,0.9589948631,30
-2,-3,Kennesaw St.,Jacksonville St.,-0.5,-4.35,-6.71,-3,-6.54,3.12,-0.329,3.35,-8.529,2.9,3.4,3.9,-3.8,-6.19,10.47,15,-5.872623,-0.6,-2.4,2.19,1.64,0.89,4.02,-6.13,-7,-0.4057,-4.9,,,4.12,0,-6.239919599,3.27,-4.46,-6.604192294,,-4.03,7.9423,-4.089867892,,,,-1.025,0.3,-2.261642032,-8.05,-4,1.27,-4.976,-2.52,-5,,,-0.984478372,5.2950449782,-0.8125,0.5344937696,0.4766270173,-3
20,21,Appalachian St.,James Madison,22.5,18.81,20.39,21,26.46,26.78,21.458,18.59,23.958,19.9,21.6,22.2,20.6,15.88,17.55,16,24.94061,23.5,19,22.44,21.09,23.2,25.86,23.67,23,17.5346,24.52,,,19.7,0,23.484494118,24.87,25.06,21.485182096,,18.37,23.396,20.927601059,,,,31.45,21.7,5.7716593524,31.85,17,27.24,24.786,18.19,24.5,,,22.437822155,3.629989952,22.47,0.5249662495,0.9150799741,21
6.5,4.5,Arkansas,LSU,13.5,6.35,7.12,5.5,9.03,14.68,14.339,9.84,17.481,14.5,14.5,14.9,6.9,10.77,7.32,5.5,7.012325,7.5,7.8,12.87,10.73,15.98,12.49,9.26,4,5.1918,9.89,,,8.56,0,7.549871294,9.53,8.08,7.672630752,,9.68,6.641,-6.629123561,,,,3.88,9.6,4.5279392648,17.92,6,13.31,9.427,8.91,10,,,10.005365676,3.6009133735,9.4785,0.5947670764,0.7298491294,5.5
-3.5,-4,South Alabama,Louisiana-Monroe,4.5,-7,-3.4,-4.5,-5.71,-6.25,-0.171,-6.58,7.139,-8.5,-9.8,-9.5,-8.2,17.57,-9.95,-5.5,-5.062243,-1.5,-7.6,-3.97,-6.78,0.53,-7.28,-7.94,-9,-4.7711,-6.09,,,-7.55,0,-7.958083999,-2.25,-3.08,0.7826729406,,-4.07,-8.5927,-9.809963485,,,,-13.1,-6.8,11.200549804,1.75,-6,-3.75,-5.364,-7.4,-2,,,-4.504936351,5.4341485954,-5.9,0.4913602534,0.3945266036,-4
3,2.5,Clemson,Louisville,14,4.7,6.73,3,0.22,-1.97,8.008,5.94,8.815,-0.9,0.3,0.4,4,9.65,3.15,0.5,5.773411,4.6,-1.1,2.62,0.7,7.84,-1.32,3.29,4,1.2882,4.11,,,-0.31,0,6.141641557,9.85,-3.63,8.342744289,,5,4.6796,-14.50284999,,,,1.4,0.4,2.7362625652,14.7,7,0.93,-1.893,2.23,17,,,4.0046399211,4.7395886853,3.645,0.525898052,0.5951638314,2.5
-10.5,-11.5,Northern Ill.,Massachusetts,-8.5,-11.09,-10.94,-11.5,-13.69,-10.92,-7.568,-11.49,-21.969,-12.3,-12.7,-12.6,-13.2,-13.39,-14.41,-11,-10.47066,-15.5,-11.8,-9.54,-9.24,-11.06,-10.24,-12.24,-17,-8.5308,-11.59,,,-12.05,0,-13.32884107,-9.84,-9.75,-14.68118821,,-7.74,-16.0668,-6.882962103,,,,-3.85,-10.4,-11.18905564,1.4245,-9,-10.58,-17.004,-11.08,-1.5,,,-11.23561973,4.0367589627,-11.085,0.5045800543,0.2471757121,-11.5
14.5,14.5,NC St.,Miami (Fla.),13.5,16.54,16.01,15.5,15.57,19.8,13.274,16.13,17.663,29.4,19.7,20.6,18.9,12.86,13.69,15,18.18148,18,17,16.25,15.61,16.29,18.73,18.43,14,14.9883,17.57,,,15.9,0,20.671052387,24.23,17.92,13.64618015,,14.84,20.856,29.85056359,,,,24.125,18.4,0.5262397876,14.35,10,14.84,17.609,14.2,14.5,,,17.244350313,3.38549231,16.415,0.5476477799,0.8550613224,14.5
-3.5,-4.5,Toledo,Miami (Ohio),2.5,-4.83,-4.47,-4.5,-7.05,-2.52,-0.442,-3.11,-3.715,-3.2,-3.5,-2.1,-4.9,0.65,-1.56,4,-6.413761,-3.8,-3.4,-0.9,-3.25,1.24,-1.72,-8.23,-9,-3.3322,-7.12,,,-2.55,0,-6.72789551,-10.47,-7.48,3.293007946,,-6.25,0.4076,7.4140109538,,,,-8.475,-7.2,1.1030570516,-0.7,-7,6.17,2.492,-1.18,4,,,-2.871081214,3.9745884759,-3.225,0.5282092938,0.4306207335,-4.5
-6.5,-7,Penn St.,Michigan St.,-1,-10.23,-7.83,-7,-11.24,-15.77,-1.262,-10.87,1.237,-12.7,-13,-14.5,-16.1,-4.88,-15.55,-12.5,-10.36366,-11.4,-13,-11.26,-12.16,-10.95,-13.21,-12.03,-18,-9.0579,-11.68,,,-13.84,0,-10.27029387,-9.15,-7.21,-8.956155012,,-7.17,-16.4814,-8.48617521,,,,-7.6,-12.6,-0.312727421,-8.4,-7,-8.8,-13.272,-12.14,1.5,,,-10.34241022,4.5154149785,-11.25,0.4425182496,0.2661940077,-7.5
13,11.5,Florida,Mississippi,20,10.49,13.58,14.5,15.36,9.52,17.416,13.48,13.334,12,13.1,13.5,13.7,14.68,14.37,13,18.22405,16,11.3,12.38,9.81,14.88,13.85,13.89,13,10.1092,12.55,,,13.45,0,15.728177408,20.15,19.82,12.599720143,,11.76,17.4681,22.69214073,,,,24.275,10.4,3.8684614848,18.9,16,18.25,15.595,14.5,11,,,14.435481189,3.2688044896,13.64,0.5509861892,0.8125391257,12
6,7,Mississippi St.,Missouri,7.5,8.46,5.88,7,9.27,14.11,11.135,7.85,9.468,10.9,10.5,10.8,8.2,7.37,9,15.5,9.769333,6.9,8.9,10.48,9.64,12.1,10.4,9.35,8,7.1412,7.88,,,8.72,0,8.063221816,16.24,7.72,7.726507211,,7.92,10.3791,4.0682142161,,,,15.07,8.1,1.4468898252,9.45,6,8.76,9.772,9.32,8,,,9.5436090507,2.3299420361,9.135,0.5444320802,0.7232490923,7
4.5,4.5,UTEP,Missouri St.,15.5,4.2,7.75,4.5,9.78,4.35,10.132,6.9,18.188,6.9,6.2,8.3,5,13.3,6.57,4.5,9.193914,3.1,6.6,9.16,6.49,12.3,9.46,5.58,4,3.4568,7.52,,,6.06,0,5.544826524,5.36,9.53,12.600528567,,6.11,6.4266,-8.411153844,,,,6,4.9,3.5342679848,15.9075,5,16.38,3.426,8.11,11,,,8.0446542273,3.8217346195,6.75,0.5612632859,0.6882341324,5
-10,-10,South Florida,Navy,-2,-9.84,-13.1,-10,-17.62,-7.61,-1.166,-7.81,-13.021,-7,-9.5,-9.9,-10,-5.81,-5.42,7.5,-16.97784,-7.1,-12,-9.67,-9.81,-5.63,-15.85,-18.78,-21,-10.6409,-17.35,,,-12.2,0,-16.82699702,-9.28,-18.59,-13.38238419,,-13.92,-11.0067,-21.54215683,,,,-31.2,-10.7,-0.974771032,-9.1,-7,-14.98,-15.414,-7.25,-16,,,-11.42389553,6.3476078952,-10.67045,0.4758868391,0.2527297247,-10
-8,-9.5,San Jose St.,Nevada,-5,-7.94,-9.1,-9.5,-11.93,-13.31,-7.301,-5.89,-10.608,-8.9,-9.4,-9.6,-14.1,-7.36,-6.63,-4.5,-9.112104,-10.7,-8.7,-8.03,-9.3,-9.22,-7.05,-9.63,-11,-7.9068,-8.72,,,-6.6,0,-9.824076981,-11.23,-1.45,-6.601921974,,-5.14,-9.8038,-30.87996785,,,,-11.9,-8.9,-22.00491134,-3.871,-8,-9.89,-8.837,-8.84,-3,,,-8.420642574,2.6599397669,-8.87,0.5188565965,0.3011313017,-9.5
14,14.5,Colorado St.,New Mexico,19,11.38,15.21,14,20.64,6.71,9.954,11.69,20.478,9.6,10.4,10.7,14,15.3,11.03,7,17.54962,14,13.1,12.61,10.97,12.07,16.54,16.81,17,11.27,18.43,,,13.01,0,18.226489867,13.61,18.96,16.542068241,,14.87,10.5359,3.989533235,,,,23.525,10.7,3.1040500524,22.4,12,21.08,19.415,13.02,15,,,14.608401953,4.1670919303,14,0.5018760709,0.812406918,14.5
-9.5,-10,Michigan,Northwestern,-6,-12.52,-7.7,-12,-10.33,-6.57,-3.605,-12.06,-8.677,-10.4,-10.7,-10.8,-9.5,-5.5,-15.61,-10.5,-3.911165,-17,-10.4,-7.03,-7.07,-10.86,-4.45,-12.85,-6,-9.0581,-10.65,,,-6.93,0,-8.167784093,-10.45,-4.19,-4.944074024,,-7.06,-10.184,-0.050497586,,,,-11.575,-10.3,-2.204575944,-10.15,-8,-7.78,-4.138,-7.1,-9,,,-8.793003078,3.0989307754,-9.02905,0.5210336022,0.2940543116,-10
30.5,34,UCLA,Ohio St.,29.5,32.27,29.19,31.5,36.25,34.31,26.263,30.86,27.817,34.9,36.2,36.6,30.8,18.5,33.24,20.5,35.03973,28.5,33.9,31.05,27.34,33.02,37.93,33.92,32,34.0585,32.99,,,31.9,0,34.430514156,58.22,38.57,31.55522232,,26.92,33.5632,16.814843811,,,,34.525,33.8,15.156196741,30.45,26,33.33,30.229,28.63,24,,,32.176779162,5.9976311356,32.63,0.4690156849,0.9705927976,34
-20,-19.5,Kansas St.,Oklahoma St.,-13.5,-23.75,-21.3,-18.5,-22.66,-22.64,-9.433,-19.22,-21.77,-21.5,-22.7,-23.5,-25,-11.63,-17.36,-14.5,-22.81946,-24,-23.3,-18.75,-19.06,-18.34,-22.21,-24.98,-28,-19.9861,-23.04,,,-19.2,0,-26.35165177,-27.45,-21.42,-28.20136797,,-18.21,-23.4144,-40.06764173,,,,-26.875,-20.9,-24.08752572,-23.0055,-18,-25.53,-29.582,-18.18,-25,,,-21.70671199,4.4040000092,-22.65,0.4619398271,0.0946251646,-20
11,10.5,Troy St.,Old Dominion,10.5,13.7,8.99,10.5,11.53,5.09,2.72,9.97,16.292,6.8,5.7,6,9.3,8.54,5.45,10.5,9.335629,11.9,8.3,7.61,8.62,8.71,5.79,12.21,9,7.1752,11.62,,,3.61,0,11.735903666,7.87,10.15,6.724238388,,13.48,7.2549,9.8665881478,,,,16.425,10.1,1.4313815752,12.95,3,3.54,3.131,5.26,11.5,,,8.8770967764,3.3767922784,8.85,0.4717776093,0.7070894805,10.5
23.5,25,Minnesota,Oregon,16.5,25.53,23.3,25,33.9,26.09,13.638,23.62,26.783,22.5,24.3,24.5,29.2,15.21,24.84,17,28.71623,24,25.2,23.98,23.18,22.96,28.87,30.74,29,25.5191,31.03,,,20.96,0,32.022216859,29.11,15.41,20.00239987,,25.9,27.9928,52.532031555,,,,38.925,24.9,11.862611362,18.55,14,25.41,23.739,23.58,14.5,,,24.527693668,5.4261306677,24.67,0.4919178452,0.9274253135,25
-10,-12.5,Notre Dame,Pittsburgh,-5,-11.32,-9.43,-12.5,-12.79,-10.46,-3.514,-8.89,-9.218,-13.8,-12.7,-13.2,-13.5,-5.59,-13.6,-6,-10.88025,-16,-12.4,-6.86,-6.75,-9.17,-5.86,-10.73,-14,-8.2402,-9.95,,,-9.07,0,-10.86321513,-10.16,-7.16,-7.387877541,,-7.84,-15.4249,-5.891002169,,,,-17.05,-11.7,-1.53875073,-4.55,-5,-8.32,-11.718,-11.92,0.5,,,-9.812911067,3.6628609158,-10.055,0.5465720336,0.2742289606,-12.5
-8,-11,Delaware,Sam Houston St.,-9.5,-6.89,-8.11,-9.5,-8.65,-4.26,-1.604,-4.26,-6.818,-5.4,-5.4,-6.1,-6.6,-9.33,1.34,6,-8.241318,-9.6,-8.3,-5.56,-4.27,-7.59,-6.11,-9.12,-11,-3.7367,-6.66,,,-3.71,0,-7.58686841,-17.59,-6.47,-5.984516951,,-7.67,-4.5706,7.4159303427,,,,-12.675,-6.7,-3.287483737,-6.3,-15,-6.52,3.611,-4.07,-1,,,-6.075150084,4.0614920629,-6.495,0.5846570028,0.3559211622,-10
1.5,2,Boise St.,San Diego St.,6,-5.75,0.52,3,0.94,-8.32,-1.451,-3.03,2.259,-9.5,-8.2,-9.1,-0.4,3.63,-8.4,-11.5,1.127821,2.6,-1.7,-1.81,-2.46,-1.49,-2.26,0.27,1,-3.2598,1.15,,,-6.85,0,1.2591447423,7.68,5.07,3.181091819,,2.21,-6.1211,19.788628267,,,,-0.725,-3.9,0.1157172292,1.4,4,1.78,1.065,-2.01,-1,,,-1.402371061,4.4919111928,-0.8625,0.4414829115,0.4662527536,2
6.5,3,Texas St.,Southern Miss.,18,3.95,9.03,4,9.16,-1.81,14.928,1.56,10.544,1.8,3.1,1.4,4.7,11.33,-2.13,-10.5,12.36241,4.8,10.1,6.58,4.57,6.3,9.69,7.57,10,3.499,8.01,,,7.04,0,8.7825803385,12.98,13.68,10.14607084,,8.59,-2.8786,2.2701229701,,,,25.525,4.3,2.1721015244,19.3795,12,20.57,11.65,6.95,10.5,,,7.8939490295,6.7404800957,8.3,0.5819605787,0.6758725475,3.5
39.5,40.5,New Mexico St.,Tennessee,26.5,36.81,29.76,39.5,40.99,35.77,28.886,36.64,28.261,48.3,45.3,46.5,39.5,17.74,41.72,26,26.51857,31.5,38.3,37.07,37.17,38.31,40.5,37.75,36,38.6693,34.1,,,36.96,0,35.122428929,22.59,30.37,29.436453021,,29,36.835,38.970332131,,,,59.575,38,7.3706830484,39.2,18,34.7,45.008,30.66,39.5,,,35.788043799,7.5909626953,36.8225,0.4218817653,0.9786854142,40
19.5,17.5,South Carolina,Texas A&M,26.5,15.65,18.71,19,22.72,15.34,20.266,15.13,25.276,14,14.9,15.5,17.2,17.09,11.03,7,23.0814,23,20.3,17.73,13.68,21.6,20.93,20.08,18,12.6676,21.4,,,15.68,0,20.404099874,28.79,20.18,22.172521188,,17.62,11.7288,15.849639863,,,,28.5,16.7,13.415084284,23.6285,15,22.71,20.38,16.69,10.5,,,18.611623027,4.8602398633,18.355,0.5191188941,0.8680051405,17.5
24,23.5,Central Florida,Texas Tech,24.5,26.38,25.55,23.5,26.99,29.37,19.13,18.66,24.728,18,20.2,19.3,24.1,17.51,15.86,11.5,30.67188,24,23.8,22.93,19.66,24.29,28.11,26.4,21,18.2111,27.49,,,22.85,0,30.37309943,26.69,24.93,30.993226345,,20.16,22.1132,38.510402574,,,,27,23.5,5.1817850748,26.95,19,29.43,28.541,21.21,25.5,,,23.714537644,4.4435824828,24.195,0.5037045908,0.9241158838,23.5
15.5,17.5,Florida Atlantic,Tulane,20.5,21.09,17.71,18,14.83,22.98,21.292,17.68,19.03,24,22.1,23.6,15.6,14.85,19.64,15,15.96699,22.5,16.4,17.82,17.49,21.58,16.35,18.34,11,13.9457,17.52,,,15.8,0,20.406420151,14.67,12.84,14.046448061,,16.42,23.5199,45.029360321,,,,23.075,17.8,2.907098306,26.95,8,15.4,16.876,16.1,27.5,,,18.505461455,3.8475284065,17.695,0.5174377313,0.870489964,17.5
-1.5,-2,Oregon St.,Tulsa,3.5,-3.37,-2.16,-3,-1.91,-5.2,-1.808,-6.49,7.516,-3,-3.6,-4.4,-2.3,0.43,-7.85,3.5,1.062902,-0.7,-1.2,-3.89,-6.17,-2.46,-4.08,-2.1,-5,-2.0154,-0.17,,,-5.08,0,-2.150620406,-1.22,3.92,1.1997789239,,-1.04,-12.2942,-8.912768101,,,,-2.625,-4.5,-8.15706768,0.35,1,-0.81,0.163,-4.5,3.5,,,-1.973788487,3.5789042278,-2.125310203,0.5004555915,0.4519099833,-2
-18,-17.5,North Texas,UAB,-17.5,-21.44,-21.76,-18,-17.3,-20.18,-19.339,-15.97,-20.384,-15.3,-15.2,-16.4,-21.3,-11.87,-14.5,-6,-23.95674,-23.5,-18,-15.67,-16.55,-15.3,-18.05,-27.77,-22,-16.3914,-24.35,,,-13.22,0,-24.55779775,-20.63,-21.24,-16.44476647,,-20.55,-14.5019,-11.32669339,,,,-22.45,-20,-3.020529186,-28.35,-25,-20.58,-22.726,-14.28,-24,,,-18.98779011,4.4593281458,-19.6695,0.4743298973,0.1256218291,-17.5
