lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
-6.5,-6.5,Fresno St.,Colorado St.,-14.5,-6.97,-7.75,-6.5,-10.11,-4.46,-6.021,-8.06,-13.38,-2.7,-4.1,-4.4,-6.5,-10.92,-8.16,2.5,-17.3,-5,-4.7,-5.2,-4.39,-7.55,-5.5,-7.63,-19,-3.903,-5.51,,-8,-7.9,0,-11.56,-8.87,-9.093386652,,-5.01,-5.4901,,,,,-11.2,-9.2,,,-17.325,-16,-11.72,-10.781,-4.69,-18.44,,,-8.262337166,4.5731689535,-7.69,0.4696305429,0.3091307661,-6.5
0,-1.5,Northern Ill.,Eastern Mich.,0.01,-3.04,-3.87,-1,-9.54,3.69,3.89,-4.08,-8.094,-3.6,-3.4,-4.5,-5.4,-3.18,-4.97,-7,-5.8,0.1,-0.3,2.39,0.22,0.49,6.4,-8.63,-7,-1.3875,-3.05,,-3,-1.8,0,2.04,0.93,-1.618996365,,-5.96,-9.3112,,,,,0.45,-1,,,0.7,-3,0.26,-7.821,-3.63,7.06,,,-2.309067409,4.095246262,-3.02,0.4859927815,0.4442015485,-1.5
5.5,5,UAB,Florida Atlantic,3.5,3.41,-1.14,4.5,-0.79,2.77,5.91,3.27,2.894,0.7,2.5,1.9,2.7,-0.9,2.45,1.5,-1.9,4.1,4,6.53,5.29,5.02,10.1,1.31,1,5.42,1.09,,6,4.91,0,9.42,3.49,5.5326161848,,2.31,0.4407,,,,,4.175,3.7,,,3.15,4,7.68,1.083,0.89,-2.12,,,3.0823829046,2.7979650733,3.022,0.466549841,0.5755384171,5
9.5,10.5,Pittsburgh,Florida St.,9.5,5.05,22.48,10.5,10.55,-3.47,8.055,8.39,25.098,3.4,5.3,4.3,7.7,14.29,4.87,-3.5,4.9,7.4,7.3,9.97,8.22,12.11,9.65,21.23,25,7.9903,9.11,,8,2.42,0,20.45,0.05,14.217204683,,17.69,6.4689,,,,,24.275,12.5,,,14.3745,5,5.07,3.635,12.87,23.72,,,10.265847617,7.4719974806,8.305,0.4960868297,0.7201274625,10.5
-2.5,-3.5,Southern Miss.,Georgia Southern,8,1.19,-10.24,-3.5,-3.39,21.35,7.225,3.99,-10.39,8.3,6.3,8.1,3.4,-8.11,6.95,11,-6.4,-1.5,0.4,3.34,2.12,4.27,3.32,-11.37,-9,-1.3423,-0.66,,3,2.23,0,-10.8,-5.64,-3.455041297,,-8.38,9.4481,,,,,-9.925,-0.5,,,-2.709,-13,-0.17,-0.373,-0.91,-2.46,,,0.1552189676,7.1275996897,-0.2715,0.5611174964,0.5035468249,-3
-3.5,-1.5,Appalachian St.,Georgia St.,-4.5,-5.12,3.2,-2.5,-1.79,0.18,-0.512,-4.31,-0.404,2.2,0.4,1.6,0.2,-3.07,-3.33,-0.5,-2.9,-3,-5.1,-0.05,0.18,-1.24,0.08,-0.9,-3,-0.9876,-0.72,,,-1.46,0,-17.25,6.85,1.812820816,,2.63,-4.0668,,,,,-9.325,-2,,,-3.5,-10,-2.9,0.062,1.04,-2.12,,,-1.631296902,3.8057398153,-0.9876,0.4977215138,0.4603478087,-1.5
14.5,14.5,Virginia Tech,Georgia Tech,20,11.08,12.88,15,13.59,14.45,16.179,12.77,19.415,13.5,16.2,16.1,9,13.63,10.19,3.5,15.8,17,14.5,15.13,12.54,19.67,15.3,14.24,13,9.335,14.93,,18,8.93,0,19.58,16.46,13.497749805,,15.92,10.9852,,,,,20.575,15.5,,,26.25,19,14.66,17.543,8.72,10.46,,,14.525248745,4.0648158552,14.58,0.5004373184,0.8114153674,14.5
2.5,-1.5,Utah St.,Hawaii,4,5.79,-10.34,-1,-14.87,11.29,7.388,-1.83,1.429,3.7,3.5,3.3,0.4,-0.05,-2.81,-0.5,-3.6,0.5,2.4,1.76,0.55,4.89,-1.35,-11.3,-9,-1.7704,-8.43,,-1,0.44,0,2.64,-2.7,-2.915786289,,-6.5,-2.8956,,,,,6.85,-2.9,,,-2.1,-6,2.93,-2.857,-4.15,0.94,,,-0.729294657,5.2843196475,-0.275,0.5132053495,0.4826775024,-1.5
-14,-14,Ohio St.,Illinois,-17,-15.53,-0.15,-14,-8.56,-8.37,-4.405,-12.65,-5.574,-12.8,-14.6,-15,-17.8,1.8,-19.49,-3.5,-11.6,-17,-15.3,-9.31,-8.21,-8.07,-16.07,-8.27,-9,-10.6958,-12.73,,-12,-15.61,0,-29.97,-22.4,-5.634634895,,-1.45,-20.9517,,,,,-14.55,-13.3,,,-0.3955,-11,-17.15,-22.9,-13.14,0.26,,,-11.72691587,6.9776395007,-12.69,0.5381704878,0.2501424828,-14
18,18.5,Louisiana-Lafayette,James Madison,16.5,20.4,24.03,17.5,22.6,14.39,19.526,14.05,24.121,9.6,11.9,12.2,14.8,16.5,11.33,2,18.2,16.5,16.1,16.95,16.09,17.67,19.4,21.34,22,12.1144,16.79,,22,13.73,0,28.96,18.42,20.386972517,,17.62,18.23,,,,,38.3,17.3,,,25.2,14,18.67,17.244,12.57,25.76,,,18.037309313,5.9481570056,17.46,0.4921252646,0.8555005418,18.5
-1,-1.5,TCU,Kansas St.,-7,0.2,-7.25,-1.5,-6.23,-6.06,-7.113,-5.19,-11.386,-4.5,-3.8,-5.4,-3.2,-7.12,-0.79,1.5,-7.4,-1.9,-2,0.3,1.72,-2.22,0.9,-4.57,-6,-1.9332,-7.21,,-3,-0.25,0,-5.16,-4.83,-7.824801382,,-4.21,-1.8304,,,,,-11.925,-3.1,,,-11.9,-12,-4.46,-4.267,-1.03,-7.9,,,-4.383485035,3.4472180539,-4.48,0.4499689203,0.3940311449,-2
-6.5,-5.5,Louisiana Tech,Kennesaw St.,-7,-11.78,-11.06,-6,-15.66,-6.94,-0.568,-8.55,-16.959,-4.4,-5.4,-4.6,-8.6,-7.13,-14.74,-5,-8.5,-7.1,-11.1,-8.48,-8.9,-6.9,-12.56,-18.62,-25,-6.7762,-14.87,,,-10.23,0,-13.49,-8.45,-8.799074339,,-13.91,-10.9455,,,,,-15.1,-11.4,,,-11.2,-14,-12.52,-11.126,-5.25,-9.94,,,-10.24496857,4.5538025917,-9.94,0.4187105522,0.2682578924,-6.5
2.5,3,Massachusetts,Kent,12,3.32,9.08,3,2.54,1.79,8.675,0.07,20.087,-2.8,-1.7,-4.8,1.6,17.59,-0.5,3,1,-0.9,-0.8,3.78,1.93,5.36,3.98,4.69,4,1.3319,1.66,,1,0.7,0,3.94,12.19,14.96062656,,7.54,-0.9953,,,,,-2.05,3.7,,,4.858,4,2.94,-2.165,4.21,5.7,,,3.812805664,5.451958078,2.97,0.5139033564,0.5895386872,3
9.5,9,South Carolina,LSU,12.5,12.6,11.33,9,16.14,14.74,10.667,8.74,18.063,7.7,9,8.8,8.2,10.45,7.98,-1,8,10.5,10.5,12.64,11.34,14.24,13.66,16.03,9,6.3138,11.59,,10,8.2,0,22.44,9.35,8.342411619,,14.47,6.899,,,,,10.98,13,,,13.65,8,9.82,9.297,10.17,11.82,,,10.95405529,3.7820821758,10.5,0.5338752111,0.7481712602,9
-13,-14.5,Old Dominion,Marshall,-5,-14.41,-27.71,-14.5,-24.38,-9.04,-9.21,-8.31,-28.374,-1.5,-4,-2.8,-9,-11.98,-1.15,6,-22.9,-11.7,-13.8,-8.17,-8.66,-8.77,-9.47,-25.78,-26,-9.0699,-10.15,,-16,-7.08,0,-15.26,-8.45,-18.48441453,,94.24,-12.6689,,,,,-34.925,-15.6,,,-19.25,-17,-9.8,-24.757,-8.76,-28.3,,,-10.76073036,19.209865405,-9.975,0.550068769,0.3331931009,-14.5
-3.5,-6.5,Nebraska,Maryland,2,-4.76,-7.33,-6.5,-5.89,-11.03,-3.712,-6.56,2.391,-7.7,-8.1,-8.8,-3.9,-2.05,-1.88,-1,-6.2,-3.8,-4.7,-1.73,-3.39,-1.3,-1.74,-10.27,-10,-4.3688,-7.26,,-6,-3.14,0,-6.61,-1.07,0.657124848,,-2.74,-4.342,,,,,-12.7,-12.4,,,-4.55,-6,-0.93,-4.852,-1.22,-5.86,,,-4.720916879,3.6479336351,-4.4594,0.5308773532,0.3863866401,-6.5
7.5,8,UCLA,Michigan St.,9.5,6.5,14.52,8.5,8.17,10.09,5.572,7.2,25.245,8.9,9.1,7.6,4,15.2,1.13,0.01,6.4,7,7.4,10.32,9.16,12.87,9.42,14.03,13,7.7785,6.92,,9,2.88,0,20.01,10.21,9.974080759,,18.97,1.6819,,,,,3.8,9.6,,,15.75,14,3.83,4.228,3.88,19.98,,,9.270487019,5.5094574797,8.95,0.5217132559,0.7087578486,8
-1.5,-2.5,Missouri St.,Middle Tenn.,-1,-0.51,-1.45,-2.5,-4.33,1.61,-2.834,-3.77,-7.539,-3.1,-2.4,-4.4,-1,-8.48,-3.73,3,5.2,-3.3,-4.1,-2,-2.37,-2.82,-2.04,-4.74,-7,-2.3477,-7.42,,-6,-3.36,0,-2.05,2.47,-5.993500848,,-4.35,1.1809,,,,,2.95,-3.3,,,-5.25,-5,-5.67,12.848,1.46,-2.8,,,-2.268382521,3.9392853153,-2.827,0.5040154453,0.4450519418,-2.5
10,7.5,Purdue,Minnesota,13.5,10.28,-9.58,8,-1.26,32.97,18.14,8.48,-10.478,20.5,19,20.8,9.8,-2.57,10.3,17.5,2.1,8.8,10.1,12.68,11.71,13.45,14.35,-6.61,-3,3.4698,5.72,,12,11.16,0,8.52,16.49,0.075217304,,-4.28,6.7182,,,,,-6.45,10,,,8.75,6,10.47,16.52,1.82,5.36,,,8.1826304326,9.2056605121,9.9,0.5111280413,0.6716909715,7.5
32,32.5,Washington St.,Mississippi,29,32.99,30.34,32.5,36.75,33.76,28.662,28.5,27.575,36.9,36.6,36.3,27.3,16.01,28.6,17.5,32.9,25,33.8,29.3,28.94,27.69,36.46,36.48,45,35.028,35.68,,33,29.96,0,34.87,28.76,20.609114987,,27.33,30.2477,,,,,49.205,36.2,,,29.75,25,31.23,38.661,26.08,25.08,,,31.351195375,6.3505717853,30.29385,0.4805419264,0.9661812482,32.5
-5,-3,Alabama,Missouri,-1.5,-5.55,-8.15,-3,-10.42,-0.29,-2.033,-5.72,-11.471,-4.2,-5.1,-4.9,-9.2,1.47,-7.31,2.5,-0.5,-3.4,-6.5,-3.21,-3.22,-0.31,-8.32,-10.88,-10,-3.369,-5.21,,-2,-6.32,0,-4.49,-4.18,-0.323600859,,-5.23,-5.0882,,,,,-10.17,-9.7,,,-0.4515,3,-9.26,-8.203,-7.04,9.78,,,-4.736732521,4.3117726434,-5.0941,0.4700058773,0.387096405,-3
-6,-7.5,San Diego St.,Nevada,-10,-10.1,-15.93,-7,-9.12,-13.12,-9.051,-6.92,-18.167,-8.2,-8.4,-9.6,-8.6,-11.84,-5.4,2.5,-17.2,-7.4,-5.3,-5.45,-6.27,-7.82,-3.86,-15.35,-16,-6.473,-10.26,,-7,-5.15,0,-20.25,-9.86,-13.75501655,,-11.38,-6.9523,,,,,-7.3,-9.5,,,-18.55,-20,-11.79,-10.571,-9.44,-18.78,,,-10.09023291,4.724513285,-9.47,0.4554721494,0.2719228896,-7.5
2.5,1,South Florida,North Texas,8.5,1.05,5.51,-1,1.35,-3.69,-5.331,2.98,11.133,-4.1,-4.1,-4.9,3.5,5.31,2.74,5,10.2,1.9,2.3,3.69,3.05,3.64,4.16,4.72,3,0.897,3.18,,-4,-0.89,0,6.31,3.88,-2.229617873,,6.2,4.4064,,,,,1.175,-0.2,,,5.25,9,-0.74,1.64,6.45,10.12,,,2.5765195532,4.1286274509,3.025,0.5272712393,0.562180249,1
21.5,23,NC St.,Notre Dame,17.5,22.47,19.8,22.5,28.83,25.35,14.592,18.89,23.047,31.4,28.2,29.3,24.7,10.98,25.41,19,19.4,23,25.8,21.93,20,20.05,29.08,22.96,20,19.3793,27.67,,21,22.93,0,20.47,26.36,23.314069933,,20.57,25.4647,,,,,29.975,24.4,,,16.772,7,27.35,32.173,23.08,10.46,,,22.826426748,5.0055480976,22.98,0.4970175575,0.9141005676,23
-14,-14.5,Houston,Oklahoma St.,-10.5,-13.08,-24.55,-14.5,-25.17,-12.39,-10.431,-14.92,-27.631,-10.9,-11.3,-11.9,-8.8,-12.62,-4.36,-4.5,-26.3,-16.5,-14.8,-10.95,-11.1,-12.59,-12.11,-23.91,-29,-9.4336,-18.83,,-13,-7.17,0,-23.49,-12.26,-21.86075057,,-18.61,-10.5469,,,,,-29.7,-15.8,,,-24.5,-22,-13.6,-17.112,-8.68,-23.54,,,-15.71113126,6.8708743631,-13.04,0.4796131632,0.182663712,-14.5
9.5,7.5,Indiana,Oregon,10,9.51,-16.26,7.5,-1.16,9.2,5.503,1.94,-4.215,7.1,9.5,7.1,9.8,-5.33,7.63,2.5,-4.2,7.2,7,10.75,9.85,10.29,13.83,-5.62,-10,4.975,1.94,,8,9.18,0,-4.89,4.85,1.24922576,,0.55,6.7717,,,,,5.05,2.1,,,1.89,-4,12.63,3.012,2.27,2.64,,,3.853398144,6.454184885,5.0125,0.4385296403,0.588661922,7.5
-1.5,-3,Wake Forest,Oregon St.,-7,-0.91,-11.16,-3,-9.74,5.5,-5.025,-4.77,-20.059,-5.5,-5,-7.2,-6.2,-12.03,-1.39,0.5,-6.6,-2.9,-4.1,-2.67,-1.5,-5.29,-2.45,-11.26,-9,-0.2072,-8.37,,-10,-2.71,0,-11.01,-6.56,-6.001620331,,-6.6,-4.2329,,,,,-1.725,-2,,,-15.4,-16,-8.89,-8.605,-2.84,-26.6,,,-6.437643008,5.6761497802,-5.750810165,0.4415312462,0.351779591,-3
21.5,21,Northwestern,Penn St.,12.5,18.51,3.06,21.5,18.5,22.65,13.615,16.52,4.706,24.4,25,26,21.4,4.88,24.71,23,4.1,24,21.9,22.16,23.61,22.22,24.12,16.67,20,17.0295,21.74,,21,21.18,0,7.62,11.37,16.214197876,,17.69,20.5695,,,,,10.05,19.6,,,11.9,6,17.22,15.47,13.19,-9.94,,,16.753354947,7.6508259906,18.505,0.4295664138,0.8283486114,21
17.5,18.5,Stanford,SMU,18,15.93,9.66,19.5,17.21,20.16,17.682,12.74,19.95,20.9,22.4,23.9,16.5,11.99,17.5,25.5,10.5,16,19.9,17.68,17.84,17.68,20.04,12.39,10,13.3246,18.19,,20,16.5,0,20.58,20.5,13.29335366,,11.1,22.2383,,,,,9.725,17.2,,,17.5,11,19.49,15.825,17.27,16.58,,,17.034206342,3.9295349441,17.5,0.4746031204,0.8503051694,18.5
-8.5,-7,Jacksonville St.,Sam Houston St.,-6.5,-6.78,-10.93,-7,-16.2,1.99,-0.634,-7.27,-7.257,-2.7,-4.1,-4.9,-10.7,-10.3,-6.91,-1,-7.3,-7.5,-8.1,-6.72,-7.35,-5.18,-10.15,-16.43,-17,-8.5624,-10.13,,-5,-8.18,0,-29.06,-10.69,-9.319391585,,-11.09,-8.9012,,,,,-5.925,-11,,,-4.9,-17,-8.61,-9.921,-8.01,-3.14,,,-8.30899979,5.1673528549,-7.755,0.4775538681,0.3099694933,-7
-7.5,-9.5,Navy,Temple,-11.5,-5.28,6.53,-9.5,-4.37,-16.77,-10.355,-5.1,-0.626,-10.4,-8.9,-10.5,-11.1,-2.53,-10.11,-18.5,-3.3,-8.8,-4.7,-0.91,-0.8,-5.41,2.54,3.73,2,-2.6796,-3,,-8,-6.17,0,3.09,-6.59,-0.734778663,,2.11,-9.3686,,,,,-3.6,-5.1,,,-7.7,-9,-3.02,-3.934,-3.34,-6.54,,,-4.993449467,5.3525243884,-4.9,0.5766994756,0.383228011,-9
13,12.5,Arkansas,Tennessee,20,9.23,5.34,12.5,12.53,11.07,9.641,12.79,22.495,12.3,12.9,12.9,14.6,11.96,12.18,14.5,18.3,7.4,11.9,13.24,11.48,16.1,13.05,13.24,13,10.7664,10.13,,14,11.17,0,10.82,20.35,9.38318376,,12.55,7.8763,,,,,11.7,11.4,,,15.9565,13,12.48,15.091,11.49,10.12,,,12.685734594,3.3863670867,12.39,0.5032324007,0.7818899633,12.5
3,1.5,Oklahoma,Texas,-5,0.58,-14.66,1,-5.83,8.97,-2.649,-0.4,-15.818,1.3,1.9,1.5,-0.2,-8.73,4.96,12.5,-17.2,3.3,5,2.12,3.65,-2.16,5.34,-7.4,-8,2.7327,-0.26,,4,4.63,1,-13.3,-14.35,-6.414410331,,-8.55,4.3838,,,,,-3.175,0.2,,,-9.8,-12,-0.25,0.997,-2.91,-8.92,,,-2.197822758,7.0556667089,-0.255,0.4381203752,0.4498268145,1.5
7.5,7.5,Florida,Texas A&M,17,8.29,12,7.5,13.75,2.94,8.138,7.91,26.05,6.9,7.2,7.4,11.7,15.59,7.05,8,25.4,5.2,7.8,10.27,8,15.17,8.67,11.45,10,6.649,9.4,,4,7.32,0,8.52,11.95,12.792461329,,13.35,10.8779,,,,,24.775,6.3,,,16.8,9,10.37,7.117,10.88,16.92,,,10.997484033,5.3878501298,9.7,0.5596521728,0.7433471773,7.5
10.5,8,Troy St.,Texas St.,3.5,7.9,5.31,9.5,5.46,4.49,5.176,6.89,5.59,7.4,7.2,7.1,5.4,4.24,5.43,16,2.9,6.9,3.4,10.39,10.68,11.14,10.13,5.69,9,6.1151,10.58,,3,3.84,0,10.5,2.51,7.433945604,,6.89,8.4389,,,,,-6.15,7.1,,,5.25,3,1.81,3.293,1.93,-0.42,,,5.9859236401,3.7272412994,5.64,0.4650733126,0.6427137197,8
14,14,Kansas,Texas Tech,12,18.93,18.21,14,20.2,21.41,10.868,9,25.958,3.8,6.5,4.2,8.9,12.43,6.06,12,10.6,12.4,13.4,13.7,10.99,16,16.33,14.07,18,6.8739,11.25,,14,10.65,0,16.25,15.82,20.80907725,,10.97,7.186,,,,,15.3,14.5,,,13.3,18,13.83,13.832,10.49,16.24,,,13.181424431,4.7798484681,13.35,0.4859086286,0.7858820245,14
13.5,11,Rice,Texas-San Antonio,6.5,12.92,14.03,12.5,15.78,17.28,7.854,6.96,7.671,8.9,10.2,10.4,6.3,4.82,12.45,9,3.6,9.8,10,16.14,17.6,14.52,18.59,14.92,15,8.5415,15.3,,11,10.34,0,4.49,7.37,7.411441464,,10.78,10.0205,,,,,27.225,12.4,,,8.75,-1,8.82,12.442,12.32,11.14,,,11.239636037,4.5404928109,10.37,0.5041345992,0.751193139,11
6.5,6.5,East Carolina,Tulane,11.5,2.54,-1.94,6.5,0.86,11.86,12.229,5.15,8.334,13.1,11.9,11.8,3.2,6.14,6.09,5.5,5.7,4.9,5,6.94,5.12,12.41,3.44,-4.93,-12,1.6529,0.11,,6,5.33,0,-3.9,7.72,2.204503705,,-0.96,9.5795,,,,,1.1,2.5,,,10.5,-1,5.01,-1.135,4.24,14.54,,,4.9833725926,5.5626740511,5.135,0.4740995174,0.6160866531,6.5
7,7,Air Force,UNLV,24.5,9.9,13.84,6.5,10.29,-0.67,18.572,14.56,23.515,19.7,18.5,20.1,12.9,14.91,10.41,21.5,22.4,6.8,12.3,16.68,12.89,21.61,17.88,9.28,9,12.7096,10.15,,11,14.3,0,19.09,8.89,12.801101669,,6.27,16.411,,,,,16.65,8.6,,,24.85,11,21.03,18.345,8.71,25.08,,,14.906342542,5.9216776301,14.43,0.6320976268,0.8096869232,8.5
2.5,2.5,Michigan,USC,-3,4.92,3.19,2.5,1.24,5.68,1.159,3.33,7.364,0.9,-0.2,-0.8,1.1,4.08,0.33,4.5,-1.9,2.3,2.3,4.24,3.7,3.78,5.14,4.14,4,4.8854,3.75,,2,3.15,0,4.58,7.58,6.959440767,,6.03,1.7114,,,,,4.125,2.6,,,2.1,4,2.07,-4.751,-1.15,2.64,,,2.7443310192,2.6954031723,3.17,0.5042692444,0.5674098336,2.5
-3,-1,Liberty,UTEP,-4.5,-3.23,2.7,-1,-1.27,-9.26,-6.841,-1.48,2.652,-4.7,-5,-5.7,-4,6.38,-3.83,-5,-0.1,-1.3,-1.2,0.67,0.91,0.74,-0.66,3.29,4,1.6483,4.18,,-3,-2.5,0,4.6,2.84,2.257899003,,4.51,-6.3154,,,,,3.75,-2.8,,,2.1,2,-2.37,-4.101,-1.4,3.32,,,-0.750230025,3.785049403,-1.235,0.5043350141,0.4817349513,-1
7,6,Arizona St.,Utah,4.5,8.21,6.52,6,9.79,-5.5,0.861,5.77,4.613,-1.1,0.8,-1.3,3.8,4.44,8.13,-9.5,5.6,3.2,4.6,7.47,7.19,4.2,12.46,14.74,11,5.2785,6.84,,5,6.73,0,14.21,5.84,4.944024217,,8.97,2.8566,,,,,8.75,10.3,,,2.8,6,2.8,-2.608,6.37,9.78,,,5.2338781054,4.8745407525,5.43925,0.4868224634,0.6232554632,6
10.5,10.5,Rutgers,Washington,15,11.4,11.09,10.5,22.61,-3.14,11.282,11.9,27.838,4.9,5.8,4.7,8.7,12.52,10.07,9,14.6,9.6,9.2,14.29,12.74,16.35,15.29,18.48,14,7.4658,12.62,,12,8.97,0,18.45,12.7,14.565529649,,15.83,10.4334,,,,,20.725,8.3,,,17.5,10,13.64,7.101,12.2,22.02,,,12.568518241,5.5503539318,12.36,0.5353085704,0.7717878792,10.5
9.5,9.5,Ball St.,Western Mich.,9,11.86,9.75,9.5,16.65,14.87,7.388,9.26,18.474,9.5,10,10.7,8.6,11.15,8.61,10.5,4.8,7.2,10.1,12.9,13.67,12.45,14.06,16.12,15,5.7796,10.92,,11,7.88,0,18.5,9,9.152942539,,13.9,8.3305,,,,,13.875,11.6,,,13.3,9,6.72,3.579,5.65,6.72,,,10.712976063,3.6001153973,10.3,0.521070317,0.7439822718,9.5
