lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
-2,-3.5,Georgia Southern,Appalachian St.,-5.5,,,,-0.82,-7.67,,,,,,,3.8,,0.83,,,0.6,,-3.02,-2.17,-4.01,-3.21,-0.98,,,,,,,1,0.339880543,1.48,-5.74,-2.744878853,,-0.049,0.8656,-5.211252823,,,,,-1.7,-1.575476776,-3.92,,,-2.574,1.08,2.5,,,-1.482381741,2.8777297208,-1.34,0.5351749058,0.4635346541,-3.5
2.5,-1.5,Missouri St.,Arkansas St.,-2.5,,,,-4.44,5.73,2.429,,,,,,,,0.17,,,2,,3.01,2.57,1.14,5.93,-2.63,,,,,,,1,-0.83342782,-1.03,4.41,1.641843527,,-0.027,0.6185,1.7609296977,,,,,0.7,-0.43759798,-3.0345,,,11.093,-0.73,2,,,1.2826098049,3.4719842655,0.92,0.5482817046,0.5313380377,-1
-3.5,6,Connecticut,Army,-6,,,,-2.99,-0.96,,,,,,,,,5.53,,,2.5,,,,,,-0.03,,,,,,,1,1.5208826886,-4.66,-1.69,-0.28848343,,0.152,8.091,7.1137730749,,,,,-2.5,0.8162507124,-2.884,,,-1.451,1.66,4.5,,,0.0294352505,3.6641218206,-0.28848343,0.3974408028,0.5007180851,5
2.5,4.5,Georgia Tech,BYU,12,,,,10.44,4.22,,,,,,,,,8.89,,,3.9,,4.57,3.6,5.34,5.42,11.27,,,,,,,1,13.072951019,12.03,11.32,15.041773596,,0.075,7.0867,20.416088959,,,,,8.3,2.3256003912,8.4,,,6.537,8.78,16.5,,,8.4187345055,4.1664433754,8.4,0.5674953622,0.6953465524,5
6.5,-4.5,Navy,Cincinnati,-3.5,,,,2.28,-0.46,,,,,,,,,7.95,,,1.8,,2.79,4.28,0.26,3.99,7.88,,,,,,,1,6.790130294,0.48,0.74,0.664203981,,0.064,6.7444,7.0601375149,,,,,7.9,-1.282268342,-1.316,,,0.048,2.33,10.5,,,2.962606394,3.7189276286,2.28,0.6273415065,0.5718269144,-3
-1,3,Penn St.,Clemson,-3,,,,-7.54,-1.92,,,,,,,,,-8.47,,,0.6,,-4.42,-4.87,-5.1,-3.51,-10.25,,,,,,,1,-9.499940118,0.75,2.66,-3.945146338,,-0.106,-5.7594,-8.754561018,,,,,-5.8,-0.292661197,-1.75,,,0.013,-4.4,-6.5,,,-3.943689831,3.5115812396,-4.4,0.3810729712,0.4045246258,1.5
-3.5,-3,Louisiana-Lafayette,Delaware,-2,,,,-3.14,-4.69,-4.728,,,,,,,,-8.16,,,-3.3,,-6.37,-6.42,-5.19,-8.36,-1.54,,,,,,,1,-1.554278562,1.14,-1.28,-3.709334409,,-0.032,-7.0586,10.029624135,,,,,-3.4,-0.05179347,-3.2025,,,-12.774,-5.63,1.5,,,-4.086305135,3.3608254043,-3.554667205,0.4810984411,0.4009534217,-3
1.5,2,Arizona St.,Duke,-0.5,,,,-1.68,-1.21,,,,,,,,,-3.85,,,1,,1.01,0.7,-1.58,4.25,-1.19,,,,,,,1,-1.952972592,-2.92,8.19,-1.700246407,,-0.023,-3.37,-15.65480383,,,,,-1.9,-0.82277815,-2.1,,,3.301,-0.9,1,,,-0.258343762,2.8003035398,-1.19,0.4606247094,0.4936310155,1.5
-6,-6,Pittsburgh,East Carolina,-0.5,,,,-6.14,-10.44,,,,,,,,,-6.09,,,-4.8,,-8.75,-8.46,-9.01,-9.77,-5.71,,,,,,,1,-5.254636584,6.67,-0.46,-4.086359493,,-0.082,-6.9048,-5.012355654,,,,,-7.7,-0.263468724,-3.801,,,-4.789,-3.79,-1.5,,,-4.827037908,4.0318454473,-5.254636584,0.5203125086,0.384522187,-6
3.5,3.5,Miami (Ohio),Fresno St.,4.5,,,,1.79,-1.34,,,,,,,,,3.19,,,3.1,,1.71,1.91,1.6,1.81,2.08,,,,,,,1,3.5314562822,1.56,4.08,1.61120792,,-0.037,2.4903,0.3900461949,,,,,3.3,0.5964061388,5.3515,,,0.619,2.85,6.5,,,2.4860221049,1.7694409675,2.08,0.4822174348,0.5616028673,3.5
