lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
9.5,10.5,Pittsburgh,Florida St.,9.5,,22.48,,10.55,,-3.47,8.055,8.39,,3.4,5.3,4.3,7.7,,4.87,-3.5,4.9,7.4,,9.97,8.22,12.11,9.65,21.23,,8.0586,9.11,,,,0,20.45,0.05,14.217204683,,17.69,6.4689,,,,,24.275,12.5,,,,5,5.07,3.635,12.87,23.72,9.6615532713,7.167471128,8.305,0.4859353752,0.7098276483,10.5
-2.5,-3.5,Southern Miss.,Georgia Southern,8,,-10.24,,-3.39,,21.35,7.225,3.99,,8.3,6.3,8.1,3.4,,6.95,11,-6.4,-1.3,,3.34,2.12,4.27,3.32,-11.37,,-1.4176,-0.66,,,,0,-10.8,-5.64,-3.455041297,,-8.38,9.4481,,,,,-9.925,-0.5,,,,-13,-0.17,-0.373,-0.91,-2.46,0.9288268345,7.3543865679,-0.2715,0.573705164,0.5211011187,-3
-3.5,-2.5,Appalachian St.,Georgia St.,-4.5,,3.2,,-1.79,,0.18,-0.512,-4.31,,2.2,0.4,1.6,0.2,,-3.33,-0.5,-2.9,-3,,-0.05,0.18,-1.24,0.08,-0.9,,-1.0726,-0.72,,,,0,-17.25,6.85,1.812820816,,2.63,-4.0668,,,,,-9.325,-2,,,,-10,-2.9,0.062,1.04,-2.12,-1.31411185,4.0714722978,-0.616,0.5205299462,0.4681627694,-2.5
14.5,15,Virginia Tech,Georgia Tech,20,,12.88,,13.59,,14.45,16.179,12.77,,13.5,16.2,16.1,9,,10.19,3.5,15.8,17,,15.13,12.54,19.67,15.3,14.24,,9.5281,14.93,,,,0,19.58,16.46,13.497749805,,15.92,10.9852,,,,,20.575,15.5,,,,19,14.66,17.543,8.72,10.46,14.262439056,3.6827873501,14.795,0.4871915608,0.8083762872,15
2.5,1,Utah St.,Hawaii,4,,-10.34,,-14.87,,11.29,7.388,-1.83,,3.7,3.5,3.3,0.4,,-2.81,-0.5,-3.6,0.5,,1.76,0.55,4.89,-1.35,-11.3,,-1.8313,-8.43,,,,0,2.64,-2.7,-2.915786289,,-6.5,-2.8956,,,,,6.85,-2.9,,,,-6,2.93,-2.857,-4.15,0.94,-0.848177697,5.5636443405,-0.925,0.4684484782,0.4799632758,1
-14,-14,Ohio St.,Illinois,-17,,-0.15,,-8.56,,-8.37,-4.405,-12.65,,-12.8,-14.6,-15,-17.8,,-19.49,-3.5,-11.6,-17,,-9.31,-8.21,-8.07,-16.07,-8.27,,-10.7453,-12.73,,,,0,-29.97,-22.4,-5.634634895,,-1.45,-20.9517,,,,,-14.55,-13.3,,,,-11,-17.15,-22.9,-13.14,0.26,-12.42239484,6.9192968738,-12.765,0.5265318394,0.2373123994,-14
18,17.5,Louisiana-Lafayette,James Madison,16.5,,24.03,,22.6,,14.39,19.526,14.05,,9.6,11.9,12.2,14.8,,11.33,2,18.2,16.5,,16.95,16.09,17.67,19.4,21.34,,12.1533,16.79,,,,0,28.96,18.42,20.386972517,,17.62,18.23,,,,,38.3,17.3,,,,14,18.67,17.244,12.57,25.76,17.546258516,6.2776969477,17.272,0.5007844733,0.8471644941,17.5
-1,-1,TCU,Kansas St.,-7,,-7.25,,-6.23,,-6.06,-7.113,-5.19,,-4.5,-3.8,-5.4,-3.2,,-0.79,1.5,-7.4,-1.9,,0.3,1.72,-2.22,0.9,-4.57,,-1.9659,-7.21,,,,0,-5.16,-4.83,-7.824801382,,-4.21,-1.8304,,,,,-11.925,-3.1,,,,-12,-4.46,-4.267,-1.03,-7.9,-4.184878168,3.1145022778,-4.48,0.4446571655,0.3983161927,-1.5
-6.5,-6.5,Louisiana Tech,Kennesaw St.,-7,,-11.06,,-15.66,,-6.94,-0.568,-8.55,,-4.4,-5.4,-4.6,-8.6,,-14.74,-5,-8.5,-7.1,,-8.48,-8.9,-6.9,-12.56,-18.62,,-6.708,-14.87,,,,0,-13.49,-8.45,-8.799074339,,-13.91,-10.9455,,,,,-15.1,-11.4,,,,-14,-12.52,-11.126,-5.25,-9.94,-9.565205448,4.0048755569,-8.69953717,0.4470416808,0.2802571396,-7
2.5,3,Massachusetts,Kent,12,,9.08,,2.54,,1.79,8.675,0.07,,-2.8,-1.7,-4.8,1.6,,-0.5,3,1,-0.9,,3.78,1.93,5.36,3.98,4.69,,1.4014,1.66,,,,0,3.94,12.19,14.96062656,,7.54,-0.9953,,,,,-2.05,3.7,,,,4,2.94,-2.165,4.21,5.7,3.182085205,4.5834552435,2.74,0.5031405092,0.5760835215,3
9.5,9,South Carolina,LSU,12.5,,11.33,,16.14,,14.74,10.667,8.74,,7.7,9,8.8,8.2,,7.98,-1,8,10.5,,12.64,11.34,14.24,13.66,16.03,,6.4079,11.59,,,,0,22.44,9.35,8.342411619,,14.47,6.899,,,,,10.98,13,,,,8,9.82,9.297,10.17,11.82,10.806040988,3.94726616,10.5835,0.5312770565,0.7447777411,9
-13,-14.5,Old Dominion,Marshall,-5,,-27.71,,-24.38,,-9.04,-9.21,-8.31,,-1.5,-4,-2.8,-9,,-1.15,6,-22.9,-11.7,,-8.17,-8.66,-8.77,-9.47,-25.78,,-8.9599,-10.15,,,,0,-15.26,-8.45,-18.48441453,,94.24,-12.6689,,,,,-34.925,-15.6,,,,-17,-9.8,-24.757,-8.76,-28.3,-9.169537954,20.969665301,-9.125,0.5685189574,0.363867742,-14
-3.5,-6.5,Nebraska,Maryland,2,,-7.33,,-5.89,,-11.03,-3.712,-6.56,,-7.7,-8.1,-8.8,-3.9,,-1.88,-1,-6.2,-3.7,,-1.73,-3.39,-1.3,-1.74,-10.27,,-4.2885,-7.26,,,,0,-6.61,-1.07,0.657124848,,-2.74,-4.342,,,,,-12.7,-12.4,,,,-6,-0.93,-4.852,-1.22,-5.86,-4.870230474,3.7191081208,-4.31525,0.528276417,0.3830080177,-6.5
7.5,9,UCLA,Michigan St.,9.5,,14.52,,8.17,,10.09,5.572,7.2,,8.9,9.1,7.6,4,,1.13,0.01,6.4,7,,10.32,9.16,12.87,9.42,14.03,,7.7677,6.92,,,,0,20.01,10.21,9.974080759,,18.97,1.6819,,,,,3.8,9.6,,,,14,3.83,4.228,3.88,19.98,8.6198025237,4.9902202691,8.535,0.4934665155,0.697123241,9
-1.5,-2.5,Missouri St.,Middle Tenn.,-1,-0.52,-1.45,,-4.33,,1.61,-2.834,-3.77,,-3.1,-2.4,-4.4,-1,,-3.73,3,5.2,-3.3,,-2,-2.37,-2.82,-2.04,-4.74,,-2.331,-7.42,,,,0,-2.05,2.47,-5.993500848,,-4.35,1.1809,,,,,2.95,-3.3,,,,-5,-5.67,12.848,1.46,-2.8,-1.484836389,3.8274906426,-2.37,0.5176084462,0.4639087602,-2.5
10,8,Purdue,Minnesota,13.5,,-9.58,,-1.26,,32.97,18.14,8.48,,20.5,19,20.8,9.8,,10.3,17.5,2.1,8.8,,12.68,11.71,13.45,14.35,-6.61,,3.3495,5.72,,,,0,8.52,16.49,0.075217304,,-4.28,6.7182,,,,,-6.45,10,,,,6,10.47,16.52,1.82,5.36,9.0919661658,9.2614139846,9.9,0.5177820417,0.6890803307,8
32,32.5,Washington St.,Mississippi,29,,30.34,,36.75,,33.76,28.662,28.5,,36.9,36.6,36.3,27.3,,28.6,17.5,32.9,25,,29.3,28.94,27.69,36.46,36.48,,34.8862,35.68,,,,0,34.87,28.76,20.609114987,,27.33,30.2477,,,,,49.205,36.2,,,,25,31.23,38.661,26.08,25.08,31.431906718,6.0102807026,30.29385,0.4818390285,0.967506847,32.5
-5,-3,Alabama,Missouri,-1.5,,-8.15,,-10.42,,-0.29,-2.033,-5.72,,-4.2,-5.1,-4.9,-9.2,,-7.31,2.5,-0.5,-3.4,,-3.21,-3.22,-0.31,-8.32,-10.88,,-3.3469,-5.21,,,,0,-4.49,-4.18,-0.323600859,,-5.23,-5.0882,,,,,-10.17,-9.7,,,,3,-9.26,-8.203,-7.04,9.78,-4.644521902,4.3297424347,-4.9941,0.4715997583,0.3892670874,-3
-6,-7.5,San Diego St.,Nevada,-10,,-15.93,,-9.12,,-13.12,-9.051,-6.92,,-8.2,-8.4,-9.6,-8.6,,-5.4,2.5,-17.2,-7.4,,-5.45,-6.27,-7.82,-3.86,-15.35,,-6.5427,-10.26,,,,0,-20.25,-9.86,-13.75501655,,-11.38,-6.9523,,,,,-7.3,-9.5,,,,-20,-11.79,-10.571,-9.44,-18.78,-9.736625517,4.5235180217,-9.28,0.4614638991,0.2783616168,-7.5
2.5,-1,South Florida,North Texas,8.5,,5.51,,1.35,,-3.69,-5.331,2.98,,-4.1,-4.1,-4.9,3.5,,2.74,5,10.2,1.9,,3.69,3.05,3.64,4.16,4.72,,0.8204,3.18,,,,0,6.31,3.88,-2.229617873,,6.2,4.4064,,,,,1.175,-0.2,,,,9,-0.74,1.64,6.45,10.12,2.4947244415,4.0922424554,3.115,0.5602859909,0.5602545652,-0.5
21.5,22.5,NC St.,Notre Dame,17.5,,19.8,,28.83,,25.35,14.592,18.89,,31.4,28.2,29.3,24.7,,25.41,19,19.4,23,,21.93,20,20.05,29.08,22.96,,19.3971,27.67,,,,0,20.47,26.36,23.314069933,,20.57,25.4647,,,,,29.975,24.4,,,,7,27.35,32.173,23.08,10.46,23.439870935,4.9762452692,23.197034967,0.5161495614,0.9198263899,22.5
-14,-14.5,Houston,Oklahoma St.,-10.5,,-24.55,,-25.17,,-12.39,-10.431,-14.92,,-10.9,-11.3,-11.9,-8.8,,-4.36,-4.5,-26.3,-16.5,,-10.95,-11.1,-12.59,-12.11,-23.91,,-9.3599,-18.83,,,,0,-23.49,-12.26,-21.86075057,,-18.61,-10.5469,,,,,-29.7,-15.8,,,,-22,-13.6,-17.112,-8.68,-23.54,-15.20532971,6.5755188728,-12.49,0.4880816132,0.1889018603,-14.5
9.5,7.5,Indiana,Oregon,10,,-16.26,,-1.16,,9.2,5.503,1.94,,7.1,9.5,7.1,9.8,,7.63,2.5,-4.2,7.2,,10.75,9.85,10.29,13.83,-5.62,,5.1441,1.94,,,,0,-4.89,4.85,1.24922576,,0.55,6.7717,,,,,5.05,2.1,,,,-4,12.63,3.012,2.27,2.64,4.320938305,6.1836043695,5.09705,0.4461949254,0.5997736428,7.5
-1.5,-3,Wake Forest,Oregon St.,-7,,-11.16,,-9.74,,5.5,-5.025,-4.77,,-5.5,-5,-7.2,-6.2,,-1.39,0.5,-6.6,-2.9,,-2.67,-1.5,-5.29,-2.45,-11.26,,-0.2693,-8.37,,,,0,-11.01,-6.56,-6.001620331,,-6.6,-4.2329,,,,,-1.725,-2,,,,-16,-8.89,-8.605,-2.84,-26.6,-5.729963135,5.3080037116,-5.395,0.4533337299,0.3665109235,-3
21.5,21.5,Northwestern,Penn St.,12.5,,3.06,,18.5,,22.65,13.615,16.52,,24.4,25,26,21.4,,24.71,23,4.1,24,,22.16,23.61,22.22,24.12,16.67,,16.9524,21.74,,,,0,7.62,11.37,16.214197876,,17.69,20.5695,,,,,10.05,19.6,,,,6,17.22,15.47,13.19,-9.94,17.061909309,7.8130848841,18.095,0.4265854785,0.8317898002,21.5
17.5,19.5,Stanford,SMU,18,,9.66,,17.21,,20.16,17.682,12.74,,20.9,22.4,23.9,16.5,,17.5,25.5,10.5,16,,17.68,17.84,17.68,20.04,12.39,,13.4032,18.19,,,,0,20.58,20.5,13.29335366,,11.1,22.2383,,,,,9.725,17.2,,,,11,19.49,15.825,17.27,16.58,17.177401677,4.0113515334,17.59,0.4598234275,0.8520364304,19
-8.5,-8,Jacksonville St.,Sam Houston St.,-6.5,,-10.93,,-16.2,,1.99,-0.634,-7.27,,-2.7,-4.1,-4.9,,,-6.91,-1,-7.3,-7.5,,-6.72,-7.35,-5.18,-10.15,-16.43,,-8.5901,-10.13,,,,0,-29.06,-10.69,-9.319391585,,-11.09,-8.9012,,,,,-5.925,-11,,,,-17,-8.61,-9.921,-8.01,-3.14,-8.199054567,5.5668958773,-7.5,0.4965984054,0.3135976297,-8
-7.5,-9.5,Navy,Temple,-11.5,,6.53,,-4.37,,-16.77,-10.355,-5.1,,-10.4,-8.9,-10.5,-11.1,,-10.11,-18.5,-3.3,-8.8,,-0.91,-0.8,-5.41,2.54,3.73,,-2.5649,-3,,,,0,3.09,-6.59,-0.734778663,,2.11,-9.3686,,,,,-3.6,-5.1,,,,-9,-3.02,-3.934,-3.34,-6.54,-5.206789958,5.748632054,-4.735,0.5728193275,0.3792991257,-9
13,12.5,Arkansas,Tennessee,20,,5.34,,12.53,,11.07,9.641,12.79,,12.3,12.9,12.9,14.6,,12.18,14.5,18.3,7.4,,13.24,11.48,16.1,13.05,13.24,,10.7782,10.13,,,,0,10.82,20.35,9.38318376,,12.55,7.8763,,,,,11.7,11.4,,,,13,12.48,15.091,11.49,10.12,12.429052618,3.2176380308,12.39,0.4987639564,0.7776986878,12.5
3,1,Oklahoma,Texas,-5,,-14.66,,-5.83,,8.97,-2.649,-0.4,,1.3,1.9,1.5,-0.2,,4.96,12.5,-17.2,3.3,,2.12,3.65,-2.16,5.34,-7.4,,2.7106,-0.26,,,,1,-13.3,-14.35,-6.414410331,,-8.55,4.3838,,,,,-3.175,0.2,,,,-12,-0.25,0.997,-2.91,-8.92,-1.868656573,6.8946827883,-0.255,0.4518229882,0.457151863,1
7.5,7.5,Florida,Texas A&M,17,,12,,13.75,,2.94,8.138,7.91,,6.9,7.2,7.4,11.7,,7.05,8,25.4,5.2,,10.27,8,15.17,8.67,11.45,,6.681,9.4,,,,0,8.52,11.95,12.792461329,,13.35,10.8779,,,,,24.775,6.3,,,,9,10.37,7.117,10.88,16.92,10.752542542,4.975924031,9.835,0.5557206299,0.740217194,7.5
10.5,9.5,Troy St.,Texas St.,3.5,,5.31,,5.46,,4.49,5.176,6.89,,7.4,7.2,7.1,5.4,,5.43,16,2.9,6.9,,10.39,10.68,11.14,10.13,5.69,,6.0126,10.58,,,,0,10.5,2.51,7.433945604,,6.89,8.4389,,,,,-6.15,7.1,,,,3,1.81,3.293,1.93,-0.42,6.1598264251,4.0325865925,6.4513,0.4423348865,0.6460557927,9
14,13.5,Kansas,Texas Tech,12,,18.21,,20.2,,21.41,10.868,9,,3.8,6.5,4.2,8.9,,6.06,12,10.6,12.4,,13.7,10.99,16,16.33,14.07,,6.8467,11.25,,,,0,16.25,15.82,20.80907725,,10.97,7.186,,,,,15.3,14.5,,,,18,13.83,13.832,10.49,16.24,12.517555539,4.579271485,12.2,0.4830596299,0.7748390717,13.5
13.5,12.5,Rice,Texas-San Antonio,6.5,,14.03,,15.78,,17.28,7.854,6.96,,8.9,10.2,10.4,6.3,,12.45,9,3.6,9.8,,16.14,17.6,14.52,18.59,14.92,,8.5962,15.3,,,,0,4.49,7.37,7.411441464,,10.78,10.0205,,,,,27.225,12.4,,,,-1,8.82,12.442,12.32,11.14,11.535598171,4.8240631357,10.59,0.4834061994,0.7557722302,12.5
6.5,6.5,East Carolina,Tulane,11.5,,-1.94,,0.86,,11.86,12.229,5.15,,13.1,11.9,11.8,3.2,,6.09,5.5,5.7,4.8,,6.94,5.12,12.41,3.44,-4.93,,1.6415,0.11,,,,0,-3.9,7.72,2.204503705,,-0.96,9.5795,,,,,1.1,2.5,,,,-1,5.01,-1.135,4.24,14.54,5.2306094908,5.286563688,5.065,0.4782574022,0.6222924342,6.5
7,6,Air Force,UNLV,24.5,,13.84,,10.29,,-0.67,18.572,14.56,,19.7,18.5,20.1,12.9,,10.41,21.5,22.4,6.8,,16.68,12.89,21.61,17.88,9.28,,12.6927,10.15,,,,0,19.09,8.89,12.801101669,,6.27,16.411,,,,,16.65,8.6,,,,11,21.03,18.345,8.71,25.08,14.889431302,5.9900344745,15.4855,0.647688669,0.809081805,7.5
2.5,2.5,Michigan,USC,-3,,3.19,,1.24,,5.68,1.159,3.33,,0.9,-0.2,-0.8,1.1,,0.33,4.5,-1.9,2.5,,4.24,3.7,3.78,5.14,4.14,,4.8469,3.75,,,,0,4.58,7.58,6.959440767,,6.03,1.7114,,,,,4.125,2.6,,,,4,2.07,-4.751,-1.15,2.64,2.500648149,2.841936159,2.915,0.5000113166,0.5613796215,2.5
-3,-1.5,Liberty,UTEP,-4.5,-3.23,2.7,,-1.27,,-9.26,-6.841,-1.48,,-4.7,-5,-5.7,-4,,-3.83,-5,-0.1,-1.3,,0.67,0.91,0.74,-0.66,3.29,,1.6915,4.18,,,,0,4.6,2.84,2.257899003,,4.51,-6.3154,,,,,3.75,-2.8,,,,2,-2.37,-4.101,-1.4,3.32,-1.163575788,3.757820824,-1.3,0.5058400288,0.4716747488,-1.5
7,6,Arizona St.,Utah,4.5,,6.52,,9.79,,-5.5,0.861,5.77,,-1.1,0.8,-1.3,3.8,,8.13,-9.5,5.6,3.2,,7.47,7.19,4.2,12.46,14.74,,5.2844,6.84,,,,0,14.21,5.84,4.944024217,,8.97,2.8566,,,,,8.75,10.3,,,,6,2.8,-2.608,6.37,9.78,5.0615007568,5.3097434183,5.685,0.4839250616,0.6184089195,6
10.5,10.5,Rutgers,Washington,15,,11.09,,22.61,,-3.14,11.282,11.9,,4.9,5.8,4.7,8.7,,10.07,9,14.6,9.6,,14.29,12.74,16.35,15.29,18.48,,7.5472,12.62,,,,0,18.45,12.7,14.565529649,,15.83,10.4334,,,,,20.725,8.3,,,,10,13.64,7.101,12.2,22.02,12.168566552,5.4179953618,12.41,0.5285325863,0.7651272962,10.5
9.5,8.5,Ball St.,Western Mich.,9,,9.75,,16.65,,14.87,7.388,9.26,,9.5,10,10.7,8.6,,8.61,10.5,4.8,7.2,,12.9,13.67,12.45,14.06,16.12,,5.633,10.92,,,,0,18.5,9,9.152942539,,13.9,8.3305,,,,,13.875,11.6,,,,9,6.72,3.579,5.65,6.72,10.300263829,3.619813165,9.625,0.5312502567,0.7357326207,8.5
-3,-3,Iowa,Wisconsin,-3,,-10.81,,-4.77,,-6.73,-2.09,-2.28,,-5.6,-5.5,-6,-7.1,,-3.67,-7,-7,-3.5,,-1.09,0.16,-1.92,-2.64,-2.28,,-3.1229,-7.24,,,,0,-8.85,-5.24,-13.66085059,,-1.12,-5.5188,,,,,-1.125,-6,,,,-10,-8.26,-13.554,-5.17,-4.16,-5.182548456,3.3711908765,-5.205,0.4620695913,0.3751884456,-3
0,-1.5,San Jose St.,Wyoming,2,,-1.78,,-1.89,,-4.23,-2.242,0.28,,-1.9,-2.2,-2.3,-1.1,,0.9,-4.5,-2.3,-0.9,,1.91,1.65,2.19,1.23,0.74,,-0.6535,4.19,,,,0,4.13,-3.32,-3.058232377,,3.23,-0.0966,,,,,0.525,1,,,,3,-3.91,-2.216,0.29,5.36,-0.280354137,2.5571277608,-0.37505,0.5213162306,0.4930711859,-1.5
