lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
3,3,LSU,Houston,3,,,,,-11.69,,,,,,,,,-5.02,,,2.1,,,,,,,,,,,,,1,-3.761634076,0.44,-4.24,-2.209484019,,-0.184,-6.6669,-9.879052956,,,,,-8.3,-0.73213418,,,,-5.796,-5.88,-0.5,,,-3.47914415,4.158370816,-4.000817038,0.3893192982,0.4163542252,2
-6.5,-5.5,Tennessee,Illinois,1,,,,,-1.58,,,,,,,,,-9.59,,,-4,,,,,,,,,,,,,1,0.637329974,-6.18,-4.52,-3.620166489,,0.048,-2.3412,-2.09486849,,,,,-3.2,-0.553323728,,,,-6.287,-4.16,3,,,-2.913788323,3.3545871224,-3.410083245,0.5449230086,0.4290053139,-5
-3,-4,Troy St.,Jacksonville St.,-0.5,,,,,-5.52,,,,,,,,,-3.17,,,-3.6,,,,,,,,,,,,,1,-2.760239101,-0.21,-5.32,-1.569283019,,-0.064,-5.2806,3.6103549513,,,,,-2.7,-0.292777798,,,,-8.212,-2.59,0.5,,,-2.928294437,2.5066454614,-2.73011955,0.5187372502,0.427985109,-4
7,8,Coastal Carolina,Louisiana Tech,5.5,,,,,6.31,,,,,,,,,4.32,,,3.2,,,,,,,,,,,,,1,13.52672277,13.36,11.23,2.038003874,,-0.039,6.2467,25.506759124,,,,,9.5,0.0140948308,,,,0.917,5.15,16.5,,,6.9828161889,5.0910687452,5.87335,0.4825415165,0.6617937154,7.5
9.5,9,Toledo,Louisville,3,,,,,7.66,,,,,,,,,12.87,,,10.7,,,,,,,,,,,,,1,5.439521435,-1.19,0.54,2.712957008,,0.201,8.652,12.967731667,,,,,6.9,1.9057359992,,,,6.251,5.14,8.5,,,5.5268913174,4.1049636773,5.8452607175,0.4400899088,0.6314994268,8.5
3,3,New Mexico,Minnesota,-4.5,,,,,14.68,,,,,,,,,11.41,,,2.2,,,,,,,,,,,,,1,-0.340259401,0.69,3.25,0.608899505,,0.082,5.6233,7.909524405,,,,,8.7,0.2740516076,,,,5.207,2.03,2.5,,,3.7243528646,5.0605286385,2.35,0.5124379927,0.5881264899,3
17.5,16.5,Tulane,Mississippi,12,,,,,13.28,,,,,,,15.7,,19.2,,,18,,,,,,,,,14.99,,,,0,18.309868606,15.95,2.81,13.432019142,,3.042,19.4353,20.024422125,,,,,19.5,3.4432644352,,,,15.682,14.9,18,,,14.639449234,5.1141093625,15.691,0.4680971801,0.809113393,16.5
3,3,Wake Forest,Mississippi St.,-5,,,,,3.96,,,,,,,,,4.03,,,3.4,,,,,,,,,,,,,1,1.435269211,0.26,4.98,1.638889044,,0.079,2.4298,9.835581181,,,,,4.8,0.3714136976,,,,5.137,-0.49,4.5,,,2.2257113039,2.8362003527,2.9149,0.486483125,0.5546795757,3
7,7,Virginia,Missouri,-3,,,,,10.52,,,,,,,,,9.18,,,6.9,,,,,,,,,,,,,1,4.636702493,2.87,4.39,8.417849229,,0.021,1.8475,7.8483489974,,,,,7.2,0.8950133056,,,,11.985,5.16,7.5,,,5.5448608373,4.1394330161,6.03,0.4748276542,0.6318444898,7
5.5,5.5,Memphis,NC St.,-1,,,,,2.78,,,,,,,,,-0.02,,,3.3,,,,,,,,,,,,,1,1.237936193,-4.48,2.91,4.278950925,,0.155,-0.3957,7.144250448,,,,,2.8,0.6041588304,,,,8.683,1.86,4,,,1.864941937,3.0657133883,2.32,0.4368779845,0.5457418504,4.5
4.5,6.5,Army,Navy,,,3.17,,9.4,,,,,6,4.8,5.1,3.8,,0.23,1.5,,7,6.3,4.78,3.65,6.46,4.97,2.45,4,2.7584,2.52,,,,1,2.2192071856,5.14,7.4,5.470306463,,-0.044,-2.1063,-4.741415465,,,,,5.1,1.694592706,,7,,6.315,2.47,5,,,4.1375933446,2.4762812725,4.79,0.45874925,0.6012321047,6.5
12.5,12.5,Central Mich.,Northwestern,4.5,,,,,12.58,,,,,,,,,17.71,,,16.5,,,,,,,,,,,,,1,18.144014693,3.64,3.18,8.209436728,,0.226,18.9861,20.460109599,,,,,15.9,2.9588024804,,,,13.57,12.26,20.5,,,11.85039653,6.7159489787,13.075,0.4890413392,0.7533933476,12.5
-4,-4.5,UNLV,Ohio,-6.5,,,,,1.74,,,,,,,,,-4.59,,,-3.5,,,,,,,,,,,,,1,-6.317899632,-1.21,-2.52,-5.009477106,,-0.057,-8.0752,0.9987926226,,,,,-3.8,-1.055721565,,,,-8.396,-6.33,-3,,,-4.11182691,2.9604449921,-4.195,0.5067726977,0.3998791848,-4.5
-2,1,Alabama,Oklahoma,4.5,,,,,0.38,,,,,,,-8.3,,-2.49,,,0.3,,,,,,,,,2.88,,,,0,1.801426074,3.32,2.99,4.289692199,,3.015,0.8729,5.286933874,,,,,-1.5,0.8414395072,,,,5.466,1.56,1.5,,,1.2865636421,3.3232212725,1.680713037,0.5049890984,0.5314942059,1
21,21,James Madison,Oregon,11,,,,,19.99,,,,,,,,,24.66,,,23,,,,,,,,,19.76,,,,0,21.805690421,13.04,8.96,16.306133845,,3.198,21.0925,21.447654072,,,,,20.9,13.108780714,,,,19.591,15.28,22,,,17.372221618,6.0129611075,19.76,0.4385418845,0.8461021501,21
-1.5,-3,Arizona,SMU,-3.5,,,,,6.41,,,,,,,,,1.26,,,-2.5,,,,,,,,,,,,,1,-2.25366271,0.09,-6.84,-4.69327171,,-0.028,1.5978,5.791832971,,,,,0.3,-1.266379976,,,,-1.923,1.66,0.5,,,-0.70858103,3.250955525,0.031,0.5398464247,0.4826262728,-3
-6,-3,North Texas,San Diego St.,-6.5,,,,,-8.89,,,,,,,,,-6.41,,,-6.7,,,,,,,,,,,,,1,-8.237073832,-1.34,-8.31,-4.027865899,,-0.063,-3.6744,6.7819800235,,,,,-8.4,-1.808757566,,,,-6.251,-4.44,-9,,,-5.874524267,2.8134058113,-6.455,0.4499353354,0.358306912,-3.5
7.5,6.5,Old Dominion,South Florida,3,,,,,13.01,,,,,,,,,7.5,,,7.4,,,,,,,,,,,,,1,12.423001355,7.88,11.1,9.202252534,,0.081,3.2024,18.964489223,,,,,9.6,1.8199204764,,,,12.149,7.1,15.5,,,8.5105467064,4.2989745535,8.541126267,0.5347154574,0.6969232644,6.5
-3,-4,Western Kentucky,Southern Miss.,-4,,,,,-6.91,,,,,,,,,-8.31,,,-2.2,,,,,,,,,,,,,1,-2.349120801,-2.96,2.45,-4.979566329,,0.026,-4.0211,-9.674244667,,,,,-3.1,-0.557103916,,,,2.238,-5.51,0.5,,,-2.794699081,3.2198496531,-3.03,0.5209887803,0.4317650435,-4
-5.5,-6.5,USC,TCU,-9,,,,,-4.13,,,,,,,,,-6.85,,,-6.7,,,,,,,,,,,,,1,-11.92651871,-10.36,-2.76,-6.147686169,,-0.042,-6.1591,-8.786359906,,,,,-11.1,-1.351582292,,,,-11.073,-8.76,-8.5,,,-7.393450348,3.4229338155,-7.675,0.4844584332,0.3250715821,-6.5
4.5,5.5,Michigan,Texas,1,,,,,10.7,,,,,,,,,1.58,,,3.4,,,,,,,,,,,,,1,-2.02827326,-0.43,7.39,5.184891145,,-0.028,2.7398,8.820902345,,,,,1.9,1.1915075356,,,,7.243,0.86,1.5,,,2.9293869918,3.5275837402,1.74,0.4553971163,0.5712127505,5
3.5,3.5,Miami (Fla.),Texas A&M,6,,,,,-2.09,,,,,,,,,2.11,,,3.2,,,,,,,,,-3,,,,0,-1.155933276,-4.17,-9.53,3.106210357,,2.989,-1.7271,-11.90064807,,,,,0.9,2.5434506808,,,,1.308,1.47,-1,,,-0.105988195,3.7861116642,0.9,0.4376694014,0.4974187732,3
10.5,10.5,Rice,Texas St.,7,,,,,13.92,,,,,,,,,10.82,,,7.2,,,,,,,,,,,,,1,14.095830828,11.44,17.38,10.859661067,,-0.092,13.2144,14.849576243,,,,,13.8,-0.43236273,,,,16.76,10.25,17,,,11.689135135,4.7097941618,12.3272,0.520478316,0.759087768,10.5
8.5,9,Florida Intl.,Texas-San Antonio,2.5,,,,,13.54,,,,,,,,,14.22,,,16.5,,,,,,,,,,,,,1,12.146507515,4.93,5.48,5.571917626,,0.119,9.1636,20.156187207,,,,,10.4,0.788476872,,,,12.138,10.98,14,,,9.4063589386,4.9168637756,10.69,0.5069877232,0.7136154065,9
14,14.5,Nebraska,Utah,16,,,,,10.65,,,,,,,,,13.72,,,17.5,,,,,,,,,,,,,1,17.4879223,19.37,22.66,16.504754049,,0.02,13.3468,26.656800442,,,,,13.5,1.8022293876,,,,18.511,14.62,21,,,15.349319739,5.4785181421,16.252377025,0.5145237984,0.8187974711,14.5
-1,4,Washington St.,Utah St.,-3,,,,,-5.69,,,,,,,,,-7.56,,,0.2,,,,,,,,,,,,,1,-5.071414217,-1.31,-2.22,-4.743666999,,-0.068,-7.4392,10.742917178,,,,,-3.9,-0.028659721,,,,-3.777,-5.62,-1,,,-3.657091515,2.5359236137,-3.8385,0.3685686764,0.4103613786,2.5
4,4,Iowa,Vanderbilt,4,,,,,0.87,,,,,,,,,-1.81,,,-0.5,,,,,,,,,,,,,1,-0.145359008,2.26,9.06,4.807557791,,-0.01,-1.339,-11.82689212,,,,,0.5,1.4525547372,,,,5.031,-2.19,3.5,,,1.7167284845,3.2075371513,0.685,0.4602842035,0.5420500152,3.5
8.5,8.5,Boise St.,Washington,1.5,,,,,4.75,,,,13,11.4,11.8,13.9,,11,,,11.6,,,,,,,,,,,,,1,12.099533295,10.99,5.69,7.409784892,,0.074,7.5779,16.763738144,,,,,11.3,1.41222099,,,,12.933,5.97,15,,,9.3330121215,4.2797311408,11.15,0.5144006548,0.7141564086,8.5
4,4,Kennesaw St.,Western Mich.,-4,,,,,5.95,,,,,,,,,8.84,,,3.1,,,,,,,,,,,,,1,-0.314362552,6.63,4.58,1.723362928,,0.007,1.854,7.4888536633,,,,,1.8,-0.811736802,,,,11.721,1.14,2.5,,,3.2522143126,4.0258055908,2.177,0.4870464708,0.5784178457,4
