lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
-9.5,-5.5,Wyoming,Akron,-11.5,-12.08,,-5.5,-7.45,,-7.1,-1.5,-2.19,5.8,0.1,-1.6,-2,-4.6,3.12,-7.54,9.5,,-4.9,-7,-8.12,-8.15,-8.11,-8.15,-6.69,-1,0.2323,1.04,,,-6,0,-6.45,-0.63,-3.455145972,,-3.7,-5.6965,,,,,-10.1,-7.1,,,-1.8515,-8,-1.84,,-4.16,3.5,-3.815856833,4.7643721825,-4.38,0.5289761841,0.4092801114,-5.5
10.5,18,Hawaii,Arizona,7.5,18.46,,18,15.14,,4.12,8.389,15.27,20.594,18.2,15.1,15.4,9.6,8.15,17.85,4,,14,10.3,6.11,6.83,5.39,6.11,15.71,3,14.1168,12.05,,,10,0,11.32,9.72,7.49091557,,11.81,15.6973,,,,,15.1,12.7,,,15.393,1,7.66,,14.54,27.6,11.956139321,5.3178176582,11.93,0.3976096167,0.7616516632,17
-2.5,-2,Auburn,Baylor,3.5,3.61,,-2.5,7.84,,12.08,4.667,3.57,13.023,6.2,3,5.3,3.4,9.52,2.54,12,,-1.7,2.4,-4.71,-4.73,-4.7,-4.73,0.63,1,0.429,8.15,,,4,0,-0.24,7.28,10.90660311,,1.31,3.3892,,,,,7.35,-1.9,,,5.054,-1,0.07,,3.04,-3.3,3.3124667531,4.8994482121,3.3946,0.5905794262,0.578738346,-1
16.5,20.5,Jacksonville St.,Central Florida,8.5,21.14,,20.5,17.22,,3.69,9.111,15.24,18.724,32.4,26.8,29.1,11.7,0.54,14.9,-0.5,,16,,13.77,13.8,13.76,13.8,17.77,1,16.2383,13.24,,,16,0,4.74,5.93,6.955131916,,11.72,13.175,,,,,24.05,17,,,14.98,-1,10.78,,10.4,20.2,13.824955198,7.570479337,13.8,0.3900204995,0.7833473563,19.5
-8.5,-3,Appalachian St.,Charlotte,-13,-10.49,,-5,-0.85,,-4.37,-8.833,-2.18,0.754,-0.3,-1.8,-3.3,-8.2,-1.2,-9.66,3.5,,-5.7,-9.8,-9.14,-9.16,-9.12,-9.16,-6.4,-10,-2.9557,-2.59,,,,0,-0.76,-12.03,-1.313327362,,-6.27,-9.5389,,,,,-9.3,-7.3,,,-5.5055,-7,-7.79,,-8.88,-5.8,-5.955497925,4.0921186665,-6.4,0.4489603564,0.3586981462,-3
-6.5,-6.5,Nebraska,Cincinnati,-1,-6.56,,-6.5,-0.28,,-4.31,-5,-1.61,-1.966,-5.6,-6.4,-6.4,-2.7,-6.9,-3.54,-0.5,,-3.3,-6.5,-7.58,-7.6,-7.57,-7.6,-4.2,-12,-4.2096,-4.11,,,-10,1,-9.59,0.08,-6.731573281,,-3.82,-3.3264,,,,,-1.4,-6.7,,,-5.397,4,-9.45,,-2.62,-4.4,-5.021960369,2.9340777031,-4.7,0.5257753929,0.3783192998,-6.5
3,4,LSU,Clemson,2,6,,3.5,6.41,,4.87,3.833,1.68,11.117,3.1,3.6,5.4,1.9,1.96,0.06,16.5,,5.4,4.4,2.18,2.18,2.19,2.18,0.47,8,0.9457,1.99,,,4,0,5.33,2.86,3.142496224,,1.11,-0.5288,,,,,-5.1,3.6,,,3.584,3,1.92,,-4.44089E-16,-0.2,3.2800943396,3.5704466103,2.525,0.4874883969,0.5795855294,4
-3.5,-4,Georgia Tech,Colorado,0.01,-1.3,,-4.5,8.76,,1.14,-0.611,6.39,12.012,8.1,5.1,7.4,3.9,9.08,4.25,18,,-3.5,-3,-3.28,-3.29,-3.27,-3.29,4.9,2,0.4943,12.45,,,-2,0,14.87,-5.77,6.794294732,,5.3,10.6722,,,,,14.9,-4.9,,,3.745,-2,3.74,,5.16,1.4,3.7874109648,6.1683546564,3.8225,0.6298437836,0.5876963196,-3
-12.5,-14,Alabama,Florida St.,-18,-19.42,,-13.5,-24.86,,-17.83,-4.778,-13.36,-12.954,-20.2,-19.1,-20.6,-20.2,-11.96,-20.54,-8,,-13.2,-17.4,-16.34,-16.38,-16.32,-16.38,-19.16,-38,-17.1379,-26.17,,,-9,0,-34.77,-17.55,-14.8694401,,-13.45,-22.8209,,,,,-41.1,-17.9,,,-17.248,-7,-19.1,,-18.44,-14.6,-18.58717334,7.3396813701,-17.69,0.4236770889,0.1447260128,-14.5
1.5,-1.5,Georgia Southern,Fresno St.,0.01,1.46,,-1.5,1.14,,-13.51,-3.178,1.4,0.537,-0.5,1,1.5,3.2,-1.59,3.24,5,,-2.4,0.7,-1.94,-1.86,-1.84,-2.13,5.14,-8,0.2012,1.33,,,4,0,6.41,0.04,-0.859891035,,2.93,4.7593,,,,,9.35,0.4,,,1.7115,3,-0.6,,5.54,-14.6,0.2216974712,4.7380183443,0.6185,0.5296280417,0.505319252,-1
