lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
0,-2,New Mexico,Air Force,-6,,-5.52,,-3.3,12.38,,,-7.644,,,,,,2.7,-8,-0.6372166,-3,,,,,,-4.02,,,-2.75,,,2.29,0,-4.652945018,0.5,-3.05,-0.003792336,,-2.76,-0.8934,-12.93400461,,,,,1.4,-1.898048371,,-5,,0.221,2.05,-2,,,-1.48592518,4.3642087441,-2.375,0.5088821487,0.4641735444,-2
-3,-3.5,Marshall,Appalachian St.,-1.5,,-4.89,,-6.6,-4.12,,,-9.801,,,,,,-4.17,-8.5,-4.36034,-3.5,,,,,,-7.57,,,-6.54,,,-4.24,0,-4.594885675,-3.57,-9.57,-2.988337762,,-2.66,-5.6922,-3.728605671,,,,,-4.5,-2.255048754,,-5,,-5.908,-2.73,-2.5,,,-5.022943793,2.2820155267,-4.43017,0.4733559538,0.3775257586,-3.5
6.5,6.5,Baylor,Arizona,15,,9.36,,10.2,1.83,,,9.704,,,,,,3.77,-6,13.23999,4.2,,,,,,11.81,,,12.07,,,4.08,0,11.141258684,18.13,7.84,9.618753542,,11.39,3.6804,13.578093804,,,,,5.9,1.6754021,,8,,6.139,7.81,9,,,8.1778819194,5.128791847,9.18,0.5287723373,0.6873866961,6.5
3,2.5,Louisiana-Lafayette,Arkansas St.,7,,3.06,,0.98,1.17,,,7.092,,,,,,-2.06,-6.5,3.388971,0.9,,,,,,2.54,,,2.09,,,3.26,0,3.893168693,4.66,5.03,6.355880037,,4.17,-1.4346,10.099051993,,,,,1.4,0.7061858632,,3,,6.57,1.05,3.5,,,2.6416099877,3.2234406781,3.16,0.5024670261,0.5645280797,2.5
10.5,10.5,Tulsa,Army,12,,14.86,,9.31,19.28,,,17.46,,,,,,18.72,20,14.89204,11.7,,,,,,12.98,,,13.3,,,11.28,0,17.101575136,14.22,6.94,13.742051605,,11.73,14.0215,18.295812242,,,,,13.2,5.11536493,,6,,14.553,14.31,12.5,,,14.004553034,3.1464398343,13.881775802,0.5608449086,0.8056792998,11.5
17,16.5,Colorado St.,Boise St.,17.5,,15.32,,22.6,24.4,,,19.303,,,,,,22.86,15,19.93065,16.5,,,,,,18.53,,,19.9,,,22.34,0,17.806946327,19.88,13.52,13.722179317,,19.24,17.4657,17.784781109,,,,,19.1,2.370825566,,14,,15.443,18.39,13,,,18.261430711,3.1451803723,18.46,0.530670876,0.8695238147,16.5
3.5,3.5,Akron,Bowling Green,4.5,,7.04,,2.12,6.92,,,6.221,,,,,,9.47,8,6.501587,4.6,,,,,,6.56,,,5.42,,,3.28,0,10.773739572,1.01,2.82,1.7357551886,,5.26,7.3823,5.3653752951,,,,,7.9,0.253546332,,-1,,-1.422,7.28,8.5,,,5.5396537164,2.9756762313,6.3612935,0.5355386071,0.6337056854,4
1.5,2,Miami (Ohio),Buffalo,2,,-4.11,,-6.43,1.6,,,-2.864,,,,,,-5.33,-0.5,-3.04579,1.1,,,,,,-7.07,,,-5.66,,,-4.02,0,-4.510894204,3.68,-1.94,-4.681096714,,-4.04,-3.513,-14.07996843,,,,,-2,-0.556762367,,-1,,-9.34,-4.47,-1.5,,,-3.029308224,3.1632913224,-3.7665,0.413050453,0.4260503461,1
14.5,14.5,Oklahoma St.,Central Florida,17.5,,15.96,,15.99,12.23,,,18.472,,,,,,14.65,13.5,19.57094,19.5,,,,,,19.63,,,18.05,,,14.32,0,21.1286911,26.1,16.73,21.640705942,,15.47,17.1444,26.148012328,,,,,18.8,14.070791091,,15,,15.858,13.05,15.5,,,17.308851684,3.2162563842,16.9372,0.5488137949,0.856469743,14.5
-2,-2,BYU,Cincinnati,-10.5,,-8.63,,-6.66,-5.68,,,-7.65,,,,,,-4.88,-8,-7.565476,-3.2,,,,,,-8.12,,,-8.35,,,-5.47,0,-8.521791,-10.07,-5.66,-8.224231808,,-5.6,-5.0734,-11.59802877,,,,,-4.9,-3.257800349,,-5,,-5.434,-4.46,-4,,,-6.665859037,1.9931297953,-6.17,0.418781568,0.3390635131,-3.5
