lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
-9.5,-7.5,Tennessee,Mississippi St.,-3.5,,,,-7.35,,-10.69,-5.362,,,,,,,,-11.28,-14,,-7.2,,-5.27,-5.4,-7.77,-4.45,-10.53,-10,,-12.2,,,,0,2.71,-10.26,-6.841664137,,-7.78,-17.2783,,,,,,-6.9,,,,4,-7.23,-9.612,-5.94,-2.01,-7.755998506,4.1049291651,-7.29,0.495567462,0.318722749,-7.5
42,43.5,Massachusetts,Missouri,41.5,,,,46.41,,49.18,40.301,,,,,,,,42.41,25,,32.5,,43.04,43.18,42.15,53.2,54.57,56,,47.8,,,,0,54.31,46.58,50.538241142,,44.56,48.1597,,,,,,49,,,,46,48.5,52.155,44.4,39.46,45.620997548,7.073996577,46.495,0.5355809661,0.9955564301,43.5
-5.5,-5,Western Kentucky,Missouri St.,-13.5,,,,-2.82,,-3.5,-5.62,,,,,,,,-6.86,-9.5,,-6.8,,-1.38,-2.3,-2.07,-0.99,-9.87,-8,,-2.6,,,,0,-11.79,-24.48,3.84642529,,-6.95,-3.4602,,,,,,-6.7,,,,-14,0.25,-26.686,-3.45,0.31,-6.454990613,7.1646950724,-4.56,0.4756023969,0.35591101,-5
8.5,10.5,Virginia Tech,NC St.,17,,,,5.93,,8.24,6.904,,,,,,,,3.18,5,,4.4,,8.05,8.34,8.2,8.32,8.71,7,,2.84,,,,0,16.11,10.35,9.962153083,,14.08,6.075,,,,,,8.3,,,,14,6.95,6.595,6.6,10.75,8.2452563785,3.5336173985,8.125,0.4608605118,0.6932513,10
14.5,14.5,Rice,Navy,11.5,,,,22.03,,28.19,14.272,,,,,,,,18.48,17,,14,,19.43,20.28,20.81,20.17,19.4,14,,18.39,,,,0,11.84,22.44,15.063496946,,15.2,9.228,,,,,,20.4,,,,19,12.05,15.816,11.51,16.84,17.014145706,4.4161672624,16.92,0.5433386479,0.8482123402,14.5
13,14,New Mexico St.,New Mexico,7,,,,16.92,,8.11,12.731,,,,,,,,13.45,14,,6.5,,14.48,16.14,12.14,17.62,19.28,23,,24.13,,,,0,10.01,10.11,20.075548755,,12.51,20.529,,,,,,15,,,,1,13.41,34.285,16.57,10.75,15.364606198,6.1903438756,14.24,0.523151434,0.8155811715,14
10.5,13,South Alabama,North Texas,18.5,,,,25.54,,16.06,15.666,,,,,,,,8.93,9,,13.8,,11.99,14.24,8.93,14.97,29.22,19,,19.4,,,,0,29.3,15.9,16.932269611,,21.11,4.1001,,,,,,16.5,,,,29,14.46,23.658,11.6,20.32,16.6302654,6.2623711971,15.98,0.5613308523,0.8342732684,13
-3,-3,San Diego St.,Northern Ill.,2.5,,,,-2.28,,-6.85,1.741,,,,,,,,-0.95,15.5,,-9.6,,1.93,0.24,3.83,0.86,-8.96,-13,,-2.84,,,,0,-18.68,-9.52,-2.827153057,,-0.91,8.8327,,,,,,-6.7,,,,-17,0.34,-2.551,-0.56,-5.49,-2.331018877,7.0686764321,-1.615,0.5112367304,0.4468196901,-3
6,6.5,UCLA,Northwestern,4.5,,,,6.25,,12.7,2.473,,,,,,,,-0.11,-3.5,,3,,6.11,7.79,2.22,9.01,13.56,20,,6.79,,,,0,28.07,4.28,9.606127163,,15.35,3.7645,,,,,,8.5,,,,14,4.46,14.402,5.65,12.2,8.2114844651,6.8284440949,6.52,0.5288116226,0.6821056707,6.5
11,11,Bowling Green,Ohio,9,,,,6.64,,16.3,10.027,,,,,,,,9,13.5,,7.3,,10.59,10.49,10.66,11.94,7.22,11,,9.19,,,,0,10.42,9.75,14.021077723,,7.12,5.3339,,,,,,10,,,,1,12.39,17.191,12.38,10.17,10.484707405,2.8790425252,10.295,0.4910056087,0.7413104022,11
-19.5,-20.5,Baylor,Oklahoma St.,-4.5,,,,-19.91,,-22.87,-15.631,,,,,,,,-6.4,-13.5,,-7.5,,-9.87,-11.85,-8.71,-12.67,-18.73,-31,,-18.14,,,,0,-18.03,-12.36,-12.11420748,,-8.7,-15.8665,,,,,,-18.7,,,,-17,-10.4,-30.066,-12.8,-20.28,-15.02490448,6.755400584,-13.15,0.5915136435,0.192699679,-19.5
14,16.5,Liberty,Old Dominion,8.5,,,,25.43,,4.95,6.278,,,,,,,,12.11,4.5,,3.8,,17.14,17.3,13.21,25.26,32.64,42,,21.88,,,,0,30.99,7.76,23.192247407,,24.61,12.243,,,,,,18.1,,,,19,21.2,26.421,15.24,14.52,17.886426975,9.8510295979,17.22,0.5223636974,0.8301223003,16.5
-11.5,-12,Houston,Oregon St.,-9.5,,,,-20.35,,-4.38,-5.842,,,,,,,,-9.37,-0.5,,-8.5,,-6.45,-6.02,-5.13,-11.53,-18.62,-20,,-21,,,,0,-32.92,-13.13,-22.47032439,,-16.72,-10.7494,,,,,,-12.4,,,,-31,-17.45,-11.865,-9.69,-14.77,-12.88986352,7.2904297373,-11.6975,0.4850966703,0.2310226115,-12
3,3.5,Oregon,Penn St.,-1,,,,2.82,,-1.24,3.687,,,,,,,,0.3,0.5,,3.3,,3.12,3.65,5.94,-0.41,-5.58,-9,,-2.88,,,,0,-11.17,4.92,2.864168731,,-4.42,-2.1745,,,,,,-2.1,,,,-1,1.32,0.328,1.08,2.92,-0.134388803,4.2283531451,0.414,0.437390468,0.4967485241,3.5
-3,-3.5,Louisville,Pittsburgh,-10,,,,-7.12,,-4.61,-3.271,,,,,,,,-5.65,-3,,-4.7,,0.33,-0.23,-1.39,1.6,-9.46,-5,,-7.93,,,,0,-2.21,-5.48,-8.096756575,,-5.55,-6.4855,,,,,,-3,,,,-6,-9.08,-12.339,-10.47,-11.29,-5.601344024,3.7809937864,-5.515,0.4635779871,0.3661875615,-3.5
7,6.5,Kentucky,South Carolina,3.5,,,,8.22,,9.34,12.724,,,,,,,,3.85,16.5,,3.2,,11.18,10.05,12.1,12.99,-1.93,-8,,7.09,,,,0,-9.51,-0.25,5.424804086,,-4.2,5.2881,,,,,,3.9,,,,-5,10.09,9.514,3.15,8.14,5.5150376703,6.6092188609,6.257402043,0.4833654691,0.6253825115,6.5
3.5,4,Jacksonville St.,Southern Miss.,-4.5,,,,-2.83,,7.2,-4.54,,,,,,,,-9.2,-12.5,,0.6,,3.85,3.6,3.99,3.67,0.65,4,,-13.65,,,,0,0.48,2.95,-0.388777096,,5.29,-13.1495,,,,,,-0.9,,,,2,-0.38,-4.853,-2.2,-4.04,-1.535469879,5.9011350452,-0.384388548,0.406605334,0.4640047954,3.5
1.5,2,San Jose St.,Stanford,0.5,,,,7.56,,2.7,7.357,,,,,,,,5.03,1,,-2.8,,8.03,8.7,7.66,8.35,,11,,,,,,0,1.65,1.53,9.525941155,,8.08,3.1316,,,,,,8.3,,,,3,6.78,7.505,4.35,8.72,5.6663427798,3.6069368121,7.431,0.5634440118,0.6356172118,2.5
-4.5,-5.5,Duke,Syracuse,9.5,,,,7.38,,4.61,7.093,,,,,,,,4.8,3.5,,1.8,,10.21,10.42,9.75,11.74,9.43,12,,8.59,,,,0,9.85,4.58,9.117620421,,8.28,1.8022,,,,,,8.8,,,,1,4.45,12.388,5.23,8.14,7.6442008509,3.1073066795,8.435,0.7171500729,0.681099445,-4
7.5,6.5,Auburn,Texas A&M,10,,,,13.66,,10.98,4.152,,,,,,,,6.9,8.5,,6.8,,10.35,9.62,11.51,11.36,9.06,1,,7.85,,,,0,-2.66,6.22,4.580083391,,6.98,6.4619,,,,,,5,,,,2,6.77,6.446,8.68,7.27,7.3954159746,3.4989587083,7.125,0.5155679557,0.6748103477,6.5
21.5,20.5,Akron,Toledo,20.5,,,,24.58,,28.38,17.526,,,,,,,,20.5,15.5,,23,,23.35,24.73,22.56,27.2,30.04,36,,19.16,,,,0,25.58,20.94,16.969233629,,27.5,23.2963,,,,,,26.3,,,,17,15.71,16.191,23.01,18.29,22.783855568,5.0367309608,23.005,0.5391684441,0.913579773,20.5
-13.5,-14,Tulane,Tulsa,-15.5,,,,-19.37,,-19.65,-20.474,,,,,,,,-15.86,-17,,-16,,-12.37,-12.54,-15.3,-13.06,-13.4,-26,,-19.41,,,,0,-3.21,-11.44,-11.90822266,,-9.22,-35.6108,,,,,,-13.5,,,,-3,-14.69,-21.657,-14.77,-20.86,-16.36666761,6.2282025468,-15.4,0.4599101778,0.169411626,-14
-2.5,-4,Louisiana Tech,UTEP,-8,,,,-11.39,,-3.55,-2.671,,,,,,,,-4.17,-1.5,,2.1,,-0.49,-0.89,0.74,-3.03,-13.87,-20,,-6.72,,,,0,-7.21,-9.58,-3.297580345,,-13.27,-6.8957,,,,,,-7,,,,-18,-10.49,-12.021,-3.66,-10.71,-6.565636681,5.3615136408,-6.80785,0.456154016,0.3480974849,-4
22.5,22.5,Utah St.,Vanderbilt,17.5,,,,25.45,,33,25.802,,,,,,,,18.47,9,,23,,21.58,20.63,22.69,25.7,21.98,29,,20.74,,,,0,26.76,24.09,24.981271539,,14,20.8698,,,,,,25,,,,14,19.73,31.792,16.6,21.48,22.493544647,5.3229916742,22.335,0.4998894149,0.9096622381,22.5
-6.5,-7.5,Florida St.,Virginia,-2,,,,3.82,,1.76,-7.996,,,,,,,,-3.46,2.5,,-3.3,,0.35,1.64,0.36,-2.98,-12.56,-24,,0.69,,,,0,0.41,-3.38,-1.607909943,,-9.33,-5.1583,,,,,,-12.4,,,,-13,0.81,0.566,-6.13,-7.81,-3.716925414,6.291335921,-2.49,0.5638699164,0.4141313854,-7
-14,-14,Georgia Tech,Wake Forest,-10.5,,,,-14.62,,-19.05,-17.287,,,,,,,,-10.46,-2.5,,-20,,-10.25,-10,-9.97,-14.67,-14.49,-21,,-16.36,,,,0,-12.31,-8.67,-18.73346693,,-13.27,-21.7286,,,,,,-17.5,,,,-8,-14.68,-16.555,-6.94,-13.61,-13.96475279,4.7293075342,-14.555,0.500607161,0.2004480201,-14
-9,-8,Ohio St.,Washington,-16.5,,,,-0.7,,-12.19,-9.395,,,,,,,,-15.53,-7,,-7.7,,-5.97,-5,-8.47,-6.89,-1.58,-8,,-10.31,,,,0,-4.57,-15.12,-10.29125966,,0.52,-17.4901,,,,,,-11.8,,,,1,-12.63,-20.152,-11.31,-3.46,-9.230764986,5.4096609194,-8.9325,0.4789439077,0.2916894689,-8
-10,-10,Utah,West Va.,-3.5,,,,-12.09,,-10.06,-2.229,,,,,,,,-8.02,4,,-13.5,,-4.07,-4.1,-2.47,-8.44,-15.51,-16,,-8.84,,,,0,-10.6,-10.75,-3.670671814,,-14.28,-5.0154,,,,,,-11.5,,,,-12,-6.99,-1.809,-4.39,-6.94,-7.532252992,4.9922846882,-7.505,0.5423282272,0.3259924297,-10
