lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
7,7,Northwestern,Illinois,9.5,,8.98,,7.86,10.67,,,,,,,,,9.79,16.5,9.36964,8.2,,10.04,9.35,12.51,8.83,10.19,8,,9.77,,,,0,11.178424058,6.38,5.75,8.100605055,,10.93,7.8999,10.197054667,,,,,10.7,1.0050146076,,4,,3.53,6.64,13.1,,,9.3507427645,2.5705315939,9.36964,0.5410291149,0.7187836782,7.5
-3,-2.5,Western Kentucky,Jacksonville St.,0.01,,-2.04,,-2.71,-0.8,,,,,,,,,-2.02,6.5,-0.8709526,-3.7,,-1.63,-2.64,-0.34,-2.6,-4.87,-6,,-3.59,,,,0,-0.979065438,1.28,-3.31,-0.418692216,,-2.67,2.765,-4.153109298,,,,,-1.9,-0.561425415,,-4,,1.905,-1.69,-2.74,,,-1.40274841,2.5734574925,-1.9,0.5191772964,0.4653791655,-2.5
-13,-13.5,Utah,Kansas,-15.5,,-16.24,,-19.33,-16.68,,,,,,,,,-12.51,-0.5,-18.36229,-15.5,,-14.08,-12.61,-11.84,-20.87,-20.54,-21,,-19.74,,,,0,-18.52674357,-23.32,-20.36,-15.13487226,,-15.45,-11.8913,-19.38139413,,,,,-15.6,-2.930461911,,-18,,-22.701,-14.86,-10.33,,,-16.13904823,4.8341534485,-15.6,0.4546806397,0.166258595,-14
17,17,Colorado,Kansas St.,11,,12.88,,22.9,13.93,,,,,,,,,13.74,6,19.19604,12.9,,15.89,15.45,14.16,19.83,14.6,19,,15.7,,,,0,17.222129528,15.86,18.36,15.735796389,,11.99,15.8481,14.791885417,,,,,14.3,0.494939122,,7,,23.04,16.57,15.74,,,15.673682637,3.6194985488,15.735796389,0.4769660094,0.8312288993,17
-1.5,-2,Kennesaw St.,Liberty,-8,,-6.53,,0.37,8.51,,,,,,,,,8.09,13,-1.84016,2.2,,1.83,3.26,-0.75,2.87,-3.39,-3,,-2.6,,,,0,-3.97560327,-0.73,-5.44,-4.21241407,,-2.14,1.8602,-5.491195332,,,,,1.3,-2.34471945,,-8,,-4.603,0.27,-3.4,,,-0.282039094,4.8995677712,-0.75,0.529521128,0.4932520514,-2
12.5,10.5,Louisiana-Monroe,Louisiana-Lafayette,14.5,,11.89,,16.11,16.92,,,,,,,,,17.24,16.5,18.45141,7,,16.13,16,14,20.27,16.29,16,,15.84,,,,0,16.723140673,11.17,14.5,15.350685476,,12.8,15.2235,19.172570387,,,,,13.8,1.423373588,,10,,20.252,17.35,8.48,,,15.151629446,3.1079373794,16,0.5805393566,0.8246211683,11.5
4.5,3.5,Kentucky,Louisville,8.5,,2.22,,0.25,7.44,,,,,,,,,4.8,19.5,2.400557,6.6,,3.96,2.73,7.38,1.88,-0.27,-5,,0.6,,,,0,2.194061591,9.68,-0.03,-0.531987913,,3.9,7.7922,4.944328119,,,,,3.6,-0.692553094,,4,,-2.444,1.75,-8.02,,,3.2352332271,5.366367709,2.400557,0.49546638,0.5762790366,3.5
7,7.5,Georgia Southern,Marshall,8,,8.56,,11.46,2.48,,,,,,,,,9.61,10.5,11.65771,7.4,,7.62,8.26,6.67,8.48,10.81,9,,11.56,,,,0,12.221211296,12.5,5.57,7.696962454,,8.07,9.7485,20.460202192,,,,,7.9,0.0851919196,,3,,5.742,9.88,1.22,,,8.50465535,2.772555152,8.48,0.5175421213,0.7004632831,7.5
-14.5,-14.5,Bowling Green,Massachusetts,-13.5,,-12.85,,-16.32,-14.52,,,,,,,,,-16.49,-8.5,-15.28008,-16,,-12.56,-12.81,-13.8,-12.98,-17.24,-22,,-16.88,,,,0,-14.73316048,-15.42,-14.09,-10.98598659,,-11.49,-21.3404,-22.59856082,,,,,-14.6,-10.97007054,,-13,,-11.621,-11.99,3.2,,,-13.79202508,4.6247629667,-14.09,0.51220466,0.2029575381,-14.5
6,5,Navy,Memphis,8.5,,7.45,,6.06,2.14,,,,,,,,,9.08,3,10.76909,2.9,,8.12,8.41,4.66,11.88,9.85,8,,10.56,,,,0,11.928962819,10.46,6.58,6.08136274,,10.51,10.8668,13.242746173,,,,,7.5,-1.271442807,,2,,5.661,8.08,15.41,,,8.1782886224,3.1385630312,8.12,0.5552211839,0.6926870636,5.5
17.5,17.5,Ball St.,Miami (Ohio),13,,14.7,,21.19,24.89,,,,,,,,,18.91,19,20.49408,16,,18.71,19.15,17.04,21.97,18.66,19,,18.33,,,,0,18.361819994,17.22,19.73,16.127522371,,14.88,21.3917,14.124733851,,,,,18.4,1.5553722568,,11,,20.941,16.34,15.74,,,18.407044895,2.6350782125,18.66,0.5158499968,0.8727506896,17.5
-10.5,-9.5,Ohio St.,Michigan,-10.5,,-9.3,,-10.71,-15.41,,,,,,,,,-12.6,-5.5,-10.044,-7.5,,-10.54,-8.86,-10,-15.02,-11.97,-18,,-11.49,,,,0,-10.12167686,-16.89,-19.99,-13.70387684,,-7.7,-14.846,-7.348626288,,,,,-12.1,-10.61880452,,-11,,-17.682,-9.53,-1.09,,,-11.64390215,4.2126690277,-10.71,0.462962866,0.2399869957,-9.5
4.5,4,Maryland,Michigan St.,3.5,,1.52,,7.81,6.83,,,,,,,,,1.65,-0.5,5.026966,-3.1,,,,,,-0.42,2,,0.75,,,,0,3.408485901,2.55,5.4,1.96609257,,2.77,-0.2337,-12.11670881,,,,,4.7,-1.367844044,,-3,,8.344,4.04,1.55,,,2.8362783081,2.873786418,2.55,0.4796937974,0.5695149622,4
1.5,1,Wisconsin,Minnesota,5,,-2,,-5.64,2.99,,,,,,,,,-0.44,10,-5.233342,-0.6,,0.29,-0.79,3.2,-2.47,-3.72,-4,,-3.38,,,,0,-2.276670574,10.18,-2.52,-1.077203541,,-1.4,-1.1921,-4.325784173,,,,,0.9,-0.256086541,,4,,-2.106,-2.11,4.85,,,-0.141812645,4.1252658127,-1.1921,0.4802406486,0.4965634653,0.5
-8.5,-7,Mississippi,Mississippi St.,-15.5,,-10.22,,-12.75,-11.2,,,,,,,,,-12.06,-16,-10.8425,-13.3,,-10.58,-9.01,-14.33,-10.16,-11.12,-14,,-9.39,,,,0,-9.551586393,-9.7,-8.09,-7.392135025,,-8.44,-14.3165,-10.65662392,,,,,-9.6,-3.943934088,,-14,,-11.812,-10.78,-3.4,,,-10.94178886,2.7846700936,-10.78,0.4314954977,0.2494241289,-8
3.5,3,Louisiana Tech,Missouri St.,7,,-0.38,,4,-1.43,,,,,,,,,-0.7,3.5,2.041554,-3.1,,1.75,0.54,2.49,2.03,-2.84,-3,,-1.44,,,,0,-1.991198917,-2.38,-0.99,4.994717654,,-2.26,0.0589,13.975410898,,,,,-2.4,1.1687981884,,-4,,3.496,3.32,0.23,,,0.5015989095,2.8133348307,0.0589,0.4564580968,0.5123628061,3
7,7.5,North Carolina,NC St.,15.5,,14.51,,11.21,10.94,,,,,,,,,7.59,2,16.17596,12.5,,11.59,10.95,13.64,11.07,16.05,8,,14.42,,,,0,17.051207489,10.32,13.52,12.042892169,,13.69,10.7194,19.516232649,,,,,12.6,2.357028118,,6,,9.195,11.21,16.07,,,12.102578386,3.2965757612,12.042892169,0.5796109745,0.7714533167,8.5
-5,-5.5,Iowa,Nebraska,-0.5,,-6.79,,-11.28,-6.83,,,,,,,,,-5,-4,-10.76579,-7.6,,-4.12,-4.29,-3.51,-5.55,-5.49,-11,,-6.75,,,,0,-6.222498025,-5.36,-7.78,-3.69860447,,-3.35,-6.4469,-4.008738491,,,,,-3.7,-0.802787947,,-3,,-7.412,-7.23,5.84,,,-5.5534317,3.4673516762,-5.55,0.4990705918,0.3667444061,-5.5
-9,-7.5,UNLV,Nevada,-14.5,,-11.03,,-7.69,-11.18,,,,,,,,,-11.39,-11.5,-10.1031,-13.2,,-10.43,-9.87,-13.42,-9.55,-10.27,-11,,-10.01,,,,0,-9.873452051,-13.21,-7.36,-5.417749392,,-8.48,-15.0258,-10.88493518,,,,,-10.9,-2.519762311,,-15,,-11.771,-8.29,-7.69,,,-10.52644406,2.2983661554,-10.43,0.4471718184,0.2566444963,-8.5
-1.5,-1.5,San Diego St.,New Mexico,0.01,,0.01,,-2.23,-5.35,,,,,,,,,-2.12,8.5,0.9162045,-2.2,,-1.09,-1.07,0.84,-3.84,-1.31,-6,,-1.1,,,,0,1.170644997,-7.37,-0.03,1.37614722,,-2.88,-2.4636,0.581681989,,,,,-2.3,0.4134540652,,-5,,-0.155,-0.78,2.87,,,-1.064224131,3.0991957726,-1.09,0.5075970519,0.4738690358,-1.5
5,5,Middle Tenn.,New Mexico St.,12,,5.79,,6.82,4.12,,,,,,,,,3.67,3.5,6.0863,3.1,,6.9,5.89,8.25,7.05,7.26,4,,7.82,,,,0,7.574535012,7.76,6.7,6.3832441642,,7.61,5.267,7.699062007,,,,,6.2,0.6020062368,,5,,9.624,5.55,6.17,,,6.443803167,1.9796687224,6.3832441642,0.5252927379,0.6558770256,5
19.5,19.5,Temple,North Texas,27.5,,20.83,,27.34,22.03,,,,,,,,,17.59,17,26.91958,24,,21.54,21.13,21.33,24.44,24.65,24,,25,,,,0,25.615776811,18.71,21.9,18.639622281,,18.63,22.6792,17.828529676,,,,,20.1,2.527427734,,17,,23.488,21.02,25.64,,,22.468887164,3.0395677123,22.03,0.5516339984,0.916952652,20
5.5,5,Kent,Northern Ill.,1,,5.35,,5.93,11.01,,,,,,,,,14.34,14,7.161366,5.2,,9.37,11.36,10.33,6.92,8.09,3,,6.48,,,,0,9.470461644,9.03,0.32,4.0563902378,,5.06,11.3375,2.1745352504,,,,,8.5,-0.01095696,,2,,6.632,9.31,7.16,,,7.6167087153,3.5331592769,7.161366,0.5453975724,0.679602222,5.5
10.5,10,LSU,Oklahoma,11.5,,11.94,,15.67,4.97,,,,,,,,,8.28,1.5,14.44746,6.8,,9.13,7.46,7.37,13.21,11.76,12,,12.05,,,,0,15.450111354,16.89,12.59,13.981571527,,9.08,11.8933,7.760103857,,,,,9.1,2.0047035884,,6,,16.764,11.6,7.16,,,10.903857715,3.7933738155,11.76,0.5156827085,0.7471587345,10
-14,-14,Iowa St.,Oklahoma St.,-20.5,,-20.18,,-15.74,-26.2,,,,,,,,,-18.62,-13.5,-17.28429,-24.5,,-16.8,-16.93,-18.8,-16.96,-23.7,-24,,-21.77,,,,0,-23.02462718,-25.72,-21.68,-18.98893066,,-17.56,-19.5762,-15.23387628,,,,,-20.3,-14.09922363,,-21,,-20.477,-15.06,-25.18,,,-20.12204191,3.5050243183,-20.18,0.3947879478,0.1087691013,-15.5
26.5,26.5,Georgia St.,Old Dominion,31,,26.35,,29.61,25.32,,,,,,,,,22.32,16,29.38806,23.5,,26.79,26.29,27.77,29.31,31.1,31,,30.17,,,,0,31.510687412,31.11,28.37,25.037197261,,27.21,24.2403,38.030880811,,,,,27.1,14.251190572,,23,,25.498,22.06,29.6,,,27.106169787,3.6516210646,27.21,0.5105295762,0.9513244117,26.5
-6.5,-7,Miami (Fla.),Pittsburgh,-3.5,,-6.2,,-5.81,-5.45,,,,,,,,,-4.7,-6.5,-4.078564,-11.2,,-4.22,-3.93,-5.84,-3.61,-6.3,-5,,-5.31,,,,0,-6.786072572,-13.04,-3.27,-0.918110301,,-3.5,-11.3704,-5.583389414,,,,,-6.4,-0.589005458,,-3,,-3.354,-4.06,-2.08,,,-5.457085875,2.8249575792,-5,0.5269212187,0.3680009667,-7
-28,-28.5,Indiana,Purdue,-31.5,,-28.6,,-30.86,-38.03,,,,,,,,,-28.39,-23.5,-31.37651,-27,,-25.93,-23.14,-29.52,-28.63,-32.14,-36,,-30.06,,,,0,-31.87639229,-49.13,-27.46,-24.42893915,,-22.61,-33.2114,-33.12263857,,,,,-30.8,-25.30362968,,-30,,-34.018,-23.39,-22.87,,,-29.77884966,5.8218849822,-29.52,0.4782146204,0.0396247362,-28.5
-10.5,-12,Penn St.,Rutgers,-2,,-8.86,,-18.41,-11.2,,,,,,,,,-16.07,-14.5,-14.59638,-8,,-13.07,-14.2,-10.91,-16.73,-13.31,-18,,-13.67,,,,0,-11.76891078,-14.91,-9.57,-7.148435455,,-9.53,-15.8918,2.7071757016,,,,,-12.9,0.1758410156,,-7,,-13.547,-13.03,2.87,,,-11.95810105,4.7947145295,-13.07,0.5007213236,0.2362225049,-12
-10,-10,Florida Intl.,Sam Houston St.,-11.5,,-9.23,,-13.22,-0.76,,,,,,,,,-1.71,8,-10.87806,-17,,-8.92,-8.32,-8.95,-11.09,-11.44,,,-10.21,,,,0,-8.685414396,-13.95,-14.53,-9.948746273,,-9.76,-3.642,-13.19643792,,,,,-8.5,-2.14961315,,-14,,-10.938,-6.76,-3.4,,,-8.555925861,5.2542159336,-9.495,0.5247388146,0.3050770298,-10
-2,-2.5,Fresno St.,San Jose St.,-7.5,,-5.45,,-4.81,-3.19,,,,,,,,,-4.05,2,-6.625156,-5.2,,-4.57,-5.89,-4.92,-3.74,-6.51,-9,,-5.88,,,,0,-4.142195064,-4.61,-9.32,-2.06942074,,-2.08,-4.479,0.8313138027,,,,,-6.2,-1.410931588,,-12,,-4.549,-4.43,-9.34,,,-5.062190872,2.4291416996,-4.81,0.4552649298,0.3767591138,-3.5
1.5,2,Clemson,South Carolina,4,,6.19,,8.69,-2.28,,,,,,,,,3.35,1,7.488129,-0.9,,5.31,4.96,3.53,8.73,7.63,6,,6.32,,,,0,8.804116594,1.3,2.64,7.869079438,,4.42,2.1923,-0.391452576,,,,,3.1,1.6649819152,,-1,,7.704,5.13,13.76,,,5.0775050013,3.4898228552,5.13,0.5533630738,0.622182242,2.5
26,27.5,Rice,South Florida,24.5,,27.29,,39.73,32.6,,,,,,,,,23.6,15,30.31734,25,,28.02,28.34,26.2,32.73,33.26,35,,32.67,,,,0,35.286701053,27.13,32.29,25.242160207,,26.54,25.5554,37.015099005,,,,,30.3,3.14438485,,17,,29.873,22.52,33.89,,,28.91538405,5.1598823323,28.34,0.5242699229,0.9578353984,27.5
6.5,7,Troy St.,Southern Miss.,5.5,,3.32,,6.63,-3.79,,,,,,,,,-3.35,2,4.007727,4,,3.54,2.98,2.37,5.48,4.01,4,,4.18,,,,0,5.2226048072,6.53,0.6,4.339585753,,5.23,-4.4273,3.3098846334,,,,,2.7,0.0924349104,,2,,0.548,0.48,5.51,,,2.8644247024,3.045553785,4,0.4282667995,0.5700634042,6
-6.5,-32.5,Notre Dame,Stanford,-22,,-25.02,,-33.95,-29.9,,,,,,,,,-32.84,-20.5,-29.58226,-27.5,,-24.25,-23.34,-24.69,-28.41,-32.05,-37,,-30.21,,,,0,-30.34512384,-30.48,-25.06,-20.89381381,,-24.78,-31.9378,-29.28364305,,,,,-30.8,-3.573388537,,-24,,-27.749,-26.12,-19.24,,,-27.54591991,4.5423809207,-27.749,0.5848266819,0.0482373126,-31.5
-3,-3,Boston College,Syracuse,12,,5.69,,1.83,-2.29,,,,,,,,,0.69,8,3.830835,6.7,,3.41,1.77,8.37,-0.44,2.62,2,,4.76,,,,0,5.3352421557,0.66,0.11,4.304730675,,4.64,1.8268,-2.463655555,,,,,2.6,11.799776716,,1,,-2.837,1.72,8.81,,,3.4444243132,3.527484986,2.62,0.6105956967,0.5835624135,-1.5
4.5,4.5,Cincinnati,TCU,6.5,,3.38,,0.7,7.75,,,,,,,,,4.82,11.5,1.62031,-0.1,,3.42,3,5.89,1.48,0.4,1,,2.76,,,,0,4.772564983,2.21,-2.4,3.206408075,,3.48,4.6813,-2.235718922,,,,,1.1,0.6687887212,,-3,,-1.233,3.38,-2.08,,,2.8495033223,3.108577266,3,0.4712510318,0.5696514148,4.5
3,3,Vanderbilt,Tennessee,0.01,,-1.81,,0.91,0.58,,,,,,,,,7.27,12.5,-0.6759567,2.3,,2.17,3.13,3.04,-0.21,-0.42,-1,,0.16,,,,0,-1.488956912,-3.65,-1.15,1.031096811,,0.9,-0.0435,-11.44900898,,,,,1.9,-0.259955506,,-2,,-2.904,4.96,2.54,,,1.201547328,3.3542540123,0.58,0.4687262408,0.5294055018,2.5
-2.5,-2,Texas A&M,Texas,-9.5,,-4.95,,-2.03,4.47,,,,,,,,,3.38,7,-3.78804,-3.4,,-0.55,0.35,-2.56,-0.66,-3.37,-1,,-3.04,,,,0,-3.435160166,-5.27,-3.39,-3.054540765,,-2.69,2.7224,-2.890682237,,,,,-1.3,-10.51597533,,-7,,-3.77,-0.83,0.89,,,-1.591013637,3.4359893263,-2.56,0.5071151341,0.4611301661,-2
9,9,South Alabama,Texas St.,11.5,,7.99,,10.88,7.71,,,,,,,,,5.76,9,10.04122,7,,9.34,9.13,10.98,8.46,10.15,8,,10.47,,,,0,10.483983706,6.6,5.69,10.745555586,,8.54,9.019,-2.537687195,,,,,8.4,1.2416603916,,3,,9.872,6.38,2.87,,,8.6004703717,2.047626247,9,0.4929985001,0.7037587271,9
7,7,Army,Texas-San Antonio,11.5,,6.76,,14.61,5.52,,,,,,,,,4.67,-1.5,13.24298,7.5,,10.83,10.92,8.77,13.89,9.05,10,,9.58,,,,0,9.6755026285,6.18,13.42,9.86750707,,4.15,2.084,23.760818809,,,,,8.7,0.2139997892,,4,,14.314,9.57,6.17,,,8.7789595879,3.9366506068,9.57,0.5308114307,0.7035950641,7.5
28.5,30,Charlotte,Tulane,32.5,,27.77,,28.73,32.33,,,,,,,,,31.06,20,32.38852,27,,29.65,27.88,34.79,29.59,29.09,22,,29.29,,,,0,31.779691959,31.72,30.85,34.622887161,,24.87,29.6628,25.658676812,,,,,29.4,15.607765876,,24,,29.385,25.97,32.9,,,29.409155965,3.5264844921,29.59,0.4897278324,0.9642048514,30
7.5,9,UAB,Tulsa,6,,4.54,,5.96,7.26,,,,,,,,,5.06,-0.5,4.690533,3.5,,6.73,5.27,4.18,11.69,7.09,7,,7.06,,,,0,6.492404812,11.57,9.12,8.3556311866,,6.76,0.1496,10.07486837,,,,,5.6,-0.267341674,,5,,11.024,4.63,5.18,,,6.1764867599,2.9112699932,6,0.4508454637,0.6484869828,8
20.5,21,UCLA,USC,26,,19.25,,25.28,25.12,,,,,,,,,16.94,13,22.2323,23.5,,,,,,26.37,26,,25.27,,,,0,27.21593217,37.16,22.66,18.070637413,,22.13,21.7607,32.903080539,,,,,24.2,3.4010003608,,21,,22.724,19.24,20.36,,,23.070646171,4.8131761595,22.724,0.5355945901,0.9170905039,21
-3,-3,Boise St.,Utah St.,2,,-2.75,,-1.13,-12.92,,,,,,,,,-7.68,-10,-1.7752,-1.3,,-3.49,-4.31,-4.57,-2.22,-3.2,-1,,-2.55,,,,0,-2.304122713,-2.58,1.15,2.032851346,,-3.62,-6.4282,6.5240277702,,,,,-6.5,-0.165093958,,-4,,-0.04,-4.18,-0.1,,,-3.178586855,3.5171999785,-2.58,0.4968946589,0.4227919823,-3
