lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,lineargh,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,lineround,linecfp,linepig,neutral,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linel2,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineavg,linestd,linemedian,phcover,phwin,lineca
-6.5,-6,Louisiana Tech,Kennesaw St.,-7,,-11.06,,-15.66,,-6.94,,,,-4.4,-5.4,-4.6,,,-14.74,-5,,-7.1,,-8.48,-8.9,-6.9,-12.56,-18.62,,,-14.87,,,,0,-13.49,-8.45,-8.799074339,,-13.91,-10.132,,,,,,-11.4,,,,-14,-12.52,-11.126,-5.25,-9.94,-9.894118244,3.8469153245,-9.42,0.4327639379,0.2730944374,-6.5
2.5,3,Massachusetts,Kent,12,,9.08,,2.54,,1.79,,,,-2.8,-1.7,-4.8,,,-0.5,3,,-0.9,,3.78,1.93,5.36,3.98,4.69,,,1.66,,,,0,3.94,12.19,14.96062656,,7.54,-2.5133,,,,,,3.7,,,,4,2.94,-2.165,4.21,5.7,3.4466279446,4.8445846057,3.35,0.5076851435,0.5819608396,3
9.5,9,South Carolina,LSU,12.5,,11.33,,16.14,,14.74,,,,7.7,9,8.8,,,7.98,-1,,10.4,,12.64,11.34,14.24,13.66,16.03,,,11.59,,,,0,22.44,9.35,8.342411619,,14.47,5.8452,,,,,,13,,,,8,9.82,9.297,10.17,11.82,11.217100447,4.2412455734,11.335,0.5382891789,0.7517957041,9
-13,-14,Old Dominion,Marshall,-5,,-27.71,,-24.38,,-9.04,,,,-1.5,-4,-2.8,,,-1.15,6,,-11.7,,-8.17,-8.66,-8.77,-9.47,-25.78,,,-10.15,,,,0,-15.26,-8.45,-18.48441453,,94.24,-10.3688,,,,,,-15.6,,,,-17,-9.8,-24.757,-8.76,-28.3,-7.60846979,22.543010107,-9.255,0.5792254307,0.3914307619,-13.5
-3.5,-6.5,Nebraska,Maryland,2,,-7.33,,-5.89,,-11.03,,,,-7.7,-8.1,-8.8,,,-1.88,-1.5,,-3.7,,-1.73,-3.39,-1.3,-1.74,-10.27,,,-7.26,,,,0,-6.61,-1.07,0.657124848,,-2.74,-3.9908,,,,,,-12.4,,,,-6,-0.93,-4.852,-1.22,-5.86,-4.562910583,3.76644726,-3.8454,0.5335855348,0.3902653956,-6.5
7.5,7.5,UCLA,Michigan St.,9.5,,14.52,,8.17,,10.09,,,,8.9,9.1,7.6,,,1.13,0.01,,7,,10.32,9.16,12.87,9.42,14.03,,,6.92,,,,0,20.01,10.21,9.974080759,,18.97,5.536,,,,,,9.6,,,,14,3.83,4.228,3.88,19.98,9.4210800292,5.1190694278,9.29,0.5329368454,0.7132183268,7.5
-1.5,-2.5,Missouri St.,Middle Tenn.,-1,,-1.45,,-4.33,,1.61,,,,-3.1,-2.4,-4.4,,,-3.73,3,,-3.3,,-2,-2.37,-2.82,-2.04,-4.74,,,-7.42,,,,0,-2.05,2.47,-5.993500848,,-4.35,2.3526,,,,,,-3.3,,,,-5,-5.67,12.848,1.46,-2.8,-1.750880802,4.0064468549,-2.6,0.5129785234,0.4575749655,-2.5
10,7.5,Purdue,Minnesota,13.5,,-9.58,,-1.26,,32.97,,,,20.5,19,20.8,,,10.3,17.5,,8.8,,12.68,11.71,13.45,14.35,-6.61,,,5.72,,,,0,8.52,16.49,0.075217304,,-4.28,9.0251,,,,,,10,,,,6,10.47,16.52,1.82,5.36,9.9165506655,9.4435581917,10.385,0.5391905988,0.703779599,7.5
32,32.5,Washington St.,Mississippi,29,,30.34,,36.75,,33.76,,,,36.9,36.6,36.3,,,28.6,17.5,,25,,29.3,28.94,27.69,36.46,36.48,,,35.68,,,,0,34.87,28.76,20.609114987,,27.33,29.9204,,,,,,36.2,,,,25,31.23,38.661,26.08,25.08,30.924635192,5.4798108446,30.1302,0.4730753323,0.9667433014,32.5
-5,-3,Alabama,Missouri,-1.5,,-8.15,,-10.42,,-0.29,,,,-4.2,-5.1,-4.9,,,-7.31,3,,-3.4,,-3.21,-3.22,-0.31,-8.32,-10.88,,,-5.21,,,,0,-4.49,-4.18,-0.323600859,,-5.23,-4.696,,,,,,-9.7,,,,3,-9.26,-8.203,-7.04,9.78,-4.490869264,4.5149191229,-4.798,0.4742888369,0.3931519929,-3
-6,-7,San Diego St.,Nevada,-10,,-15.93,,-9.12,,-13.12,,,,-8.2,-8.4,-9.6,,,-5.4,2,,-7.4,,-5.45,-6.27,-7.82,-3.86,-15.35,,,-10.26,,,,0,-20.25,-9.86,-13.75501655,,-11.38,-7.0552,,,,,,-9.5,,,,-20,-11.79,-10.571,-9.44,-18.78,-9.867739098,4.6467064496,-9.55,0.4506914277,0.2761197196,-7
2.5,-1,South Florida,North Texas,8.5,,5.51,,1.35,,-3.69,,,,-4.1,-4.1,-4.9,,,2.74,5,,1.9,,3.69,3.05,3.64,4.16,4.72,,,3.18,,,,0,6.31,3.88,-2.229617873,,6.2,5.4906,,,,,,-0.2,,,,9,-0.74,1.64,6.45,10.12,2.598883928,3.9888556994,3.41,0.5621169576,0.5628461124,-0.5
21.5,22.5,NC St.,Notre Dame,17.5,,19.8,,28.83,,25.35,,,,31.4,28.2,29.3,,,25.41,19,,23,,21.93,20,20.05,29.08,22.96,,,27.67,,,,0,20.47,26.36,23.314069933,,20.57,26.4923,,,,,,24.4,,,,7,27.35,32.173,23.08,10.46,24.005744997,4.852211167,23.857034967,0.525891028,0.9252007793,22.5
-14,-14,Houston,Oklahoma St.,-10.5,,-24.55,,-25.17,,-12.39,,,,-10.9,-11.3,-11.9,,,-4.36,-4.5,,-16.5,,-10.95,-11.1,-12.59,-12.11,-23.91,,,-18.83,,,,0,-23.49,-12.26,-21.86075057,,-18.61,-12.1005,,,,,,-15.8,,,,-22,-13.6,-17.112,-8.68,-23.54,-14.94666348,5.984313422,-12.49,0.4838979707,0.1899764928,-14
9.5,7.5,Indiana,Oregon,10,,-16.26,,-1.16,,9.2,,,,7.1,9.5,7.1,,,7.63,2.5,,7.2,,10.75,9.85,10.29,13.83,-5.62,,,1.94,,,,0,-4.89,4.85,1.24922576,,0.55,7.8998,,,,,,2.1,,,,-4,12.63,3.012,2.27,2.64,4.46773176,6.5747573186,5.975,0.448894412,0.6022382737,7.5
-1.5,-3,Wake Forest,Oregon St.,-7,,-11.16,,-9.74,,5.5,,,,-5.5,-5,-7.2,,,-1.39,0.5,,-2.9,,-2.67,-1.5,-5.29,-2.45,-11.26,,,-8.37,,,,0,-11.01,-6.56,-6.001620331,,-6.6,-0.0178,,,,,,-2,,,,-16,-8.89,-8.605,-2.84,-26.6,-5.944400782,5.8458842663,-5.750810165,0.4499615218,0.3631051134,-3
21.5,21.5,Northwestern,Penn St.,12.5,,3.06,,18.5,,22.65,,,,24.4,25,26,,,24.71,23,,24,,22.16,23.61,22.22,24.12,16.67,,,21.74,,,,0,7.62,11.37,16.214197876,,17.69,27.899,,,,,,19.6,,,,6,17.22,15.47,13.19,-9.94,18.102815303,8.2973683649,20.67,0.4440473254,0.8431544729,21.5
17.5,19.5,Stanford,SMU,18,,9.66,,17.21,,20.16,,,,20.9,22.4,23.9,,,17.5,25.5,,16,,17.68,17.84,17.68,20.04,12.39,,,18.19,,,,0,20.58,20.5,13.29335366,,11.1,22.2685,,,,,,17.2,,,,11,19.49,15.825,17.27,16.58,18.044494372,3.7137747026,17.76,0.4747418205,0.8649148934,19.5
-8.5,-8.5,Jacksonville St.,Sam Houston St.,-6.5,,-10.93,,-16.2,,1.99,,,,-2.7,-4.1,-4.9,,,-6.91,-1,,-7.5,,-6.72,-7.35,-5.18,-10.15,-16.43,,,-10.13,,,,0,-29.06,-10.69,-9.319391585,,-11.09,-5.8934,,,,,,-11,,,,-17,-8.61,-9.921,-8.01,-3.14,-8.517068907,5.891273995,-7.755,0.4997092997,0.3080947374,-8.5
-7.5,-8,Navy,Temple,-11.5,,6.53,,-4.37,,-16.77,,,,-10.4,-8.9,-10.5,,,-10.11,-18.5,,-8.8,,-0.91,-0.8,-5.41,2.54,3.73,,,-3,,,,0,3.09,-6.59,-0.734778663,,2.11,-11.3195,,,,,,-5.1,,,,-9,-3.02,-3.934,-3.34,-6.54,-5.098010718,6.2281431926,-4.735,0.549116145,0.3828760542,-8
13,12.5,Arkansas,Tennessee,20,,5.34,,12.53,,11.07,,,,12.3,12.9,12.9,,,12.18,14.5,,7.4,,13.24,11.48,16.1,13.05,13.24,,,10.13,,,,0,10.82,20.35,9.38318376,,12.55,7.9604,,,,,,11.4,,,,13,12.48,15.091,11.49,10.12,12.307868606,3.2830907167,12.39,0.4966540826,0.7752899829,12.5
3,3,Oklahoma,Texas,-5,,-14.66,,-5.83,,8.97,,,,1.3,1.9,1.5,,,4.96,12.5,,3.3,,2.12,3.65,-2.16,5.34,-7.4,,,-0.26,,,,1,-13.3,-14.35,-6.414410331,,-8.55,6.185,,,,,,0.2,,,,-12,-0.25,0.997,-2.91,-8.92,-1.426246551,7.017232885,-0.025,0.4260247534,0.4673618915,2.5
7.5,7.5,Florida,Texas A&M,17,,12,,13.75,,2.94,,,,6.9,7.2,7.4,,,7.05,8,,5.2,,10.27,8,15.17,8.67,11.45,,,9.4,,,,0,8.52,11.95,12.792461329,,13.35,11.7134,,,,,,6.3,,,,9,10.37,7.117,10.88,16.92,10.012033128,3.5249760517,9.835,0.5435913205,0.7301896908,7.5
10.5,9.5,Troy St.,Texas St.,3.5,,5.31,,5.46,,4.49,,,,7.4,7.2,7.1,,,5.43,16,,6.9,,10.39,10.68,11.14,10.13,5.69,,,10.58,,,,0,10.5,2.51,7.433945604,,6.89,11.573,,,,,,7.1,,,,3,1.81,3.293,1.93,-0.42,6.9238440617,3.7351706461,7,0.455364944,0.6638448422,9
14,14,Kansas,Texas Tech,12,,18.21,,20.2,,21.41,,,,3.8,6.5,4.2,,,6.06,11.5,,11.9,,13.7,10.99,16,16.33,14.07,,,11.25,,,,0,16.25,15.82,20.80907725,,10.97,5.204,,,,,,14.5,,,,18,13.83,13.832,10.49,16.24,12.925579894,4.8996821543,13.765,0.4815271038,0.780893736,14
13.5,13,Rice,Texas-San Antonio,6.5,,14.03,,15.78,,17.28,,,,8.9,10.2,10.4,,,12.45,9,,9.8,,16.14,17.6,14.52,18.59,14.92,,,15.3,,,,0,4.49,7.37,7.411441464,,10.78,8.3443,,,,,,12.4,,,,-1,8.82,12.442,12.32,11.14,11.804913133,3.7296077268,11.73,0.4792588031,0.7646132187,13
6.5,6.5,East Carolina,Tulane,11.5,,-1.94,,0.86,,11.86,,,,13.1,11.9,11.8,,,6.09,5.5,,4.8,,6.94,5.12,12.41,3.44,-4.93,,,0.11,,,,0,-3.9,7.72,2.204503705,,-0.96,9.6841,,,,,,2.5,,,,-1,5.01,-1.135,4.24,14.54,5.3255232194,5.5992700161,5.065,0.4799445198,0.6237187234,6.5
7,5.5,Air Force,UNLV,24.5,,13.84,,10.29,,-0.67,,,,19.7,18.5,20.1,,,10.41,21.5,,6.8,,16.68,12.89,21.61,17.88,9.28,,,10.15,,,,0,19.09,8.89,12.801101669,,6.27,16.9809,,,,,,8.6,,,,11,21.03,18.345,8.71,25.08,14.586807757,6.4187610022,15.26,0.6501197764,0.8020561068,6.5
2.5,2.5,Michigan,USC,-3,,3.19,,1.24,,5.68,,,,0.9,-0.2,-0.8,,,0.33,4.5,,2.5,,4.24,3.7,3.78,5.14,4.14,,,3.75,,,,0,4.58,7.58,6.959440767,,6.03,1.8807,,,,,,2.6,,,,4,2.07,-4.751,-1.15,2.64,2.5972746449,2.9525211205,2.915,0.5016973638,0.5636543581,2.5
-3,-2,Liberty,UTEP,-4.5,,2.7,,-1.27,,-9.26,,,,-4.7,-5,-5.7,,,-3.83,-5,,-1.5,,0.67,0.91,0.74,-0.66,3.29,,,4.18,,,,0,4.6,2.84,2.257899003,,4.51,-6.1339,,,,,,-2.8,,,,2,-2.37,-4.101,-1.4,3.32,-1.084884654,3.8569459193,-1.335,0.5158706371,0.473624492,-2
7,5,Arizona St.,Utah,4.5,,6.52,,9.79,,-5.5,,,,-1.1,0.8,-1.3,,,8.13,-9.5,,3.2,,7.47,7.19,4.2,12.46,14.74,,,6.84,,,,0,14.21,5.84,4.944024217,,8.97,1.4608,,,,,,10.3,,,,6,2.8,-2.608,6.37,9.78,5.0194932391,5.8253582011,6.105,0.5003322229,0.6163123928,5
10.5,10,Rutgers,Washington,15,,11.09,,22.61,,-3.14,,,,4.9,5.8,4.7,,,10.07,9,,9.6,,14.29,12.74,16.35,15.29,18.48,,,12.62,,,,0,18.45,12.7,14.565529649,,15.83,8.9599,,,,,,8.3,,,,10,13.64,7.101,12.2,22.02,12.044862679,5.6692547032,12.66,0.5348632715,0.7617839735,10
9.5,9.5,Ball St.,Western Mich.,9,,9.75,,16.65,,14.87,,,,9.5,10,10.7,,,8.61,10.5,,7.2,,12.9,13.67,12.45,14.06,16.12,,,10.92,,,,0,18.5,9,9.152942539,,13.9,10.5839,,,,,,11.6,,,,9,6.72,3.579,5.65,6.72,10.857917021,3.5611246795,10.54195,0.5235915169,0.7469396639,9.5
-3,-3.5,Iowa,Wisconsin,-3,,-10.81,,-4.77,,-6.73,,,,-5.6,-5.5,-6,,,-3.67,-7,,-3.5,,-1.09,0.16,-1.92,-2.64,-2.28,,,-7.24,,,,0,-8.85,-5.24,-13.66085059,,-1.12,-6.7229,,,,,,-6,,,,-10,-8.26,-13.554,-5.17,-4.16,-5.55106733,3.4949516622,-5.37,0.4643770288,0.3668452375,-3.5
0,-2.5,San Jose St.,Wyoming,2,,-1.78,,-1.89,,-4.23,,,,-1.9,-2.2,-2.3,,,0.9,-4.5,,-0.9,,1.91,1.65,2.19,1.23,0.74,,,4.19,,,,0,4.13,-3.32,-3.058232377,,3.23,0.6504,,,,,,1,,,,3,-3.91,-2.216,0.29,5.36,-0.105147399,2.7787745937,0.4702,0.5417517159,0.4974071,-2.5
