lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,linekerns,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca
-2,-2,Georgia Southern,Appalachian St.,-5.5,,,,-0.82,-7.67,,,,,,,3.8,,0.83,,,0.6,,,,,,-0.98,,,,,,,1,0.339880543,1.48,-5.74,-2.744878853,,-0.049,0.8656,-5.211252823,,,,,-1.7,-1.575476776,-3.92,,,-2.574,1.08,2.5,,,-1.122355462,3.0617579243,-0.4345,0.515300865,0.4724318478,-2
2.5,-1.5,Missouri St.,Arkansas St.,-2.5,,,,-4.44,5.73,2.429,,,,,,,,0.17,,,2,,,,,,-2.63,,,,,,,1,-0.83342782,-1.03,4.41,1.641843527,,-0.027,0.6185,1.7609296977,,,,,0.7,-0.43759798,-3.0345,,,11.093,-0.73,2,,,0.8648564282,3.6278905235,0.39425,0.5410181075,0.5210991258,-1.5
-3.5,3,Connecticut,Army,-6,,,,-2.99,-0.96,,,,,,,,,5.53,,,2.5,,,,,,-0.03,,,,,,,1,1.5208826886,-4.66,-1.69,-0.28848343,,0.152,8.091,7.1137730749,,,,,-2.5,0.8162507124,-2.884,,,-1.451,1.66,4.5,,,0.0294352505,3.6641218206,-0.28848343,0.448541308,0.5007180851,2.5
2.5,4.5,Georgia Tech,BYU,12,,,,10.44,4.22,,,,,,,,,8.89,,,3.9,,,,,,11.27,,,,,,,1,13.072951019,12.03,11.32,15.041773596,,0.075,7.0867,20.416088959,,,,,8.3,2.3256003912,8.4,,,6.537,8.78,16.5,,,9.2860838009,4.1675234108,8.89,0.5822396411,0.7135230702,5.5
6.5,-3,Navy,Cincinnati,-3.5,,,,2.28,-0.46,,,,,,,,,7.95,,,1.8,,,,,,7.88,,,,,,,1,6.790130294,0.48,0.74,0.664203981,,0.064,6.7444,7.0601375149,,,,,7.9,-1.282268342,-1.316,,,0.048,2.33,10.5,,,2.9938078985,4.0809539803,1.8,0.602642875,0.5721996211,-1.5
-1,3,Penn St.,Clemson,-3,,,,-7.54,-1.92,,,,,,,,,-8.47,,,0.6,,,,,,-10.25,,,,,,,1,-9.499940118,0.75,2.66,-3.945146338,,-0.106,-5.7594,-8.754561018,,,,,-5.8,-0.292661197,-1.75,,,0.013,-4.4,-6.5,,,-3.818675674,3.9031102093,-3.945146338,0.3834628714,0.4079865273,1.5
-3.5,-3,Louisiana-Lafayette,Delaware,-2,,,,-3.14,-4.69,-4.728,,,,,,,,-8.16,,,-3.3,,,,,,-1.54,,,,,,,1,-1.554278562,1.14,-1.28,-3.709334409,,-0.032,-7.0586,10.029624135,,,,,-3.4,-0.05179347,-3.2025,,,-12.774,-5.63,1.5,,,-3.53103961,3.4428471014,-3.25125,0.4907622563,0.4142749693,-3
1.5,1.5,Arizona St.,Duke,-0.5,,,,-1.68,-1.21,,,,,,,,,-3.85,,,0.4,,,,,,-1.19,,,,,,,1,-1.952972592,-2.92,8.19,-1.700246407,,-0.023,-3.37,-15.65480383,,,,,-1.9,-0.82277815,-2.1,,,3.301,-0.9,1,,,-0.612071706,2.8389900234,-1.21,0.4631751966,0.4849197463,0.5
-6,-6,Pittsburgh,East Carolina,-0.5,,,,-6.14,-10.44,,,,,,,,,-6.09,,,-4.8,,,,,,-5.71,,,,,,,1,-5.254636584,6.67,-0.46,-4.086359493,,-0.082,-6.9048,-5.012355654,,,,,-7.7,-0.263468724,-3.801,,,-4.789,-3.79,-1.5,,,-3.84575271,3.8586575719,-4.789,0.5373154344,0.4072875609,-6
3.5,3.5,Miami (Ohio),Fresno St.,4.5,,,,1.79,-1.34,,,,,,,,,3.19,,,3.1,,,,,,2.08,,,,,,,1,3.5314562822,1.56,4.08,1.61120792,,-0.037,2.4903,0.3900461949,,,,,3.3,0.5964061388,5.3515,,,0.619,2.85,6.5,,,2.6574390707,1.9355691948,2.85,0.4852309151,0.5657351216,3.5
-2.5,-1.5,California,Hawaii,5,,,,-1.97,1.79,,,,,,,,,-5.54,,,-1.6,,,,,,2.54,,,,,,,1,1.6298480684,3.01,-2,2.599491893,,-0.092,-6.4131,11.513828735,,,,,-2.6,-0.82017336,-0.35,,,-0.46,0.36,5,,,0.053190586,3.2362592351,-0.092,0.5270358644,0.5013048275,-1.5
3,3,LSU,Houston,3,,,,-3.64,-11.69,,,,,,,,,-5.02,,,2.3,,,,,,-3.1,,,,,,,1,-3.761634076,0.44,-4.24,-2.209484019,,-0.184,-6.6669,-9.879052956,,,,,-8.3,-0.73213418,-2.5515,,,-5.796,-5.88,-0.5,,,-3.399971653,3.7748498923,-3.64,0.3903306944,0.417774666,2
-6.5,-5.5,Tennessee,Illinois,1,,,,-1.2,-1.58,,,,,,,,,-9.59,,,-4,,,,,,-4.41,,,,,,,1,0.637329974,-6.18,-4.52,-3.620166489,,0.048,-2.3412,-2.09486849,,,,,-3.2,-0.553323728,-1.4105,,,-6.287,-4.16,3,,,-2.812560971,3.0979197545,-3.2,0.546746873,0.431233986,-5
-3,-4,Troy St.,Jacksonville St.,-0.5,-3.39,,,0.48,-5.52,-2.716,,,,,,,,-3.17,,,-3.6,,,,,,-1.47,,,,,,,1,-2.760239101,-0.21,-5.32,-1.569283019,,-0.064,-5.2806,3.6103549513,,,,,-2.7,-0.292777798,-2.5585,,,-8.212,-2.59,0.5,,,-2.665822217,2.2914293205,-2.7,0.5233446395,0.4342492379,-4
7,7,Coastal Carolina,Louisiana Tech,5.5,,,,11.06,6.31,,,,,,,,,4.32,,,5.1,,,,,,13.48,,,,,,,1,13.52672277,13.36,11.23,2.038003874,,-0.039,6.2467,25.506759124,,,,,9.5,0.0140948308,6.44,,,0.917,5.15,16.5,,,7.6846721555,4.8537311372,6.31,0.5117792236,0.677694769,7
9.5,9,Toledo,Louisville,3,,,,1.04,7.66,,,,,,,,,12.87,,,10.7,,,,,,6.12,,,,,,,1,5.439521435,-1.19,0.54,2.712957008,,0.201,8.652,12.967731667,,,,,6.9,1.9057359992,10.15,,,6.251,5.14,8.5,,,5.5697928496,4.0379857648,6.12,0.4407942641,0.6326104953,8.5
3,2.5,New Mexico,Minnesota,-4.5,,,,0.18,14.68,,,,,,,,,11.41,,,2.2,,,,,,2.95,,,,,,,1,-0.340259401,0.69,3.25,0.608899505,,0.082,5.6233,7.909524405,,,,,8.7,0.2740516076,-0.2345,,,5.207,2.03,2.5,,,3.2374376532,4.7283748379,2.2,0.5127009089,0.5772036123,2.5
17.5,17.5,Tulane,Mississippi,12,,,,,13.28,,,,,,,15.7,,19.2,,,18,,,,,,17.99,,,14.99,,,,0,18.309868606,15.95,2.81,13.432019142,,3.042,19.4353,20.024422125,,,,,19.5,3.4432644352,10.15,,,15.682,14.9,18,,,14.576177097,4.9918816616,15.691,0.4498867628,0.8086084395,17.5
3,2.5,Wake Forest,Mississippi St.,-5,,,,-5.61,3.96,,,,,,,,,4.03,,,3.4,,,,,,1.72,,,,,,,1,1.435269211,0.26,4.98,1.638889044,,0.079,2.4298,9.835581181,,,,,4.8,0.3714136976,-3.2795,,,5.137,-0.49,4.5,,,1.4112034268,3.4027167124,1.72,0.4810602263,0.5345033087,2.5
7,6.5,Virginia,Missouri,-3,,,,4.02,10.52,,,,,,,,,9.18,,,6.9,,,,,,5.59,,,,,,,1,4.636702493,2.87,4.39,8.417849229,,0.021,1.8475,7.8483489974,,,,,7.2,0.8950133056,1.05,,,11.985,5.16,7.5,,,5.1934148072,3.8985978472,5.16,0.477353306,0.6242002472,6.5
